lv001:001	lv001:001	lv001:001	VERSE	3Ms␣1:1␣
lv001:001	-	ja	CNJ	Ja␣
lv001:001	-	Herra	SG.NOM	Herra␣
lv001:001	-	kutsua	ACT.PAST.3S	kutsui␣
lv001:001	-	Mooses	PR.SG.GEN	Mooseksen␣
lv001:001	-	ja	CNJ	ja␣
lv001:001	-	puhua	ACT.PAST.3S	puhui␣
lv001:001	-	hän	PERS.SG.ALL	hänelle␣
lv001:001	-	sisältä	POST	sisältä␣
lv001:001	-	ilmestys_maja	SG.ELA	ilmestysmajasta␣
lv001:001	-	sanoa	ACT.INF2.MAN	sanoen
lv001:001	-	:	PUNC	:␣
lv001:002	lv001:002	lv001:002	VERSE	3Ms␣1:2␣
lv001:002	-	"	PUNC.LEFT	"
lv001:002	-	puhua	ACT.IMP.2S	Puhu␣
lv001:002	-	israelilainen	DER.ADJ.PL.ALL	israelilaisille␣
lv001:002	-	ja	CNJ	ja␣
lv001:002	-	sanoa	ACT.PRES.NEG	sano␣
lv001:002	-	he	PERS.PL.ALL	heille
lv001:002	-	:	PUNC	:␣
lv001:002	-	jos	SUBORD	Jos␣
lv001:002	-	joku	INDEF.SG.NOM	joku␣
lv001:002	-	te	PERS.PL.ELA	teistä␣
lv001:002	-	tahtoa	ACT.PRES.3S	tahtoo␣
lv001:002	-	tuoda	INF1.LAT	tuoda␣
lv001:002	-	uhri_lahja	SG.GEN	uhrilahjan␣
lv001:002	-	Herra	SG.ALL	Herralle
lv001:002	-	,	PUNC	,␣
lv001:002	-	niin	ADV.AD-A	niin␣
lv001:002	-	tuoda	ACT.IMP.2P	tuokaa␣
lv001:002	-	uhri_lahja	NOM&SGGEN.-2	uhrilahjanne␣
lv001:002	-	karja	SG.ELA	karjasta
lv001:002	-	,	PUNC	,␣
lv001:002	-	joko	CNJ	joko␣
lv001:002	-	raavas	PL.ELA	raavaista␣
lv001:002	-	tai	CNJ	tai␣
lv001:002	-	lammas	PL.ELA	lampaista
lv001:002	-	.	PUNC	.␣
lv001:003	lv001:003	lv001:003	VERSE	3Ms␣1:3␣
lv001:003	-	jos	SUBORD	Jos␣
lv001:003	-	hän	PERS.SG.GEN	hänen␣
lv001:003	-	uhri_lahja	NOM&SGGEN.-3	uhrilahjansa␣
lv001:003	-	olla	COP.ACT.PRES.3S	on␣
lv001:003	-	raavas_poltto_uhri	SG.NOM	raavaspolttouhri
lv001:003	-	,	PUNC	,␣
lv001:003	-	tuoda	ACT.IMP.3S	tuokoon␣
lv001:003	-	virheetön	DER.ADJ.SG.GEN	virheettömän␣
lv001:003	-	uros_puoli	SG.GEN	urospuolen
lv001:003	-	;	PUNC	;␣
lv001:003	-	ilmestys_maja	SG.GEN	ilmestysmajan␣
