2k001:001	2k001:001	2k001:001	VERSE	2Kn␣1:1␣
2k001:001	-	Ahab	PR.SG.GEN	Ahabin␣
2k001:001	-	kuolema	DER.SG.GEN	kuoleman␣
2k001:001	-	jälkeen	PREP	jälkeen␣
2k001:001	-	Mooab	PR.SG.NOM	Mooab␣
2k001:001	-	luopua	ACT.PAST.3S	luopui␣
2k001:001	-	Israel	PR.SG.ELA	Israelista
2k001:001	-	.	PUNC	.␣
2k001:002	2k001:002	2k001:002	VERSE	2Kn␣1:2␣
2k001:002	-	Ahasja	PR.SG.NOM	Ahasja␣
2k001:002	-	pudota	ACT.PAST.3S	putosi␣
2k001:002	-	Samaria	PR.SG.INE	Samariassa␣
2k001:002	-	ylä_sali	NOM&SGGEN.-3	yläsalinsa␣
2k001:002	-	ristikko	SG.GEN	ristikon␣
2k001:002	-	läpi	PREP	läpi␣
2k001:002	-	ja	CNJ	ja␣
2k001:002	-	maata	ACT.PAST.3S	makasi␣
2k001:002	-	sairas	ADJ.SG.ESS	sairaana
2k001:002	-	.	PUNC	.␣
2k001:002	-	ja	CNJ	Ja␣
2k001:002	-	hän	PERS.SG.NOM	hän␣
2k001:002	-	lähettää	ACT.PAST.3S	lähetti␣
2k001:002	-	sanan_saattaja	DER.PL.PTV	sanansaattajia␣
2k001:002	-	ja	CNJ	ja␣
2k001:002	-	sanoa	ACT.PAST.3S	sanoi␣
2k001:002	-	he	PERS.PL.ALL	heille
2k001:002	-	:	PUNC	:␣
2k001:002	-	"	PUNC.LEFT	"
2k001:002	-	mennä	ACT.IMP.2P	Menkää␣
2k001:002	-	ja	CNJ	ja␣
2k001:002	-	kysyä	ACT.IMP.2P	kysykää␣
2k001:002	-	Baal-Sebub	PR.SG.ABL	Baal-Sebubilta
2k001:002	-	,	PUNC	,␣
2k001:002	-	Ekron	PR.SG.GEN	Ekronin␣
2k001:002	-	jumala	SG.ABL	jumalalta
2k001:002	-	,	PUNC	,␣
2k001:002	-	toipua	ACT.PRES.1S.-CLITIC	toivunko␣
2k001:002	-	minä	PERS.SG.NOM	minä␣
2k001:002	-	tämä	DEM.SG.ELA	tästä␣
2k001:002	-	tauti	SG.ELA	taudista
2k001:002	-	"	PUNC.RIGHT	"
2k001:002	-	.	PUNC	.␣
2k001:003	2k001:003	2k001:003	VERSE	2Kn␣1:3␣
2k001:003	-	mutta	CNJ	Mutta␣
2k001:003	-	Herra	SG.GEN	Herran␣
