ek001:001	ek001:001	ek001:001	VERSE	Hel␣1:1␣
ek001:001	-		ORD.SG.ESS	Kolmantenakymmenentenä␣
ek001:001	-	vuosi	SG.ESS	vuotena
ek001:001	-	,	PUNC	,␣
ek001:001	-		ORD.SG.INE	neljännessä␣
ek001:001	-	kuu	SG.INE	kuussa
ek001:001	-	,	PUNC	,␣
ek001:001	-	kuu_kausi	SG.GEN	kuukauden␣
ek001:001	-		ORD.SG.ESS	viidentenä␣
ek001:001	-	päivä	SG.ESS	päivänä
ek001:001	-	,	PUNC	,␣
ek001:001	-	kun	SUBORD	kun␣
ek001:001	-	minä	PERS.SG.NOM	minä␣
ek001:001	-	olla	COP.ACT.PAST.1S	olin␣
ek001:001	-	pakko_siirtolainen	PL.GEN	pakkosiirtolaisten␣
ek001:001	-	joukossa	DER.SG.INE	joukossa␣
ek001:001	-	Kebar-joki	PR.SG.GEN	Kebar-joen␣
ek001:001	-	varrella	PREP	varrella
ek001:001	-	,	PUNC	,␣
ek001:001	-	aueta	ACT.PAST.3P	aukenivat␣
ek001:001	-	taivas	PL.NOM	taivaat
ek001:001	-	,	PUNC	,␣
ek001:001	-	ja	CNJ	ja␣
ek001:001	-	minä	PERS.SG.NOM	minä␣
ek001:001	-	nähdä	ACT.PAST.1S	näin␣
ek001:001	-	Jumala	SG.GEN	Jumalan␣
ek001:001	-	näky	PL.PTV	näkyjä
ek001:001	-	.	PUNC	.␣
ek001:002	ek001:002	ek001:002	VERSE	Hel␣1:2␣
ek001:002	-	kuu_kausi	SG.GEN	Kuukauden␣
ek001:002	-		ORD.SG.ESS	viidentenä␣
ek001:002	-	päivä	SG.ESS	päivänä
ek001:002	-	,	PUNC	,␣
ek001:002	-	kuningas	SG.NOM	kuningas␣
ek001:002	-	Joojakin	PR.SG.GEN	Joojakinin␣
ek001:002	-	pakko_siirtolaisuus	DER.SG.GEN	pakkosiirtolaisuuden␣
ek001:002	-		ORD.SG.ESS	viidentenä␣
ek001:002	-	vuosi	SG.ESS	vuotena
ek001:002	-	,	PUNC	,␣
ek001:003	ek001:003	ek001:003	VERSE	Hel␣1:3␣
ek001:003	-	tulla	ACT.PAST.3S	tuli␣
ek001:003	-	Jumala	SG.GEN	Jumalan␣
ek001:003	-	sana	SG.NOM	sana␣
ek001:003	-	pappi	SG.NOM	pappi␣
ek001:003	-	Hesekiel	PR.SG.ALL	Hesekielille
ek001:003	-	,	PUNC	,␣
ek001:003	-	Buusi	PR.SG.GEN	Buusin␣
ek001:003	-	poika	SG.ALL	pojalle
ek001:003	-	,	PUNC	,␣
ek001:003	-	Kaldea	PR.SG.GEN	Kaldean␣
ek001:003	-	maa	SG.INE	maassa␣
ek001:003	-	Kebar-joki	PR.SG.GEN	Kebar-joen␣
ek001:003	-	varrella	PREP	varrella
ek001:003	-	,	PUNC	,␣
ek001:003	-	ja	CNJ	ja␣
ek001:003	-	hän	PERS.SG.GEN	hänen␣
ek001:003	-	päälle	PREP.-3	päällensä␣
ek001:003	-	tulla	ACT.PAST.3S	tuli␣
ek001:003	-	siellä	ADV	siellä␣
ek001:003	-	Herra	SG.GEN	Herran␣
ek001:003	-	käsi	SG.NOM	käsi
ek001:003	-	.	PUNC	.␣
ek001:004	ek001:004	ek001:004	VERSE	Hel␣1:4␣
ek001:004	-	ja	CNJ	Ja␣
ek001:004	-	minä	PERS.SG.NOM	minä␣
ek001:004	-	nähdä	ACT.PAST.1S	näin
ek001:004	-	,	PUNC	,␣
ek001:004	-	ja	CNJ	ja␣
ek001:004	-	katso	INTJ	katso
ek001:004	-	:	PUNC	:␣
ek001:004	-	myrsky_tuuli	SG.NOM	myrskytuuli␣
ek001:004	-	tulla	ACT.PAST.3S	tuli␣
ek001:004	-	pohjoinen	ADJ.SG.ELA	pohjoisesta
ek001:004	-	,	PUNC	,␣
ek001:004	-	suuri	ADJ.SG.NOM	suuri␣
ek001:004	-	pilvi	SG.NOM	pilvi␣
ek001:004	-	ja	CNJ	ja␣
ek001:004	-	leimahdella:leimahteleva	DER.ACT.PCP1.SG.NOM	leimahteleva␣
ek001:004	-	tuli	SG.NOM	tuli
ek001:004	-	,	PUNC	,␣
ek001:004	-	ja	CNJ	ja␣
ek001:004	-	pilvi	SG.PTV	pilveä␣
ek001:004	-	ympäröidä	ACT.PAST.3S	ympäröitsi␣
ek001:004	-	hohde	SG.NOM	hohde
ek001:004	-	,	PUNC	,␣
ek001:004	-	ja	CNJ	ja␣
ek001:004	-	tuli	SG.GEN	tulen␣
ek001:004	-	keskeltä	PREP	keskeltä␣
ek001:004	-	näkyä	ACT.PAST.3S	näkyi␣
ek001:004	-	ikään_kuin	SUBORD	ikäänkuin␣
ek001:004	-	hehkua:hehkuva	ACT.PCP1.SG.PTV	hehkuvaa␣
ek001:004	-	malmi	SG.PTV	malmia
ek001:004	-	,	PUNC	,␣
ek001:004	-	keskeltä	PREP	keskeltä␣
ek001:004	-	tuli	SG.PTV	tulta
ek001:004	-	.	PUNC	.␣
ek001:005	ek001:005	ek001:005	VERSE	Hel␣1:5␣
ek001:005	-	ja	CNJ	Ja␣
ek001:005	-	se	DEM.SG.GEN	sen␣
ek001:005	-	keskeltä	PREP	keskeltä␣
ek001:005	-	näkyä	ACT.PAST.3P	näkyivät␣
ek001:005	-	4	NUM.SG.GEN	neljän␣
ek001:005	-	olento	SG.GEN	olennon␣
ek001:005	-	hahmo	PL.NOM	hahmot
ek001:005	-	.	PUNC	.␣
ek001:005	-	ja	CNJ	Ja␣
ek001:005	-	näkö	SG.ABL.-3	näöltänsä␣
ek001:005	-	ne	DEM.PL.NOM	ne␣
ek001:005	-	olla	COP.ACT.PAST.3P	olivat␣
ek001:005	-	tällainen	ADJ.PL.NOM	tällaiset
ek001:005	-	:	PUNC	:␣
ek001:005	-	ne	DEM.PL.ADE	niillä␣
ek001:005	-	olla	COP.ACT.PAST.3S	oli␣
ek001:005	-	ihminen	SG.GEN	ihmisen␣
ek001:005	-	hahmo	SG.NOM	hahmo
ek001:005	-	.	PUNC	.␣
ek001:006	ek001:006	ek001:006	VERSE	Hel␣1:6␣
ek001:006	-	ja	CNJ	Ja␣
ek001:006	-	ne	DEM.PL.ADE	niillä␣
ek001:006	-	olla	COP.ACT.PAST.3S	oli␣
ek001:006	-	4	NUM.PL.NOM	neljät␣
ek001:006	-	kasvot	PL.NOM	kasvot␣
ek001:006	-	kukin	INDEF.SG.ADE	kullakin␣
ek001:006	-	ja	CNJ	ja␣
ek001:006	-	4	NUM.SG.NOM	neljä␣
ek001:006	-	siipi	SG.PTV	siipeä␣
ek001:006	-	kukin	INDEF.SG.ADE	kullakin
ek001:006	-	.	PUNC	.␣
ek001:007	ek001:007	ek001:007	VERSE	Hel␣1:7␣
ek001:007	-	ja	CNJ	Ja␣
ek001:007	-	sääri_varsi	PL.NOM	säärivarret␣
ek001:007	-	ne	DEM.PL.ADE	niillä␣
ek001:007	-	olla	COP.ACT.PAST.3S	oli␣
ek001:007	-	suora	ADJ.PL.NOM	suorat␣
ek001:007	-	ja	CNJ	ja␣
ek001:007	-	jalka_terä	PL.NOM	jalkaterät␣
ek001:007	-	kuin	SUBORD	kuin␣
ek001:007	-	vasikan_sorkka	PL.NOM	vasikansorkat
ek001:007	-	,	PUNC	,␣
ek001:007	-	ja	CNJ	ja␣
ek001:007	-	ne	DEM.PL.NOM	ne␣
ek001:007	-	välkkyä	ACT.PAST.3P	välkkyivät␣
ek001:007	-	kuin	SUBORD	kuin␣
ek001:007	-	kiiltävä	ADJ.SG.NOM	kiiltävä␣
ek001:007	-	vaski	SG.NOM	vaski
ek001:007	-	.	PUNC	.␣
ek001:008	ek001:008	ek001:008	VERSE	Hel␣1:8␣
ek001:008	-	ja	CNJ	Ja␣
ek001:008	-	siipi	PL.GEN.-3	siipiensä␣
ek001:008	-	alla	PREP	alla␣
ek001:008	-	ne	DEM.PL.ADE	niillä␣
ek001:008	-	olla	COP.ACT.PAST.3S	oli
ek001:008	-	,	PUNC	,␣
ek001:008	-	4	NUM.SG.ADE	neljällä␣
ek001:008	-	eri	ADJ	eri␣
ek001:008	-	puolella	DER.POST.-3	puolellansa
ek001:008	-	,	PUNC	,␣
ek001:008	-	ihmis_käsi	PL.NOM	ihmiskädet
ek001:008	-	.	PUNC	.␣
ek001:008	-	kasvot	PL.NOM	Kasvot␣
ek001:008	-	ja	CNJ	ja␣
ek001:008	-	siipi	PL.NOM	siivet␣
ek001:008	-	ne	DEM.PL.ADE	niillä␣
ek001:008	-	4	NUM.SG.ADE	neljällä␣
ek001:008	-	olla	COP.ACT.PAST.3P	olivat␣
ek001:008	-	näin	ADV.AD-A	näin
ek001:008	-	:	PUNC	:␣
ek001:009	ek001:009	ek001:009	VERSE	Hel␣1:9␣
ek001:009	-	ne	DEM.PL.GEN	Niiden␣
ek001:009	-	siipi	PL.NOM	siivet␣
ek001:009	-	koskettaa	ACT.PAST.3P	koskettivat␣
ek001:009	-	toinen	INDEF.PL.PTV.-3	toisiansa
ek001:009	-	.	PUNC	.␣
ek001:009	-	kulkea	ACT.INF2.INE.-3	Kulkiessaan␣
ek001:009	-	ne	DEM.PL.NOM	ne␣
ek001:009	-	ei	NEGV.3P	eivät␣
ek001:009	-	kääntyä	ACT.PAST.PL	kääntyneet
ek001:009	-	:	PUNC	:␣
ek001:009	-	ne	DEM.PL.NOM	ne␣
ek001:009	-	kulkea	ACT.PAST.3P	kulkivat␣
ek001:009	-	kukin	INDEF.SG.NOM	kukin␣
ek001:009	-	suoraan	ADV	suoraan␣
ek001:009	-	eteenpäin	ADV	eteenpäin
ek001:009	-	.	PUNC	.␣
ek001:010	ek001:010	ek001:010	VERSE	Hel␣1:10␣
ek001:010	-	ja	CNJ	Ja␣
ek001:010	-	ne	DEM.PL.GEN	niiden␣
ek001:010	-	kasvot	PL.NOM	kasvot␣
ek001:010	-	olla	COP.ACT.PAST.3P	olivat␣
ek001:010	-	ihmis_kasvot	PL.GEN	ihmiskasvojen␣
ek001:010	-	kaltainen	ADJ.PL.NOM	kaltaiset
ek001:010	-	;	PUNC	;␣
ek001:010	-	mutta	CNJ	mutta␣
ek001:010	-	oikea	ADJ.SG.ADE	oikealla␣
ek001:010	-	puolen	DER.ADV	puolen␣
ek001:010	-	olla	COP.ACT.PAST.3S	oli␣
ek001:010	-	ne	DEM.PL.ADE	niillä␣
ek001:010	-	4	NUM.SG.ADE	neljällä␣
ek001:010	-	leijonan_kasvot	PL.NOM	leijonankasvot
ek001:010	-	,	PUNC	,␣
ek001:010	-	vasen	ADJ.SG.ADE	vasemmalla␣
ek001:010	-	puolen	DER.ADV	puolen␣
ek001:010	-	olla	COP.ACT.PAST.3S	oli␣
ek001:010	-	ne	DEM.PL.ADE	niillä␣
ek001:010	-	4	NUM.SG.ADE	neljällä␣
ek001:010	-	härän_kasvot	PL.NOM	häränkasvot
ek001:010	-	,	PUNC	,␣
ek001:010	-	myös	ADV	myös␣
ek001:010	-	olla	COP.ACT.PAST.3S	oli␣
ek001:010	-	ne	DEM.PL.ADE	niillä␣
ek001:010	-	4	NUM.SG.ADE	neljällä␣
ek001:010	-	kotkan_kasvot	PL.NOM	kotkankasvot
ek001:010	-	.	PUNC	.␣
ek001:011	ek001:011	ek001:011	VERSE	Hel␣1:11␣
ek001:011	-	niin	ADV.AD-A	Niin␣
ek001:011	-	ne	DEM.PL.GEN	niiden␣
ek001:011	-	kasvot	PL.NOM	kasvot
ek001:011	-	.	PUNC	.␣
ek001:011	-	mutta	CNJ	Mutta␣
ek001:011	-	siipi	PL.NOM	siivet␣
ek001:011	-	ne	DEM.PL.ADE	niillä␣
ek001:011	-	olla	COP.ACT.PAST.3S	oli␣
ek001:011	-	levällään	ADV.-3	levällään␣
ek001:011	-	ylös_päin	ADV	ylöspäin
ek001:011	-	.	PUNC	.␣
ek001:011	-	kukin	INDEF.SG.ADE	Kullakin␣
ek001:011	-	olla	COP.ACT.PAST.3S	oli␣
ek001:011	-	2	NUM.SG.NOM	kaksi
ek001:011	-	,	PUNC	,␣
ek001:011	-	joka	REL.PL.NOM	jotka␣
ek001:011	-	koskettaa	ACT.PAST.3P	koskettivat␣
ek001:011	-	toinen	INDEF.SG.GEN	toisen␣
ek001:011	-	siipi	PL.PTV	siipiä
ek001:011	-	,	PUNC	,␣
ek001:011	-	ja	CNJ	ja␣
ek001:011	-	2	NUM.SG.NOM	kaksi
ek001:011	-	,	PUNC	,␣
ek001:011	-	joka	REL.PL.ADE	joilla␣
ek001:011	-	ne	DEM.PL.NOM	ne␣
ek001:011	-	peittää	ACT.PAST.3P	peittivät␣
ek001:011	-	ruumis	SG.PTV.-3	ruumistansa
ek001:011	-	.	PUNC	.␣
ek001:012	ek001:012	ek001:012	VERSE	Hel␣1:12␣
ek001:012	-	ja	CNJ	Ja␣
ek001:012	-	ne	DEM.PL.NOM	ne␣
ek001:012	-	kulkea	ACT.PAST.3P	kulkivat␣
ek001:012	-	suoraan	ADV	suoraan␣
ek001:012	-	eteenpäin	ADV	eteenpäin
ek001:012	-	.	PUNC	.␣
ek001:012	-	minne	ADV	Minne␣
ek001:012	-	henki	SG.NOM	henki␣
ek001:012	-	vaatia	ACT.PAST.3S	vaati␣
ek001:012	-	kulkea	INF3.ILL	kulkemaan
ek001:012	-	,	PUNC	,␣
ek001:012	-	sinne	ADV	sinne␣
ek001:012	-	ne	DEM.PL.NOM	ne␣
ek001:012	-	kulkea	ACT.PAST.3P	kulkivat
ek001:012	-	.	PUNC	.␣
ek001:012	-	kulkea	ACT.INF2.INE.-3	Kulkiessaan␣
ek001:012	-	ne	DEM.PL.NOM	ne␣
ek001:012	-	ei	NEGV.3P	eivät␣
ek001:012	-	kääntyä	ACT.PAST.PL	kääntyneet
ek001:012	-	.	PUNC	.␣
ek001:013	ek001:013	ek001:013	VERSE	Hel␣1:13␣
ek001:013	-	ja	CNJ	Ja␣
ek001:013	-	olento	PL.GEN	olentojen␣
ek001:013	-	hahmo	SG.NOM	hahmo␣
