am001:001	am001:001	am001:001	VERSE	Aam␣1:1␣
am001:001	-	Aamos	PR.SG.GEN	Aamoksen␣
am001:001	-	sana	PL.NOM	sanat
am001:001	-	,	PUNC	,␣
am001:001	-	hän	PERS.SG.GEN	hänen
am001:001	-	,	PUNC	,␣
am001:001	-	joka	REL.SG.ADE	jolla␣
am001:001	-	olla	COP.ACT.PAST.3S	oli␣
am001:001	-	lammas_lauma	PL.PTV	lammaslaumoja␣
am001:001	-	Tekoa	PR.SG.INE	Tekoassa
am001:001	-	;	PUNC	;␣
am001:001	-	mikä	INT.REL.SG.PTV	mitä␣
am001:001	-	hän	PERS.SG.NOM	hän␣
am001:001	-	näky	SG.INE	näyssä␣
am001:001	-	nähdä	ACT.PAST.3S	näki␣
am001:001	-	Israel	PR.SG.ELA	Israelista␣
am001:001	-	Ussia	PR.SG.GEN	Ussian
am001:001	-	,	PUNC	,␣
am001:001	-	Juuda	PR.SG.GEN	Juudan␣
am001:001	-	kuningas	SG.GEN	kuninkaan
am001:001	-	,	PUNC	,␣
am001:001	-	päivä	PL.ESS	päivinä␣
am001:001	-	ja	CNJ	ja␣
am001:001	-	Jerobeam	PR.SG.GEN	Jerobeamin
am001:001	-	,	PUNC	,␣
am001:001	-	Jooas	PR.SG.GEN	Jooaan␣
am001:001	-	poika	SG.GEN	pojan
am001:001	-	,	PUNC	,␣
am001:001	-	Israel	PR.SG.GEN	Israelin␣
am001:001	-	kuningas	SG.GEN	kuninkaan
am001:001	-	,	PUNC	,␣
am001:001	-	päivä	PL.ESS	päivinä
am001:001	-	,	PUNC	,␣
am001:001	-	2	NUM.SG.NOM	kaksi␣
am001:001	-	vuosi	SG.PTV	vuotta␣
am001:001	-	ennen	PREP	ennen␣
am001:001	-	maan_järistys	SG.PTV	maanjäristystä
am001:001	-	.	PUNC	.␣
am001:002	am001:002	am001:002	VERSE	Aam␣1:2␣
am001:002	-	ja	CNJ	Ja␣
am001:002	-	hän	PERS.SG.NOM	hän␣
am001:002	-	sanoa	ACT.PAST.3S	sanoi
am001:002	-	:	PUNC	:␣
am001:002	-	Herra	SG.NOM	Herra␣
am001:002	-	ärjyä	ACT.PRES.3S	ärjyy␣
am001:002	-	Siion	PR.SG.ELA	Siionista
am001:002	-	,	PUNC	,␣
am001:002	-	hän	PERS.SG.NOM	hän␣
am001:002	-	jylistä	ACT.PRES.3S	jylisee␣
am001:002	-	Jerusalem	PR.SG.ELA	Jerusalemista
am001:002	-	,	PUNC	,␣
am001:002	-	ja	CNJ	ja␣
