nu001:001	nu001:001	nu001:001	VERSE	4Ms␣1:1␣
nu001:001	-	ja	CNJ	Ja␣
nu001:001	-	Herra	SG.NOM	Herra␣
nu001:001	-	puhua	ACT.PAST.3S	puhui␣
nu001:001	-	Mooses	PR.SG.ALL	Moosekselle␣
nu001:001	-	Siinai	PR.SG.GEN	Siinain␣
nu001:001	-	erä_maa	SG.INE	erämaassa␣
nu001:001	-	ilmestys_maja	SG.INE	ilmestysmajassa␣
nu001:001	-		ORD.SG.GEN	toisen␣
nu001:001	-	kuu_kausi	SG.GEN	kuukauden␣
nu001:001	-		ORD.SG.ESS	ensimmäisenä␣
nu001:001	-	päivä	SG.ESS	päivänä
nu001:001	-	,	PUNC	,␣
nu001:001	-		ORD.SG.ESS	toisena␣
nu001:001	-	vuosi	SG.ESS	vuotena␣
nu001:001	-	se	DEM.SG.ELA	siitä
nu001:001	-	,	PUNC	,␣
nu001:001	-	kun	SUBORD	kun␣
nu001:001	-	he	PERS.PL.NOM	he␣
nu001:001	-	olla	COP.ACT.PAST.3P	olivat␣
nu001:001	-	lähteä	ACT.PCP2.PERF	lähteneet␣
nu001:001	-	Egypti	PR.SG.GEN	Egyptin␣
nu001:001	-	maa	SG.ELA	maasta
nu001:001	-	,	PUNC	,␣
nu001:001	-	sanoa	ACT.INF2.MAN	sanoen
nu001:001	-	:	PUNC	:␣
nu001:002	nu001:002	nu001:002	VERSE	4Ms␣1:2␣
nu001:002	-	"	PUNC.LEFT	"
nu001:002	-	laskea	ACT.IMP.2P	Laskekaa␣
nu001:002	-	koko	ADJ	koko␣
nu001:002	-	Israel	PR.SG.GEN	Israelin␣
nu001:002	-	kansa	SG.GEN	kansan␣
nu001:002	-	väki_luku	SG.NOM	väkiluku␣
nu001:002	-	suvuittain	DER.ADV	suvuittain␣
nu001:002	-	ja	CNJ	ja␣
nu001:002	-	perhe_kunnittain	DER.ADV	perhekunnittain
nu001:002	-	,	PUNC	,␣
nu001:002	-	nimi	PL.GEN	nimien␣
nu001:002	-	luku_määrä	SG.GEN	lukumäärän␣
nu001:002	-	mukaan	POST	mukaan
nu001:002	-	,	PUNC	,␣
nu001:002	-	kaikki	INDEF.SG.NOM	kaikki␣
nu001:002	-	miehen_puoli	PL.NOM	miehenpuolet
nu001:002	-	,	PUNC	,␣
nu001:002	-	pää_luku	SG.GEN	pääluvun␣
nu001:002	-	mukaan	POST	mukaan
nu001:002	-	.	PUNC	.␣
nu001:003	nu001:003	nu001:003	VERSE	4Ms␣1:3␣
nu001:003	-	pitää	ACT.IMP.2P	Pitäkää␣
nu001:003	-	katselmus	SG.NOM	katselmus
nu001:003	-	,	PUNC	,␣
nu001:003	-	sinä	PERS.SG.NOM	sinä␣
nu001:003	-	ja	CNJ	ja␣
nu001:003	-	Aaron	PR.SG.NOM	Aaron
nu001:003	-	,	PUNC	,␣
nu001:003	-	kaikki	INDEF.PL.ELA	kaikista␣
nu001:003	-	Israel	PR.SG.GEN	Israelin␣
nu001:003	-	sota_kelpoinen	ADJ.PL.ELA	sotakelpoisista␣
nu001:003	-	mies	PL.ELA	miehistä
