gn001:001	gn001:001	gn001:001	VERSE	1Ms␣1:1␣
gn001:001	-	alku	SG.INE	Alussa␣
gn001:001	-	luoda	ACT.PAST.3S	loi␣
gn001:001	-	Jumala	SG.NOM	Jumala␣
gn001:001	-	taivas	SG.GEN	taivaan␣
gn001:001	-	ja	CNJ	ja␣
gn001:001	-	maa	SG.GEN	maan
gn001:001	-	.	PUNC	.␣
gn001:002	gn001:002	gn001:002	VERSE	1Ms␣1:2␣
gn001:002	-	ja	CNJ	Ja␣
gn001:002	-	maa	SG.NOM	maa␣
gn001:002	-	olla	COP.ACT.PAST.3S	oli␣
gn001:002	-	autio	ADJ.SG.NOM	autio␣
gn001:002	-	ja	CNJ	ja␣
gn001:002	-	tyhjä	ADJ.SG.NOM	tyhjä
gn001:002	-	,	PUNC	,␣
gn001:002	-	ja	CNJ	ja␣
gn001:002	-	pimeys	DER.SG.NOM	pimeys␣
gn001:002	-	olla	COP.ACT.PAST.3S	oli␣
gn001:002	-	syvyys	DER.SG.GEN	syvyyden␣
gn001:002	-	päällä	PREP	päällä
gn001:002	-	,	PUNC	,␣
gn001:002	-	ja	CNJ	ja␣
gn001:002	-	Jumala	SG.GEN	Jumalan␣
gn001:002	-	Henki	SG.NOM	Henki␣
gn001:002	-	liikkua	ACT.PAST.3S	liikkui␣
gn001:002	-	vesi	PL.GEN	vetten␣
gn001:002	-	päällä	PREP	päällä
gn001:002	-	.	PUNC	.␣
gn001:003	gn001:003	gn001:003	VERSE	1Ms␣1:3␣
gn001:003	-	ja	CNJ	Ja␣
gn001:003	-	Jumala	SG.NOM	Jumala␣
gn001:003	-	sanoa	ACT.PAST.3S	sanoi
gn001:003	-	:	PUNC	:␣
gn001:003	-	"	PUNC.LEFT	"
gn001:003	-	tulla	ACT.IMP.3S	Tulkoon␣
gn001:003	-	valkeus	DER.SG.NOM	valkeus
gn001:003	-	"	PUNC.RIGHT	"
gn001:003	-	.	PUNC	.␣
gn001:003	-	ja	CNJ	Ja␣
gn001:003	-	valkeus	DER.SG.NOM	valkeus␣
gn001:003	-	tulla	ACT.PAST.3S	tuli
gn001:003	-	.	PUNC	.␣
gn001:004	gn001:004	gn001:004	VERSE	1Ms␣1:4␣
gn001:004	-	ja	CNJ	Ja␣
gn001:004	-	Jumala	SG.NOM	Jumala␣
gn001:004	-	nähdä	ACT.PAST.3S	näki
gn001:004	-	,	PUNC	,␣
gn001:004	-	että	SUBORD	että␣
gn001:004	-	valkeus	DER.SG.NOM	valkeus␣
gn001:004	-	olla	COP.ACT.PAST.3S	oli␣
gn001:004	-	hyvä	ADJ.SG.NOM	hyvä
gn001:004	-	;	PUNC	;␣
gn001:004	-	ja	CNJ	ja␣
gn001:004	-	Jumala	SG.NOM	Jumala␣
gn001:004	-	erottaa	ACT.PAST.3S	erotti␣
gn001:004	-	valkeus	DER.SG.GEN	valkeuden␣
gn001:004	-	pimeys	DER.SG.ELA	pimeydestä
gn001:004	-	.	PUNC	.␣
gn001:005	gn001:005	gn001:005	VERSE	1Ms␣1:5␣
gn001:005	-	ja	CNJ	Ja␣
gn001:005	-	Jumala	SG.NOM	Jumala␣
gn001:005	-	kutsua	ACT.PAST.3S	kutsui␣
gn001:005	-	valkeus	DER.SG.GEN	valkeuden␣
gn001:005	-	päivä	SG.TRA	päiväksi
gn001:005	-	,	PUNC	,␣
gn001:005	-	ja	CNJ	ja␣
gn001:005	-	pimeys	DER.SG.GEN	pimeyden␣
gn001:005	-	hän	PERS.SG.NOM	hän␣
gn001:005	-	kutsua	ACT.PAST.3S	kutsui␣
gn001:005	-	yö	SG.TRA	yöksi
gn001:005	-	.	PUNC	.␣
gn001:005	-	ja	CNJ	Ja␣
gn001:005	-	tulla	ACT.PAST.3S	tuli␣
gn001:005	-	ehtoo	SG.NOM	ehtoo
gn001:005	-	,	PUNC	,␣
gn001:005	-	ja	CNJ	ja␣
gn001:005	-	tulla	ACT.PAST.3S	tuli␣
gn001:005	-	aamu	SG.NOM	aamu
gn001:005	-	,	PUNC	,␣
gn001:005	-		ORD.SG.NOM	ensimmäinen␣
gn001:005	-	päivä	SG.NOM	päivä
gn001:005	-	.	PUNC	.␣
gn001:006	gn001:006	gn001:006	VERSE	1Ms␣1:6␣
gn001:006	-	ja	CNJ	Ja␣
gn001:006	-	Jumala	SG.NOM	Jumala␣
gn001:006	-	sanoa	ACT.PAST.3S	sanoi
gn001:006	-	:	PUNC	:␣
gn001:006	-	"	PUNC.LEFT	"
gn001:006	-	tulla	ACT.IMP.3S	Tulkoon␣
gn001:006	-	taivaan_vahvuus	DER.SG.NOM	taivaanvahvuus␣
gn001:006	-	vesi	PL.GEN	vetten␣
gn001:006	-	välille	POST	välille␣
gn001:006	-	erottaa	INF3.ILL	erottamaan␣
gn001:006	-	vesi	PL.NOM	vedet␣
gn001:006	-	vesi	PL.ELA	vesistä
gn001:006	-	"	PUNC.RIGHT	"
gn001:006	-	.	PUNC	.␣
gn001:007	gn001:007	gn001:007	VERSE	1Ms␣1:7␣
gn001:007	-	ja	CNJ	Ja␣
gn001:007	-	Jumala	SG.NOM	Jumala␣
gn001:007	-	tehdä	ACT.PAST.3S	teki␣
gn001:007	-	taivaan_vahvuus	DER.SG.GEN	taivaanvahvuuden␣
gn001:007	-	ja	CNJ	ja␣
gn001:007	-	erottaa	ACT.PAST.3S	erotti␣
gn001:007	-	vesi	PL.NOM	vedet
gn001:007	-	,	PUNC	,␣
gn001:007	-	joka	REL.PL.NOM	jotka␣
gn001:007	-	olla	COP.ACT.PAST.3P	olivat␣
gn001:007	-	taivaan_vahvuus	DER.SG.GEN	taivaanvahvuuden␣
gn001:007	-	alla	PREP	alla
gn001:007	-	,	PUNC	,␣
gn001:007	-	vesi	PL.ELA	vesistä
gn001:007	-	,	PUNC	,␣
gn001:007	-	joka	REL.PL.NOM	jotka␣
gn001:007	-	olla	COP.ACT.PAST.3P	olivat␣
gn001:007	-	taivaan_vahvuus	DER.SG.GEN	taivaanvahvuuden␣
gn001:007	-	päällä	PREP	päällä
gn001:007	-	;	PUNC	;␣
gn001:007	-	ja	CNJ	ja␣
gn001:007	-	tapahtua	ACT.PAST.3S	tapahtui␣
gn001:007	-	niin	ADV.AD-A	niin
gn001:007	-	.	PUNC	.␣
gn001:008	gn001:008	gn001:008	VERSE	1Ms␣1:8␣
gn001:008	-	ja	CNJ	Ja␣
gn001:008	-	Jumala	SG.NOM	Jumala␣
gn001:008	-	kutsua	ACT.PAST.3S	kutsui␣
gn001:008	-	vahvuus	DER.SG.GEN	vahvuuden␣
gn001:008	-	taivas	SG.TRA	taivaaksi
gn001:008	-	.	PUNC	.␣
gn001:008	-	ja	CNJ	Ja␣
gn001:008	-	tulla	ACT.PAST.3S	tuli␣
gn001:008	-	ehtoo	SG.NOM	ehtoo
gn001:008	-	,	PUNC	,␣
gn001:008	-	ja	CNJ	ja␣
gn001:008	-	tulla	ACT.PAST.3S	tuli␣
gn001:008	-	aamu	SG.NOM	aamu
gn001:008	-	,	PUNC	,␣
gn001:008	-		ORD.SG.NOM	toinen␣
gn001:008	-	päivä	SG.NOM	päivä
gn001:008	-	.	PUNC	.␣
gn001:009	gn001:009	gn001:009	VERSE	1Ms␣1:9␣
gn001:009	-	ja	CNJ	Ja␣
gn001:009	-	Jumala	SG.NOM	Jumala␣
gn001:009	-	sanoa	ACT.PAST.3S	sanoi
gn001:009	-	:	PUNC	:␣
gn001:009	-	"	PUNC.LEFT	"
gn001:009	-	kokoontua	ACT.IMP.3P	Kokoontukoot␣
gn001:009	-	vesi	PL.NOM	vedet
gn001:009	-	,	PUNC	,␣
gn001:009	-	joka	REL.PL.NOM	jotka␣
gn001:009	-	olla	COP.ACT.PRES.3P	ovat␣
gn001:009	-	taivas	SG.GEN	taivaan␣
gn001:009	-	alla	PREP	alla
gn001:009	-	,	PUNC	,␣
gn001:009	-	1	NUM.SG.ILL	yhteen␣
gn001:009	-	paikka	SG.ILL	paikkaan
gn001:009	-	,	PUNC	,␣
gn001:009	-	niin	ADV.AD-A	niin␣
gn001:009	-	että	SUBORD	että␣
gn001:009	-	kuiva	ADJ.SG.NOM	kuiva␣
gn001:009	-	tulla	ACT.PRES.3S	tulee␣
gn001:009	-	näkyvissä	DER.ADV	näkyviin
gn001:009	-	"	PUNC.RIGHT	"
gn001:009	-	.	PUNC	.␣
gn001:009	-	ja	CNJ	Ja␣
gn001:009	-	tapahtua	ACT.PAST.3S	tapahtui␣
gn001:009	-	niin	ADV.AD-A	niin
gn001:009	-	.	PUNC	.␣
gn001:010	gn001:010	gn001:010	VERSE	1Ms␣1:10␣
gn001:010	-	ja	CNJ	Ja␣
gn001:010	-	Jumala	SG.NOM	Jumala␣
gn001:010	-	kutsua	ACT.PAST.3S	kutsui␣
gn001:010	-	kuiva	ADJ.SG.GEN	kuivan␣
gn001:010	-	maa	SG.TRA	maaksi
gn001:010	-	,	PUNC	,␣
gn001:010	-	ja	CNJ	ja␣
gn001:010	-	paikka	SG.GEN	paikan
gn001:010	-	,	PUNC	,␣
gn001:010	-	mikä	INT.REL.SG.ILL	mihin␣
gn001:010	-	vesi	PL.NOM	vedet␣
gn001:010	-	olla	COP.ACT.PAST.3P	olivat␣
gn001:010	-	kokoontua	ACT.PCP2.PERF	kokoontuneet
gn001:010	-	,	PUNC	,␣
gn001:010	-	hän	PERS.SG.NOM	hän␣
gn001:010	-	kutsua	ACT.PAST.3S	kutsui␣
gn001:010	-	meri	SG.TRA	mereksi
gn001:010	-	.	PUNC	.␣
gn001:010	-	ja	CNJ	Ja␣
gn001:010	-	Jumala	SG.NOM	Jumala␣
gn001:010	-	nähdä	ACT.PAST.3S	näki
gn001:010	-	,	PUNC	,␣
gn001:010	-	että	SUBORD	että␣
gn001:010	-	se	DEM.SG.NOM	se␣
gn001:010	-	olla	COP.ACT.PAST.3S	oli␣
gn001:010	-	hyvä	ADJ.SG.NOM	hyvä
gn001:010	-	.	PUNC	.␣
gn001:011	gn001:011	gn001:011	VERSE	1Ms␣1:11␣
gn001:011	-	ja	CNJ	Ja␣
gn001:011	-	Jumala	SG.NOM	Jumala␣
gn001:011	-	sanoa	ACT.PAST.3S	sanoi
gn001:011	-	:	PUNC	:␣
gn001:011	-	"	PUNC.LEFT	"
gn001:011	-	kasvaa	ACT.IMP.3S	Kasvakoon␣
gn001:011	-	maa	SG.NOM	maa␣
gn001:011	-	vihanta	ADJ.SG.PTV	vihantaa
gn001:011	-	,	PUNC	,␣
gn001:011	-	ruoho	PL.PTV	ruohoja
gn001:011	-	,	PUNC	,␣
gn001:011	-	joka	REL.PL.NOM	jotka␣
gn001:011	-	tehdä	ACT.PRES.3P	tekevät␣
gn001:011	-	siemen	SG.PTV	siementä
gn001:011	-	,	PUNC	,␣
gn001:011	-	ja	CNJ	ja␣
gn001:011	-	hedelmä_puu	PL.PTV	hedelmäpuita
gn001:011	-	,	PUNC	,␣
