1k001:001	1k001:001	1k001:001	VERSE	1Kn␣1:1␣
1k001:001	1a	@	-	Kun␣
1k001:001	(1b) 1c	@	-	kuningas␣
1k001:001	2	@	-	Daavid␣
1k001:001	3	(@)	-	oli␣
1k001:001	3	@	-	käynyt␣
1k001:001	3	@	-	vanhaksi␣
1k001:001	(4)	-	UNTRANSLATED	
1k001:001	-	(@)	-	ja␣
1k001:001	5b	@	-	iäkkääksi
1k001:001	5a	%case	TRA	
1k001:001	-	(,)	-	,␣
1k001:001	8b	@	-	ei␣
1k001:001	10	@	-	hän␣
1k001:001	-	(@)	-	enää␣
1k001:001	9	(@)	-	voinut␣
1k001:001	9	@	-	pysyä␣
1k001:001	9	@	-	lämpimänä
1k001:001	(8a)	-	UNTRANSLATED	
1k001:001	-	(,)	-	,␣
1k001:001	6a	@	-	vaikka␣
1k001:001	pers%6b	@	-	häntä␣
1k001:001	6b	@	-	peitettiin␣
1k001:001	7b	@	-	peitteillä
1k001:001	7a	%case	LOC	
1k001:001	-	(.)	-	.␣
1k001:002	1k001:002	1k001:002	VERSE	1Kn␣1:2␣
1k001:002	1a	@	-	Silloin␣
1k001:002	pers%3	@	-	hänen␣
1k001:002	3	@	-	palvelijansa␣
1k001:002	1b	@	-	sanoivat␣
1k001:002	2	@	-	hänelle
1k001:002	-	(:)	-	:␣
