2q001:001	2q001:001	2q001:001	VERSE	2Ts␣1:1␣
2q001:001	1	@	-	Paavali␣
2q001:001	2	@	-	ja␣
2q001:001	3	@	-	Silvanus␣
2q001:001	4	@	-	ja␣
2q001:001	5	@	-	Timoteus␣
2q001:001	8	@	-	tessalonikalaisten␣
2q001:001	(6) 7	@	-	seurakunnalle␣
2q001:001	10	@	-	Jumalassa
2q001:001	9	%case	LOC	
2q001:001	-	(,)	-	,␣
2q001:001	12	@	-	meidän␣
2q001:001	11	@	-	Isässämme
2q001:001	-	(,)	-	,␣
2q001:001	13	@	-	ja␣
2q001:001	14	@	-	Herrassa␣
2q001:001	15	@	-	Jeesuksessa␣
2q001:001	16a	@	-	Kristuksessa
2q001:001	16b	.	-	.␣
2q001:002	2q001:002	2q001:002	VERSE	2Ts␣1:2␣
2q001:002	1	@	-	Armo␣
2q001:002	2	@	-	teille␣
2q001:002	3	@	-	ja␣
2q001:002	4	@	-	rauha␣
2q001:002	7a	@	-	Isältä␣
2q001:002	6	@	-	Jumalalta␣
2q001:002	5	%case	LOC	
2q001:002	(8a)	-	UNTRANSLATED	
2q001:002	9	@	-	ja␣
2q001:002	10	@	-	Herralta␣
2q001:002	11	@	-	Jeesukselta␣
2q001:002	12a	@	-	Kristukselta
2q001:002	5	%case	LOC	
2q001:002	-	(!)	-	!␣
2q001:003	2q001:003	2q001:003	VERSE	2Ts␣1:3␣
2q001:003	2	(@)	-	Me␣
2q001:003	2	@	-	olemme␣
2q001:003	2	@	-	velvolliset␣
2q001:003	5	@	-	aina␣
2q001:003	1	@	-	kiittämään␣
2q001:003	(3) 4	@	-	Jumalaa␣
2q001:003	7a	@	-	teidän␣
2q001:003	6	@	-	tähtenne
2q001:003	7b	,	-	,␣
2q001:003	8a	@	-	veljet
2q001:003	8b	,	-	,␣
2q001:003	9	@	-	niinkuin␣
2q001:003	10	@	-	oikein␣
2q001:003	11a	@	-	onkin
2q001:003	11b	,	-	,␣
2q001:003	12	@	-	koska␣
2q001:003	16	@	-	teidän␣
2q001:003	(14) 15	@	-	uskonne␣
2q001:003	13	@	-	runsaasti␣
2q001:003	13	@	-	kasvaa␣
2q001:003	17	@	-	ja␣
2q001:003	26a	@	-	keskinäinen␣
2q001:003	25	%case	NOM	
2q001:003	(19) 20	@	-	rakkautenne␣
2q001:003	18	@	-	lisääntyy␣
2q001:003	21 22	@	-	itsekussakin
2q001:003	-	(,)	-	,␣
2q001:003	23	@	-	kaikissa␣
2q001:003	24	@	-	teissä
2q001:003	26b	,	-	,␣
2q001:004	2q001:004	2q001:004	VERSE	2Ts␣1:4␣
2q001:004	1	@	-	niin␣
2q001:004	1	@	-	että␣
2q001:004	3	@	-	me␣
2q001:004	2	@	-	itsekin␣
2q001:004	(10) 11	@	-	Jumalan␣
2q001:004	(8) 9	@	-	seurakunnissa␣
2q001:004	7	%case	LOC	
2q001:004	6	@	-	kerskaamme␣
2q001:004	5	@	-	teistä
2q001:004	4	%case	LOC	
2q001:004	-	(,)	-	,␣
2q001:004	15	@	-	teidän␣
2q001:004	(13) 14	@	-	kärsivällisyydestänne␣
2q001:004	12	%case	LOC	
2q001:004	16	@	-	ja␣
2q001:004	17	@	-	uskostanne␣
