ho001:001	ho001:001	ho001:001	VERSE	Hos␣1:1␣
ho001:001	2	@	-	Herran␣
ho001:001	1	@	-	sana
ho001:001	-	(,)	-	,␣
ho001:001	3	@	-	joka␣
ho001:001	4	@	-	tuli␣
ho001:001	6	@	-	Hoosealle
ho001:001	5	%case	LOC	
ho001:001	-	(,)	-	,␣
ho001:001	8	@	-	Beerin␣
ho001:001	7	@	-	pojalle
ho001:001	-	(,)	-	,␣
ho001:001	15	@	-	Juudan␣
ho001:001	14	@	-	kuningasten␣
ho001:001	10	@	-	Ussian
ho001:001	-	(,)	-	,␣
ho001:001	11	@	-	Jootamin
ho001:001	-	(,)	-	,␣
ho001:001	12	@	-	Aahaan␣
ho001:001	-	(@)	-	ja␣
ho001:001	13	@	-	Hiskian␣
ho001:001	9b	@	-	päivinä␣
ho001:001	9a	%case	ESS	
ho001:001	16a	@	-	ja␣
ho001:001	21	@	-	Israelin␣
ho001:001	20	@	-	kuninkaan␣
ho001:001	17	@	-	Jerobeamin
ho001:001	-	(,)	-	,␣
ho001:001	19	@	-	Jooaan␣
ho001:001	18	@	-	pojan
ho001:001	-	(,)	-	,␣
ho001:001	16c	@	-	päivinä
ho001:001	16b	%case	ESS	
ho001:001	-	(.)	-	.␣
ho001:002	ho001:002	ho001:002	VERSE	Hos␣1:2␣
ho001:002	-	(@)	-	Kun␣
ho001:002	3	@	-	Herra␣
ho001:002	1	@	-	alkoi␣
ho001:002	4b	@	-	Hoosealle␣
ho001:002	4a	%case	LOC	
ho001:002	2	@	-	puhua
ho001:002	(6a)	-	UNTRANSLATED	
ho001:002	-	(,)	-	,␣
ho001:002	6b	@	-	sanoi␣
ho001:002	7	@	-	Herra␣
ho001:002	9	@	-	Hoosealle
ho001:002	8	%case	LOC	
ho001:002	-	(:)	-	:␣
ho001:002	-	(@)	-	"
ho001:002	10	@	-	Mene
ho001:002	-	(,)	-	,␣
ho001:002	11	@	-	ota␣
ho001:002	12	@	-	itsellesi␣
ho001:002	14	@	-	haureellinen␣
ho001:002	13	@	-	vaimo␣
ho001:002	15a	@	-	ja␣
ho001:002	16	@	-	haureudesta␣
ho001:002	15b	@	-	syntyneet␣
ho001:002	15b	@	-	lapset
ho001:002	-	(,)	-	,␣
ho001:002	17	@	-	sillä␣
ho001:002	(20a) 20b	@	-	maa␣
ho001:002	19	(@)	-	on␣
ho001:002	18	@	-	peräti␣
ho001:002	19	@	-	rikkonut␣
ho001:002	19	@	-	avion␣
ho001:002	21b	@	-	luopumalla␣
ho001:002	21a	%case	LOC	
ho001:002	22	@	-	Herrasta
ho001:002	-	(@)	-	"
ho001:002	-	(.)	-	.␣
ho001:003	ho001:003	ho001:003	VERSE	Hos␣1:3␣
ho001:003	1a	@	-	Niin␣
ho001:003	1b	(@)	-	hän␣
ho001:003	1b	@	-	meni␣
ho001:003	2a	@	-	ja␣
ho001:003	2b	@	-	otti␣
ho001:003	4	@	-	Goomerin
ho001:003	3	%case	GEN	
ho001:003	-	(,)	-	,␣
ho001:003	6	@	-	Diblaimin␣
ho001:003	5	@	-	tyttären
ho001:003	-	(.)	-	.␣
ho001:003	7a	@	-	Ja␣
ho001:003	7b	(@)	-	tämä␣
ho001:003	7b	@	-	tuli␣
ho001:003	7b	@	-	raskaaksi␣
ho001:003	8a	@	-	ja␣
ho001:003	8b	@	-	synnytti␣
ho001:003	9	@	-	hänelle␣
ho001:003	10	@	-	pojan
ho001:003	-	(.)	-	.␣
ho001:004	ho001:004	ho001:004	VERSE	Hos␣1:4␣
ho001:004	1a	@	-	Ja␣
ho001:004	2	@	-	Herra␣
ho001:004	1b	@	-	sanoi␣
ho001:004	3	@	-	hänelle
ho001:004	-	(:)	-	:␣
