2k001:001	2k001:001	2k001:001	VERSE	2Kn␣1:1␣
2k001:001	(1a)	-	UNTRANSLATED	
2k001:001	6	@	-	Ahabin␣
2k001:001	5	@	-	kuoleman␣
2k001:001	4	@	-	jälkeen␣
2k001:001	2	@	-	Mooab␣
2k001:001	1b	@	-	luopui␣
2k001:001	3b	@	-	Israelista
2k001:001	3a	%case	LOC	
2k001:001	-	(.)	-	.␣
2k001:002	2k001:002	2k001:002	VERSE	2Kn␣1:2␣
2k001:002	(1a)	-	UNTRANSLATED	
2k001:002	2	@	-	Ahasja␣
2k001:002	1b	@	-	putosi␣
2k001:002	7b	@	-	Samariassa␣
2k001:002	6 7a	%case	LOC	
2k001:002	5b	@	-	yläsalinsa␣
2k001:002	5a	%case	NOM.GEN	
2k001:002	(4a) 4b	@	-	ristikon␣
2k001:002	3	@	-	läpi␣
2k001:002	8a	@	-	ja␣
2k001:002	8b	@	-	makasi␣
2k001:002	8b	@	-	sairaana
2k001:002	-	(.)	-	.␣
2k001:002	9a	@	-	Ja␣
2k001:002	9b	(@)	-	hän␣
2k001:002	9b	@	-	lähetti␣
2k001:002	10	@	-	sanansaattajia␣
2k001:002	11a	@	-	ja␣
2k001:002	11b	@	-	sanoi␣
2k001:002	12	@	-	heille
2k001:002	-	(:)	-	:␣
2k001:002	-	(@)	-	"
2k001:002	13	@	-	Menkää␣
2k001:002	-	(@)	-	ja␣
2k001:002	14	@	-	kysykää␣
2k001:002	15b	@	-	Baal-Sebubilta
2k001:002	15a	%case	LOC	
2k001:002	-	(,)	-	,␣
2k001:002	17	@	-	Ekronin␣
2k001:002	16	@	-	jumalalta
2k001:002	-	(,)	-	,␣
2k001:002	19	@	-	toivunko␣
2k001:002	18	%clitic	kO	
2k001:002	19	(@)	-	minä␣
2k001:002	21	@	-	tästä␣
2k001:002	20b	@	-	taudista
2k001:002	20a	%case	LOC	
2k001:002	-	(@)	-	"
2k001:002	-	(.)	-	.␣
2k001:003	2k001:003	2k001:003	VERSE	2Kn␣1:3␣
2k001:003	1a	@	-	Mutta␣
2k001:003	2	@	-	Herran␣
2k001:003	1b	@	-	enkeli␣
2k001:003	3	(@)	-	oli␣
2k001:003	3	@	-	sanonut␣
2k001:003	(6a) 6b	@	-	tisbeläiselle␣
2k001:003	5	@	-	Elialle
2k001:003	4	%case	LOC	
2k001:003	-	(:)	-	:␣
