gn001:001	gn001:001	gn001:001	VERSE	1Ms␣1:1␣
gn001:001	1b	@	-	Alussa␣
gn001:001	1a	%case	LOC	
gn001:001	2	@	-	loi␣
gn001:001	3	@	-	Jumala␣
gn001:001	(5a) 5b	@	-	taivaan␣
gn001:001	4	%case	GEN	
gn001:001	6a	@	-	ja␣
gn001:001	(7a) 7b	@	-	maan
gn001:001	6b	%case	GEN	
gn001:001	-	(.)	-	.␣
gn001:002	gn001:002	gn001:002	VERSE	1Ms␣1:2␣
gn001:002	1a	@	-	Ja␣
gn001:002	(1b) 1c	@	-	maa␣
gn001:002	2	@	-	oli␣
gn001:002	3	@	-	autio␣
gn001:002	4a	@	-	ja␣
gn001:002	4b	@	-	tyhjä
gn001:002	-	(,)	-	,␣
gn001:002	5a	@	-	ja␣
gn001:002	5b	@	-	pimeys␣
gn001:002	-	(@)	-	oli␣
gn001:002	8	@	-	syvyyden␣
gn001:002	7	@	-	päällä
gn001:002	6	%case	LOC	
gn001:002	-	(,)	-	,␣
gn001:002	9a	@	-	ja␣
gn001:002	10	@	-	Jumalan␣
gn001:002	9b	@	-	Henki␣
gn001:002	11	@	-	liikkui␣
gn001:002	(14a) 14b	@	-	vetten␣
gn001:002	13	@	-	päällä
gn001:002	12	%case	LOC	
gn001:002	-	(.)	-	.␣
gn001:003	gn001:003	gn001:003	VERSE	1Ms␣1:3␣
gn001:003	1a	@	-	Ja␣
gn001:003	2	@	-	Jumala␣
gn001:003	1b	@	-	sanoi
gn001:003	-	(:)	-	:␣
gn001:003	-	(@)	-	"
gn001:003	3	@	-	Tulkoon␣
gn001:003	4	@	-	valkeus
gn001:003	-	(@)	-	"
gn001:003	-	(.)	-	.␣
gn001:003	5a	@	-	Ja␣
gn001:003	6	@	-	valkeus␣
gn001:003	5b	@	-	tuli
gn001:003	-	(.)	-	.␣
gn001:004	gn001:004	gn001:004	VERSE	1Ms␣1:4␣
gn001:004	1a	@	-	Ja␣
gn001:004	2	@	-	Jumala␣
gn001:004	1b	@	-	näki
gn001:004	-	(,)	-	,␣
gn001:004	5	@	-	että␣
gn001:004	(4a) 4b	@	-	valkeus␣
gn001:004	3	%case	NOM	
gn001:004	-	(@)	-	oli␣
gn001:004	6	@	-	hyvä
gn001:004	-	(;)	-	;␣
gn001:004	7a	@	-	ja␣
gn001:004	8	@	-	Jumala␣
gn001:004	7b	@	-	erotti␣
gn001:004	(10a) 10b	@	-	valkeuden␣
gn001:004	9	%case	GEN	
gn001:004	(11a)	-	UNTRANSLATED	
gn001:004	(12a) 12b	@	-	pimeydestä
gn001:004	11b	%case	LOC	
gn001:004	-	(.)	-	.␣
gn001:005	gn001:005	gn001:005	VERSE	1Ms␣1:5␣
gn001:005	1a	@	-	Ja␣
gn001:005	2	@	-	Jumala␣
gn001:005	1b	@	-	kutsui␣
gn001:005	3b	@	-	valkeuden␣
gn001:005	3a	%case	GEN	
gn001:005	4	@	-	päiväksi
gn001:005	-	(,)	-	,␣
gn001:005	5a	@	-	ja␣
gn001:005	5c	@	-	pimeyden␣
gn001:005	5b	%case	GEN	
gn001:005	6	(@)	-	hän␣
gn001:005	6	@	-	kutsui␣
gn001:005	7	@	-	yöksi
gn001:005	-	(.)	-	.␣
gn001:005	8a	@	-	Ja␣
gn001:005	8b	@	-	tuli␣
gn001:005	9	@	-	ehtoo
gn001:005	-	(,)	-	,␣
gn001:005	10a	@	-	ja␣
gn001:005	10b	@	-	tuli␣
gn001:005	11	@	-	aamu
gn001:005	-	(,)	-	,␣
gn001:005	13	@	-	ensimmäinen␣
gn001:005	12	@	-	päivä
gn001:005	-	(.)	-	.␣
gn001:006	gn001:006	gn001:006	VERSE	1Ms␣1:6␣
gn001:006	1a	@	-	Ja␣
gn001:006	2	@	-	Jumala␣
gn001:006	1b	@	-	sanoi
gn001:006	-	(:)	-	:␣
gn001:006	-	(@)	-	"
gn001:006	3	@	-	Tulkoon␣
gn001:006	4	@	-	taivaanvahvuus␣
gn001:006	(6a) 6b	@	-	vetten␣
gn001:006	5b	@	-	välille␣
gn001:006	5a	%case	LOC	
gn001:006	(7a)	-	UNTRANSLATED	
gn001:006	(7b) 8	@	-	erottamaan␣
gn001:006	10	@	-	vedet␣
gn001:006	9	%case	NOM	
gn001:006	11b	@	-	vesistä
gn001:006	11a	%case	LOC	
gn001:006	-	(@)	-	"
gn001:006	-	(.)	-	.␣
gn001:007	gn001:007	gn001:007	VERSE	1Ms␣1:7␣
gn001:007	1a	@	-	Ja␣
gn001:007	2	@	-	Jumala␣
gn001:007	1b	@	-	teki␣
gn001:007	(4a) 4b	@	-	taivaanvahvuuden␣
gn001:007	3	%case	GEN	
gn001:007	5a	@	-	ja␣
gn001:007	5b	@	-	erotti␣
gn001:007	(7a) 7b	@	-	vedet
gn001:007	6	%case	NOM	
gn001:007	-	(,)	-	,␣
gn001:007	8	@	-	jotka␣
gn001:007	-	(@)	-	olivat␣
gn001:007	10b	@	-	taivaanvahvuuden␣
gn001:007	10a	%case	GEN	
gn001:007	9b	@	-	alla
gn001:007	9a	%case	LOC	
gn001:007	(11a)	-	UNTRANSLATED	
gn001:007	-	(,)	-	,␣
gn001:007	(12a) 12b	@	-	vesistä
gn001:007	11b	%case	LOC	
gn001:007	-	(,)	-	,␣
gn001:007	13	@	-	jotka␣
gn001:007	-	(@)	-	olivat␣
gn001:007	15b	@	-	taivaanvahvuuden␣
gn001:007	15a	%case	GEN	
gn001:007	14b	@	-	päällä
gn001:007	14a	%case	LOC	
gn001:007	-	(;)	-	;␣
gn001:007	16a	@	-	ja␣
gn001:007	16b	@	-	tapahtui␣
gn001:007	17	@	-	niin
gn001:007	-	(.)	-	.␣
gn001:008	gn001:008	gn001:008	VERSE	1Ms␣1:8␣
gn001:008	1a	@	-	Ja␣
gn001:008	2	@	-	Jumala␣
gn001:008	1b	@	-	kutsui␣
gn001:008	3b	@	-	vahvuuden␣
gn001:008	3a	%case	GEN	
gn001:008	4	@	-	taivaaksi
gn001:008	-	(.)	-	.␣
gn001:008	5a	@	-	Ja␣
gn001:008	5b	@	-	tuli␣
gn001:008	6	@	-	ehtoo
gn001:008	-	(,)	-	,␣
gn001:008	7a	@	-	ja␣
gn001:008	7b	@	-	tuli␣
gn001:008	8	@	-	aamu
gn001:008	-	(,)	-	,␣
gn001:008	10	@	-	toinen␣
gn001:008	9	@	-	päivä
gn001:008	-	(.)	-	.␣
gn001:009	gn001:009	gn001:009	VERSE	1Ms␣1:9␣
gn001:009	1a	@	-	Ja␣
gn001:009	2	@	-	Jumala␣
gn001:009	1b	@	-	sanoi
gn001:009	-	(:)	-	:␣
gn001:009	-	(@)	-	"
gn001:009	3	@	-	Kokoontukoot␣
gn001:009	(4a) 4b	@	-	vedet
gn001:009	-	(,)	-	,␣
gn001:009	-	(@)	-	jotka␣
gn001:009	-	(@)	-	ovat␣
gn001:009	(6a) 6b	@	-	taivaan␣
gn001:009	5b	@	-	alla
gn001:009	5a	%case	LOC	
gn001:009	-	(,)	-	,␣
gn001:009	9	@	-	yhteen␣
gn001:009	8	@	-	paikkaan
gn001:009	7	%case	LOC	
gn001:009	-	(,)	-	,␣
gn001:009	10a	@	-	niin␣
gn001:009	10a	@	-	että␣
gn001:009	(11a) 11b	@	-	kuiva␣
gn001:009	10b	@	-	tulee␣
gn001:009	10b	@	-	näkyviin
gn001:009	-	(@)	-	"
gn001:009	-	(.)	-	.␣
gn001:009	12a	@	-	Ja␣
gn001:009	12b	@	-	tapahtui␣
gn001:009	13	@	-	niin
gn001:009	-	(.)	-	.␣
gn001:010	gn001:010	gn001:010	VERSE	1Ms␣1:10␣
gn001:010	1a	@	-	Ja␣
gn001:010	2	@	-	Jumala␣
gn001:010	1b	@	-	kutsui␣
gn001:010	3b	@	-	kuivan␣
gn001:010	3a	%case	GEN	
gn001:010	4	@	-	maaksi
gn001:010	-	(,)	-	,␣
gn001:010	5a	@	-	ja␣
gn001:010	5c	@	-	paikan
gn001:010	5b	%case	GEN	
gn001:010	-	(,)	-	,␣
gn001:010	-	(@)	-	mihin␣
gn001:010	(6a) 6b	@	-	vedet␣
gn001:010	5c	(@)	-	olivat␣
gn001:010	5c	@	-	kokoontuneet
gn001:010	-	(,)	-	,␣
gn001:010	7	(@)	-	hän␣
gn001:010	7	@	-	kutsui␣
gn001:010	8	@	-	mereksi
gn001:010	-	(.)	-	.␣
gn001:010	9a	@	-	Ja␣
gn001:010	10	@	-	Jumala␣
gn001:010	9b	@	-	näki
gn001:010	-	(,)	-	,␣
gn001:010	11	@	-	että␣
gn001:010	-	(@)	-	se␣
gn001:010	-	(@)	-	oli␣
gn001:010	12	@	-	hyvä
gn001:010	-	(.)	-	.␣
gn001:011	gn001:011	gn001:011	VERSE	1Ms␣1:11␣
gn001:011	1a	@	-	Ja␣
gn001:011	2	@	-	Jumala␣
gn001:011	1b	@	-	sanoi
gn001:011	-	(:)	-	:␣
gn001:011	-	(@)	-	"
gn001:011	3	@	-	Kasvakoon␣
gn001:011	(4a) 4b	@	-	maa␣
gn001:011	5	@	-	vihantaa
gn001:011	-	(,)	-	,␣
gn001:011	6	@	-	ruohoja
gn001:011	-	(,)	-	,␣
gn001:011	-	(@)	-	jotka␣
gn001:011	7	@	-	tekevät␣
gn001:011	8	@	-	siementä
gn001:011	-	(,)	-	,␣
gn001:011	-	(@)	-	ja␣
gn001:011	10 9	@	-	hedelmäpuita
gn001:011	-	(,)	-	,␣
gn001:011	-	(@)	-	jotka␣
gn001:011	13b	@	-	lajiensa␣
gn001:011	13a	@	-	mukaan␣
gn001:011	11	@	-	kantavat␣
gn001:011	(18a) 18b	@	-	maan␣
gn001:011	17	@	-	päällä␣
gn001:011	12	@	-	hedelmää
gn001:011	-	(,)	-	,␣
gn001:011	14	@	-	jossa␣
gn001:011	16	%case	LOC	
gn001:011	pers%15	@	-	niiden␣
gn001:011	15	@	-	siemen␣
gn001:011	-	(@)	-	on
gn001:011	-	(@)	-	"
gn001:011	-	(.)	-	.␣
gn001:011	19a	@	-	Ja␣
gn001:011	19b	@	-	tapahtui␣
gn001:011	20	@	-	niin
gn001:011	-	(:)	-	:␣
gn001:012	gn001:012	gn001:012	VERSE	1Ms␣1:12␣
gn001:012	(1a)	-	UNTRANSLATED	
gn001:012	(2a) 2b	@	-	maa␣
gn001:012	1b	@	-	tuotti␣
gn001:012	3	@	-	vihantaa
gn001:012	-	(,)	-	,␣
gn001:012	4	@	-	ruohoja
gn001:012	-	(,)	-	,␣
gn001:012	-	(@)	-	jotka␣
gn001:012	5	@	-	tekivät␣
gn001:012	6	@	-	siementä␣
gn001:012	7b	@	-	lajiensa␣
gn001:012	7a	@	-	mukaan
gn001:012	-	(,)	-	,␣
gn001:012	8a	@	-	ja␣
gn001:012	8b	@	-	puita
gn001:012	-	(,)	-	,␣
gn001:012	-	(@)	-	jotka␣
gn001:012	14b	@	-	lajiensa␣
gn001:012	14a	@	-	mukaan␣
gn001:012	9	@	-	kantoivat␣
