1s001:001	1s001:001	1s001:001	VERSE	1Sm␣1:1␣
1s001:001	(1a)	-	UNTRANSLATED	
1s001:001	(5a) 5b 6	@	-	Raamataim-Soofimissa
1s001:001	4	%case	LOC	
1s001:001	-	(,)	-	,␣
1s001:001	8	@	-	Efraimin␣
1s001:001	7b	@	-	vuoristossa
1s001:001	7a	%case	LOC	
1s001:001	-	(,)	-	,␣
1s001:001	1b	@	-	oli␣
1s001:001	2	@	-	mies
1s001:001	(3)	-	UNTRANSLATED	
1s001:001	-	(,)	-	,␣
1s001:001	9b	@	-	nimeltä␣
1s001:001	9a	%inflection	SG.ABL	
1s001:001	10	@	-	Elkana
1s001:001	-	(,)	-	,␣
1s001:001	12	@	-	Jerohamin␣
1s001:001	11	@	-	poika
1s001:001	-	(,)	-	,␣
1s001:001	-	(@)	-	joka␣
1s001:001	-	(@)	-	oli␣
1s001:001	14	@	-	Elihun␣
1s001:001	13	@	-	poika
1s001:001	-	(,)	-	,␣
1s001:001	-	(@)	-	joka␣
1s001:001	16	@	-	Toohun␣
1s001:001	15	@	-	poika
1s001:001	-	(,)	-	,␣
1s001:001	-	(@)	-	joka␣
1s001:001	18	@	-	Suufin␣
1s001:001	17	@	-	poika
1s001:001	-	(,)	-	,␣
1s001:001	19	@	-	efratilainen
1s001:001	-	(.)	-	.␣
1s001:002	1s001:002	1s001:002	VERSE	1Sm␣1:2␣
1s001:002	(1a)	-	UNTRANSLATED	
1s001:002	1b	@	-	Hänellä␣
1s001:002	-	(@)	-	oli␣
1s001:002	2	@	-	kaksi␣
1s001:002	3	@	-	vaimoa
1s001:002	-	(;)	-	;␣
1s001:002	5	@	-	toisen␣
1s001:002	4	@	-	nimi␣
1s001:002	-	(@)	-	oli␣
1s001:002	6	@	-	Hanna
1s001:002	-	(,)	-	,␣
1s001:002	7a	@	-	ja␣
1s001:002	(8a) 8b	@	-	toisen␣
1s001:002	7b	@	-	nimi␣
1s001:002	-	(@)	-	oli␣
1s001:002	9	@	-	Peninna
1s001:002	-	(.)	-	.␣
1s001:002	10a	@	-	Ja␣
1s001:002	11b	@	-	Peninnalla␣
1s001:002	11a	%case	LOC	
1s001:002	10b	@	-	oli␣
1s001:002	12	@	-	lapsia
1s001:002	-	(,)	-	,␣
1s001:002	13a	@	-	mutta␣
1s001:002	13c	@	-	Hanna␣
1s001:002	13b	%case	NOM	
1s001:002	14 15	(@)	-	oli␣
1s001:002	14 15	@	-	lapseton
1s001:002	-	(.)	-	.␣
1s001:003	1s001:003	1s001:003	VERSE	1Sm␣1:3␣
1s001:003	(1a)	-	UNTRANSLATED	
1s001:003	(3a) 3b	@	-	Tämä␣
1s001:003	(2a) 2b	@	-	mies␣
1s001:003	1b	@	-	meni␣
1s001:003	-	(@)	-	joka␣
1s001:003	6	@	-	vuosi␣
1s001:003	5a 5b	%case	NOM	
1s001:003	4b	@	-	kaupungistansa␣
1s001:003	4a	%case	LOC	
1s001:003	11b	@	-	Siiloon␣
1s001:003	11a	%case	LOC	
1s001:003	7b	@	-	rukoilemaan␣
1s001:003	7a	%case	LOC	
1s001:003	9b	@	-	Herraa␣
1s001:003	9a	%case	PTV	
1s001:003	10	@	-	Sebaotia␣
1s001:003	8a	@	-	ja␣
1s001:003	8c	@	-	uhraamaan␣
1s001:003	8b	%case	LOC	
1s001:003	-	(@)	-	hänelle
1s001:003	-	(.)	-	.␣
1s001:003	12a	@	-	Ja␣
1s001:003	12b	@	-	siellä␣
1s001:003	-	(@)	-	oli␣
1s001:003	13	@	-	kaksi␣
1s001:003	15	@	-	Eelin␣
1s001:003	14	@	-	poikaa
1s001:003	-	(,)	-	,␣
1s001:003	16	@	-	Hofni␣
1s001:003	17a	@	-	ja␣
1s001:003	17b	@	-	Piinehas
1s001:003	-	(,)	-	,␣
1s001:003	19b	@	-	Herran␣
1s001:003	19a	%case	GEN	
1s001:003	18	@	-	pappeina
1s001:003	-	(.)	-	.␣
1s001:004	1s001:004	1s001:004	VERSE	1Sm␣1:4␣
1s001:004	1a	@	-	Niin␣
1s001:004	(1b)	-	UNTRANSLATED	
1s001:004	4	@	-	Elkana␣
1s001:004	-	(@)	-	eräänä␣
1s001:004	(2a) 2b	@	-	päivänä␣
1s001:004	(3a)	-	UNTRANSLATED	
1s001:004	3b	@	-	uhrasi
1s001:004	-	(.)	-	.␣
1s001:004	5a	@	-	Ja␣
1s001:004	5b	(@)	-	hänellä␣
1s001:004	5b	(@)	-	oli␣
1s001:004	sem%5b	@	-	tapana␣
1s001:004	5b	@	-	antaa␣
1s001:004	7	@	-	vaimollensa␣
1s001:004	6b	@	-	Peninnalle␣
1s001:004	6a	%case	LOC	
1s001:004	8a	@	-	ja␣
1s001:004	8c	@	-	kaikille␣
1s001:004	8b	%case	LOC	
1s001:004	pers%9	@	-	tämän␣
1s001:004	9	@	-	pojille␣
1s001:004	10a	@	-	ja␣
1s001:004	10b	@	-	tyttärille␣
1s001:004	11	@	-	määräosat
1s001:004	-	(.)	-	.␣
1s001:005	1s001:005	1s001:005	VERSE	1Sm␣1:5␣
1s001:005	1a	@	-	Mutta␣
1s001:005	1c	@	-	Hannalle␣
1s001:005	1b	%case	LOC	
1s001:005	2	(@)	-	hän␣
1s001:005	2	@	-	antoi␣
1s001:005	4 5	@	-	kahdenkertaisen␣
1s001:005	3	@	-	osan
1s001:005	-	(,)	-	,␣
1s001:005	6	@	-	sillä␣
1s001:005	9	(@)	-	hän␣
1s001:005	9	@	-	rakasti␣
1s001:005	8	@	-	Hannaa
1s001:005	7	%case	PTV	
1s001:005	-	(,)	-	,␣
1s001:005	10a	@	-	vaikka␣
1s001:005	10b	@	-	Herra␣
1s001:005	11	(@)	-	oli␣
1s001:005	11	@	-	sulkenut␣
1s001:005	pers%12	@	-	hänen␣
1s001:005	12	@	-	kohtunsa
1s001:005	-	(.)	-	.␣
1s001:006	1s001:006	1s001:006	VERSE	1Sm␣1:6␣
1s001:006	1a	@	-	Ja␣
1s001:006	pers%2	@	-	hänen␣
1s001:006	2	@	-	kilpailijattarensa␣
1s001:006	1b	@	-	kiusasi␣
1s001:006	pers%1b	@	-	häntä␣
1s001:006	(3)	-	UNTRANSLATED	
1s001:006	4	@	-	kiusaamistaan␣
1s001:006	6	@	-	suututtaaksensa␣
1s001:006	5	%inflection	DER.INF1.TRA.-3	
1s001:006	pers%6	@	-	häntä
1s001:006	-	(,)	-	,␣
1s001:006	7	@	-	koska␣
1s001:006	9	@	-	Herra␣
1s001:006	8	(@)	-	oli␣
1s001:006	8	@	-	sulkenut␣
1s001:006	pers%11	@	-	hänen␣
1s001:006	11	@	-	kohtunsa
1s001:006	10	%case	NOM.GEN	
1s001:006	-	(.)	-	.␣
