hg001:001	hg001:001	hg001:001	VERSE	Hag␣1:1␣
hg001:001	(4a) 4b	@	-	Kuningas␣
hg001:001	3b	@	-	Daarejaveksen␣
hg001:001	3a	%case	GEN	
hg001:001	2	@	-	toisena␣
hg001:001	1b	@	-	vuotena
hg001:001	1a	%case	ESS	
hg001:001	-	(,)	-	,␣
hg001:001	(6a) 6b	@	-	kuudennessa␣
hg001:001	5b	@	-	kuussa
hg001:001	5a	%case	LOC	
hg001:001	-	(,)	-	,␣
hg001:001	9b	@	-	kuukauden␣
hg001:001	9a	%case	GEN	
hg001:001	8	@	-	ensimmäisenä␣
hg001:001	7b	@	-	päivänä
hg001:001	7a	%case	ESS	
hg001:001	-	(,)	-	,␣
hg001:001	10	@	-	tuli␣
hg001:001	-	(@)	-	tämä␣
hg001:001	12	@	-	Herran␣
hg001:001	11	@	-	sana␣
hg001:001	(15a) 15b	@	-	profeetta␣
hg001:001	14	@	-	Haggain␣
hg001:001	13b	@	-	kautta␣
hg001:001	13a	%case	?	
hg001:001	21	@	-	Juudan␣
hg001:001	20	@	-	käskynhaltijalle␣
hg001:001	17	@	-	Serubbaabelille
hg001:001	16	%case	LOC	
hg001:001	-	(,)	-	,␣
hg001:001	19	@	-	Sealtielin␣
hg001:001	18	@	-	pojalle
hg001:001	-	(,)	-	,␣
hg001:001	22a	@	-	ja␣
hg001:001	(27a) 27b	@	-	ylimmäiselle␣
hg001:001	(26a) 26b	@	-	papille␣
hg001:001	23	@	-	Joosualle
hg001:001	22b	%case	LOC	
hg001:001	-	(,)	-	,␣
hg001:001	25	@	-	Joosadakin␣
hg001:001	24	@	-	pojalle
hg001:001	(28a) (28b)	-	UNTRANSLATED	
hg001:001	-	(:)	-	:␣
hg001:002	hg001:002	hg001:002	VERSE	Hag␣1:2␣
hg001:002	-	(@)	-	"
hg001:002	1	@	-	Näin␣
hg001:002	2	@	-	sanoo␣
hg001:002	3	@	-	Herra␣
hg001:002	4	@	-	Sebaot
hg001:002	(5a) (5b)	-	UNTRANSLATED	
hg001:002	-	(:)	-	:␣
hg001:002	(7a) 7b	@	-	Tämä␣
hg001:002	(6a) 6b	@	-	kansa␣
hg001:002	8	@	-	sanoo
hg001:002	-	(:)	-	:␣
hg001:002	10	@	-	Aika␣
hg001:002	9	@	-	ei␣
hg001:002	11	(@)	-	ole␣
hg001:002	11	@	-	tullut␣
hg001:002	15b	@	-	rakentaa␣
hg001:002	15a	%case	LAT	
hg001:002	14	@	-	Herran␣
hg001:002	13	@	-	huonetta
hg001:002	12	%case	PTV	
hg001:002	-	(@)	-	"
hg001:002	-	(.)	-	.␣
hg001:003	hg001:003	hg001:003	VERSE	Hag␣1:3␣
hg001:003	1a	@	-	Mutta␣
hg001:003	(6a) 6b	@	-	profeetta␣
hg001:003	5	@	-	Haggain␣
hg001:003	4b	@	-	kautta␣
hg001:003	4a	%case	?	
hg001:003	1b	@	-	tuli␣
hg001:003	7a 7b	@	-	tämä␣
hg001:003	3	@	-	Herran␣
hg001:003	2	@	-	sana
hg001:003	-	(:)	-	:␣
hg001:004	hg001:004	hg001:004	VERSE	Hag␣1:4␣
