mi001:001	mi001:001	mi001:001	VERSE	Mka␣1:1␣
mi001:001	2	@	-	Herran␣
mi001:001	1	@	-	sana
mi001:001	-	(,)	-	,␣
mi001:001	3	@	-	joka␣
mi001:001	4	@	-	tuli␣
mi001:001	(7a) 7b	@	-	mooresetilaiselle␣
mi001:001	6	@	-	Miikalle␣
mi001:001	5	%case	LOC	
mi001:001	9	@	-	Jootamin
mi001:001	-	(,)	-	,␣
mi001:001	10	@	-	Aahaan␣
mi001:001	-	(@)	-	ja␣
mi001:001	11	@	-	Hiskian
mi001:001	-	(,)	-	,␣
mi001:001	13	@	-	Juudan␣
mi001:001	12	@	-	kuningasten
mi001:001	-	(,)	-	,␣
mi001:001	8b	@	-	päivinä
mi001:001	8a	%case	ESS	
mi001:001	-	(;)	-	;␣
mi001:001	-	(@)	-	se
mi001:001	-	(,)	-	,␣
mi001:001	14	@	-	mitä␣
mi001:001	15	(@)	-	hän␣
mi001:001	15	@	-	näki␣
mi001:001	17	@	-	Samariaa␣
mi001:001	18a	@	-	ja␣
mi001:001	18b	@	-	Jerusalemia␣
mi001:001	16	@	-	vastaan
mi001:001	-	(.)	-	.␣
mi001:002	mi001:002	mi001:002	VERSE	Mka␣1:2␣
mi001:002	1	@	-	Kuulkaa
mi001:002	-	(,)	-	,␣
mi001:002	3	@	-	kaikki␣
mi001:002	2	@	-	kansat
mi001:002	-	(;)	-	;␣
mi001:002	4	@	-	ota␣
mi001:002	4	@	-	korviisi
mi001:002	-	(,)	-	,␣
mi001:002	5	@	-	maa
mi001:002	-	(,)	-	,␣
mi001:002	6a	@	-	ja␣
mi001:002	6b	@	-	kaikki
mi001:002	-	(,)	-	,␣
mi001:002	6b	@	-	mitä␣
mi001:002	6b	@	-	maassa␣
mi001:002	6b	@	-	on
mi001:002	-	(.)	-	.␣
mi001:002	7a	@	-	Ja␣
mi001:002	7b	@	-	olkoon␣
mi001:002	8	@	-	Herra
mi001:002	-	(,)	-	,␣
mi001:002	9	@	-	Herra␣
mi001:002	11b	@	-	todistaja␣
mi001:002	11a	%case	NOM	
mi001:002	pers%10	@	-	teitä␣
mi001:002	10	@	-	vastaan
mi001:002	-	(,)	-	,␣
mi001:002	12	@	-	Herra␣
mi001:002	14	@	-	pyhästä␣
mi001:002	13b	@	-	temppelistänsä
mi001:002	13a	%case	LOC	
mi001:002	-	(.)	-	.␣
mi001:003	mi001:003	mi001:003	VERSE	Mka␣1:3␣
mi001:003	1	@	-	Sillä␣
mi001:003	2	@	-	katso
mi001:003	-	(,)	-	,␣
mi001:003	3	@	-	Herra␣
mi001:003	4	@	-	lähtee␣
mi001:003	5b	@	-	asumuksestaan
mi001:003	5a	%case	LOC	
mi001:003	(6a)	-	UNTRANSLATED	
mi001:003	-	(,)	-	,␣
mi001:003	6b	@	-	astuu␣
mi001:003	6b	@	-	alas␣
mi001:003	7a	@	-	ja␣
mi001:003	7b	@	-	polkee␣
mi001:003	11	@	-	maan␣
mi001:003	10	@	-	kukkuloita
mi001:003	8	%case	PTV	
mi001:003	-	(.)	-	.␣
mi001:004	mi001:004	mi001:004	VERSE	Mka␣1:4␣
mi001:004	(1a)	-	UNTRANSLATED	
mi001:004	(2a) 2b	@	-	Vuoret␣
mi001:004	1b	@	-	sulavat␣
mi001:004	pers%3	@	-	hänen␣
mi001:004	3	@	-	allansa
mi001:004	-	(,)	-	,␣
mi001:004	4a	@	-	ja␣
mi001:004	(4b) 4c	@	-	laaksot␣
mi001:004	5	@	-	halkeavat␣
mi001:004	6a	@	-	niinkuin␣
mi001:004	6b	@	-	vaha␣
mi001:004	(8a) 8b	@	-	tulen␣
mi001:004	7b	@	-	hohteessa
mi001:004	7a	%case	LOC	
mi001:004	-	(,)	-	,␣
mi001:004	9a	@	-	niinkuin␣
mi001:004	9b	@	-	vedet
mi001:004	-	(,)	-	,␣
mi001:004	-	(@)	-	jotka␣
mi001:004	10	@	-	syöksyvät␣
mi001:004	11b	@	-	jyrkännettä␣
mi001:004	11a	@	-	alas
mi001:004	-	(.)	-	.␣
mi001:005	mi001:005	mi001:005	VERSE	Mka␣1:5␣
mi001:005	2	@	-	Jaakobin␣
mi001:005	1b	@	-	rikoksen␣
mi001:005	1a	@	-	tähden␣
mi001:005	-	(@)	-	tapahtuu␣
mi001:005	4	@	-	tämä␣
mi001:005	3	@	-	kaikki␣
mi001:005	5a	@	-	ja␣
mi001:005	7	@	-	Israelin␣
mi001:005	6	@	-	heimon␣
mi001:005	5c	@	-	syntien␣
mi001:005	5b	@	-	tähden
mi001:005	-	(.)	-	.␣
mi001:005	8	@	-	Mistä␣
mi001:005	-	(@)	-	on␣
mi001:005	10	@	-	Jaakobin␣
mi001:005	9	@	-	rikos
mi001:005	-	(?)	-	?␣
mi001:005	11a 11b	@	-	Eikö␣
mi001:005	12	@	-	Samariasta
mi001:005	-	(!)	-	!␣
mi001:005	13a	@	-	Ja␣
mi001:005	13b	@	-	mistä␣
mi001:005	15	@	-	Juudan␣
mi001:005	14	@	-	uhrikukkulat
mi001:005	-	(?)	-	?␣
mi001:005	16a 16b	@	-	Eivätkö␣
mi001:005	17	@	-	Jerusalemista
mi001:005	-	(!)	-	!␣
mi001:006	mi001:006	mi001:006	VERSE	Mka␣1:6␣
mi001:006	1a	@	-	Niinpä␣
mi001:006	1b	(@)	-	minä␣
mi001:006	1b	@	-	panen␣
mi001:006	2	@	-	Samarian␣
mi001:006	3b	@	-	kiviraunioksi␣
mi001:006	3a	%case	TRA	
mi001:006	(4a) 4b	@	-	kedolle
mi001:006	-	(,)	-	,␣
mi001:006	6	@	-	viinitarhan␣
mi001:006	5b	@	-	istutusmaaksi
mi001:006	5a	%case	TRA	
mi001:006	(7a)	-	UNTRANSLATED	
mi001:006	-	(,)	-	,␣
mi001:006	7b	@	-	syöksen␣
mi001:006	8b	@	-	laaksoon␣
mi001:006	8a	%case	LOC	
mi001:006	pers%9	@	-	sen␣
mi001:006	9	@	-	kivet␣
mi001:006	10a	@	-	ja␣
mi001:006	11	@	-	paljastan␣
mi001:006	pers%10b	@	-	sen␣
mi001:006	10b	@	-	perustukset
mi001:006	-	(.)	-	.␣
mi001:007	mi001:007	mi001:007	VERSE	Mka␣1:7␣
mi001:007	(1a)	-	UNTRANSLATED	
mi001:007	1b	@	-	Kaikki␣
mi001:007	pers%2	@	-	sen␣
