lv001:001	lv001:001	lv001:001	VERSE	3Ms␣1:1␣
lv001:001	1a	@	-	Ja␣
lv001:001	5	@	-	Herra␣
lv001:001	1b	@	-	kutsui␣
lv001:001	3	@	-	Mooseksen␣
lv001:001	2	%case	GEN	
lv001:001	4a	@	-	ja␣
lv001:001	4b	@	-	puhui␣
lv001:001	6	@	-	hänelle␣
lv001:001	7a	@	-	sisältä␣
lv001:001	7b 8	@	-	ilmestysmajasta␣
lv001:001	9a 9b	@	-	sanoen
lv001:001	-	(:)	-	:␣
lv001:002	lv001:002	lv001:002	VERSE	3Ms␣1:2␣
