rv001:001	rv001:001	rv001:001	VERSE	Ilm␣1:1␣
rv001:001	2	@	-	Jeesuksen␣
rv001:001	3	@	-	Kristuksen␣
rv001:001	1	@	-	ilmestys
rv001:001	-	(,)	-	,␣
rv001:001	4	@	-	jonka␣
rv001:001	(7) 8	@	-	Jumala␣
rv001:001	5	@	-	antoi␣
rv001:001	6	@	-	hänelle
rv001:001	-	(,)	-	,␣
rv001:001	9	@	-	näyttääkseen␣
rv001:001	(10) 11	@	-	palvelijoillensa
rv001:001	12	%pers	3	
rv001:001	-	(,)	-	,␣
rv001:001	13	@	-	mitä␣
rv001:001	17a	@	-	pian␣
rv001:001	16	%case	?	
rv001:001	15	@	-	tapahtuman␣
rv001:001	14	@	-	pitää
rv001:001	17b	;	-	;␣
rv001:001	18	@	-	ja␣
rv001:001	-	(@)	-	sen␣
rv001:001	19	(@)	-	hän␣
rv001:001	20	@	-	lähettämänsä␣
rv001:001	24	%pers	3	
rv001:001	(22) 23	@	-	enkelin␣
rv001:001	21	@	-	kautta␣
rv001:001	19	@	-	antoi␣
rv001:001	19	@	-	tiedoksi␣
rv001:001	(25) 26	@	-	palvelijalleen␣
rv001:001	27	%pers	3	
rv001:001	28a	@	-	Johannekselle
rv001:001	28b	,	-	,␣
rv001:002	rv001:002	rv001:002	VERSE	Ilm␣1:2␣
rv001:002	1	@	-	joka␣
rv001:002	-	(@)	-	tässä␣
rv001:002	2	@	-	todistaa␣
rv001:002	(5) 6	@	-	Jumalan␣
rv001:002	(3) 4	@	-	sanan␣
rv001:002	7	@	-	ja␣
rv001:002	10	@	-	Jeesuksen␣
rv001:002	11	@	-	Kristuksen␣
rv001:002	(8) 9	@	-	todistuksen
rv001:002	-	(,)	-	,␣
rv001:002	12	@	-	kaiken␣
rv001:002	12	@	-	sen
rv001:002	-	(,)	-	,␣
rv001:002	12	@	-	minkä␣
rv001:002	13a	(@)	-	hän␣
rv001:002	13a	(@)	-	on␣
rv001:002	13a	@	-	nähnyt
rv001:002	13b	.	-	.␣
rv001:003	rv001:003	rv001:003	VERSE	Ilm␣1:3␣
rv001:003	1	@	-	Autuas␣
rv001:003	2	@	-	se
rv001:003	-	(,)	-	,␣
rv001:003	2	@	-	joka␣
rv001:003	3	@	-	lukee
rv001:003	-	(,)	-	,␣
rv001:003	4	@	-	ja␣
rv001:003	-	(@)	-	autuaat␣
rv001:003	5	@	-	ne
rv001:003	-	(,)	-	,␣
rv001:003	5	@	-	jotka␣
rv001:003	6	@	-	kuulevat␣
rv001:003	9	@	-	tämän␣
rv001:003	10	@	-	profetian␣
rv001:003	(7) 8	@	-	sanat␣
rv001:003	11	@	-	ja␣
rv001:003	12	@	-	ottavat␣
rv001:003	12	@	-	vaarin␣
rv001:003	13	@	-	siitä
rv001:003	-	(,)	-	,␣
rv001:003	13	@	-	mitä␣
rv001:003	15	@	-	siihen␣
rv001:003	14	%case	LOC	
rv001:003	16a	@	-	kirjoitettu␣
rv001:003	16a	(@)	-	on
rv001:003	-	(;)	-	;␣
rv001:003	18	@	-	sillä␣
rv001:003	(17) 19	@	-	aika␣
rv001:003	-	(@)	-	on␣
rv001:003	20a	@	-	lähellä
rv001:003	-	(!)	-	!␣
rv001:004	rv001:004	rv001:004	VERSE	Ilm␣1:4␣
rv001:004	1	@	-	Johannes␣
rv001:004	3	@	-	seitsemälle␣
rv001:004	(5)	-	UNTRANSLATED	
rv001:004	(7) 8a	@	-	Aasian␣
rv001:004	6	%case	GEN	
rv001:004	(2) 4	@	-	seurakunnalle
rv001:004	8b	:	-	:␣
rv001:004	9	@	-	Armo␣
rv001:004	10	@	-	teille␣
rv001:004	11	@	-	ja␣
rv001:004	12	@	-	rauha␣
rv001:004	14	@	-	häneltä
rv001:004	13	%case	LOC	
rv001:004	-	(,)	-	,␣
rv001:004	14	@	-	joka␣
rv001:004	15	@	-	on␣
rv001:004	16	@	-	ja␣
rv001:004	17	@	-	joka␣
rv001:004	18	@	-	oli␣
rv001:004	19	@	-	ja␣
rv001:004	20	@	-	joka␣
rv001:004	21	@	-	tuleva␣
rv001:004	21	(@)	-	on
rv001:004	-	(,)	-	,␣
rv001:004	22	@	-	ja␣
rv001:004	24	@	-	niiltä␣
rv001:004	25	@	-	seitsemältä␣
rv001:004	26	@	-	hengeltä
rv001:004	23	%case	LOC	
rv001:004	-	(,)	-	,␣
rv001:004	27	@	-	jotka␣
rv001:004	-	(@)	-	ovat␣
rv001:004	31	@	-	hänen␣
rv001:004	(29) 30	@	-	valtaistuimensa␣
rv001:004	31	%pers	3	
rv001:004	28	@	-	edessä
rv001:004	-	(,)	-	,␣
rv001:005	rv001:005	rv001:005	VERSE	Ilm␣1:5␣
rv001:005	1	@	-	ja␣
rv001:005	3	@	-	Jeesukselta␣
rv001:005	4a	@	-	Kristukselta
rv001:005	2	%case	LOC	
rv001:005	-	(,)	-	,␣
rv001:005	(7) 8a	@	-	uskolliselta␣
rv001:005	(5) 6a	@	-	todistajalta
rv001:005	-	(,)	-	,␣
rv001:005	-	(@)	-	häneltä
rv001:005	-	(,)	-	,␣
rv001:005	-	(@)	-	joka␣
rv001:005	-	(@)	-	on␣
rv001:005	(11) 12	@	-	kuolleitten␣
rv001:005	10 (9)	@	-	esikoinen␣
rv001:005	13	@	-	ja␣
rv001:005	(18) 19a	@	-	maan␣
rv001:005	(16) 17	@	-	kuningasten␣
rv001:005	(14) 15	@	-	hallitsija
rv001:005	-	(!)	-	!␣
rv001:005	20	@	-	Hänelle
rv001:005	-	(,)	-	,␣
rv001:005	20	@	-	joka␣
rv001:005	22	@	-	meitä␣
rv001:005	21	@	-	rakastaa␣
rv001:005	23	@	-	ja␣
rv001:005	24	(@)	-	on␣
rv001:005	24	@	-	päästänyt␣
rv001:005	25	@	-	meidät␣
rv001:005	(27) 28	@	-	synneistämme␣
rv001:005	29	%pers	?	
rv001:005	26	%case	LOC	
rv001:005	(31) 32	@	-	verellänsä␣
rv001:005	33a	%pers	3	
rv001:005	30	%case	LOC	
rv001:006	rv001:006	rv001:006	VERSE	Ilm␣1:6␣
rv001:006	1	@	-	ja␣
rv001:006	2	@	-	tehnyt␣
rv001:006	3	@	-	meidät␣
rv001:006	4a	@	-	kuningaskunnaksi
rv001:006	4b	,	-	,␣
rv001:006	5	@	-	papeiksi␣
rv001:006	(6) 7	@	-	Jumalalleen␣
rv001:006	8	@	-	ja␣
rv001:006	9	@	-	Isälleen
rv001:006	10a	%pers	3	
rv001:006	10b	,	-	,␣
rv001:006	11	@	-	hänelle␣
rv001:006	(12) 13	@	-	kunnia␣
rv001:006	14	@	-	ja␣
rv001:006	(15) 16	@	-	voima␣
rv001:006	(18) 19a	@	-	aina␣
rv001:006	17	%case	?	
rv001:006	-	(@)	-	ja␣
rv001:006	(20) 21a	@	-	iankaikkisesti
rv001:006	21c	!	-	!␣
rv001:006	22a	@	-	Amen
rv001:006	22b	.	-	.␣
rv001:007	rv001:007	rv001:007	VERSE	Ilm␣1:7␣
rv001:007	1	@	-	Katso
rv001:007	-	(,)	-	,␣
rv001:007	2	(@)	-	hän␣
rv001:007	2	@	-	tulee␣
rv001:007	(4) 5a	@	-	pilvissä
rv001:007	3	%case	LOC	
rv001:007	5b	,	-	,␣
rv001:007	6	@	-	ja␣
rv001:007	9	@	-	kaikki␣
rv001:007	10	@	-	silmät␣
rv001:007	tasp%7	@	-	saavat␣
rv001:007	7	@	-	nähdä␣
rv001:007	8	@	-	hänet
rv001:007	-	(,)	-	,␣
rv001:007	12	@	-	niidenkin
rv001:007	11	%clitic	kin	
rv001:007	-	(,)	-	,␣
rv001:007	12	@	-	jotka␣
rv001:007	13	@	-	hänet␣
rv001:007	14a	@	-	lävistivät
rv001:007	14b	,	-	,␣
rv001:007	15	@	-	ja␣
rv001:007	19	@	-	kaikki␣
rv001:007	(22) 23a	@	-	maan␣
rv001:007	(20) 21	@	-	sukukunnat␣
rv001:007	16	@	-	vaikeroitsevat␣
rv001:007	18	@	-	hänen␣
rv001:007	pro%17	@	-	tullessansa
rv001:007	23b	.	-	.␣
rv001:007	24a	@	-	Totisesti
rv001:007	24b	,	-	,␣
rv001:007	25a	@	-	amen
rv001:007	25b	.	-	.␣
rv001:008	rv001:008	rv001:008	VERSE	Ilm␣1:8␣
rv001:008	-	(@)	-	"
rv001:008	1	@	-	Minä␣
rv001:008	2	@	-	olen␣
rv001:008	(3) 4	@	-	A␣
rv001:008	5	@	-	ja␣
rv001:008	(6) 7a	@	-	O
rv001:008	7b	@	-	"
rv001:008	7b	,	-	,␣
rv001:008	8	@	-	sanoo␣
rv001:008	9	@	-	Herra␣
rv001:008	(10) 11a	@	-	Jumala
rv001:008	11b	,	-	,␣
