zp001:001	zp001:001	zp001:001	VERSE	Sef␣1:1␣
zp001:001	2	@	-	Herran␣
zp001:001	1	@	-	sana
zp001:001	-	(,)	-	,␣
zp001:001	3	@	-	joka␣
zp001:001	4	@	-	tuli␣
zp001:001	6	@	-	Sefanjalle
zp001:001	5	%case	LOC	
zp001:001	-	(,)	-	,␣
zp001:001	8	@	-	Kuusin␣
zp001:001	7	@	-	pojalle
zp001:001	-	(,)	-	,␣
zp001:001	-	(@)	-	joka␣
zp001:001	-	(@)	-	oli␣
zp001:001	10	@	-	Gedaljan␣
zp001:001	9	@	-	poika
zp001:001	-	(,)	-	,␣
zp001:001	-	(@)	-	joka␣
zp001:001	12	@	-	Amarjan␣
zp001:001	11	@	-	poika
zp001:001	-	(,)	-	,␣
zp001:001	-	(@)	-	joka␣
zp001:001	14	@	-	Hiskian␣
zp001:001	13	@	-	poika
zp001:001	-	(,)	-	,␣
zp001:001	20	@	-	Juudan␣
zp001:001	19	@	-	kuninkaan␣
zp001:001	16	@	-	Joosian
zp001:001	-	(,)	-	,␣
zp001:001	18	@	-	Aamonin␣
zp001:001	17	@	-	pojan
zp001:001	-	(,)	-	,␣
zp001:001	15b	@	-	päivinä
zp001:001	15a	%case	ESS	
zp001:001	-	(.)	-	.␣
zp001:002	zp001:002	zp001:002	VERSE	Sef␣1:2␣
zp001:002	-	(@)	-	Totisesti␣
zp001:002	2	(@)	-	minä␣
zp001:002	2	@	-	otan␣
zp001:002	1	%case	?	
zp001:002	3	@	-	kaiken␣
zp001:002	2	@	-	pois␣
zp001:002	(6a) 6b	@	-	maan␣
zp001:002	5	@	-	pinnalta
zp001:002	4a 4b	%case	LOC	
zp001:002	-	(,)	-	,␣
zp001:002	7	@	-	sanoo␣
zp001:002	8	@	-	Herra
zp001:002	-	(.)	-	.␣
zp001:003	zp001:003	zp001:003	VERSE	Sef␣1:3␣
zp001:003	1	(@)	-	Minä␣
zp001:003	1	@	-	otan␣
zp001:003	1	@	-	pois␣
zp001:003	2	@	-	ihmiset␣
zp001:003	3a	@	-	ja␣
zp001:003	3b	@	-	eläimet
zp001:003	-	(,)	-	,␣
zp001:003	4	@	-	otan␣
zp001:003	4	@	-	pois␣
zp001:003	(6a) 6b	@	-	taivaan␣
zp001:003	5	@	-	linnut␣
zp001:003	7a	@	-	ja␣
zp001:003	(8a) 8b	@	-	meren␣
zp001:003	7b	@	-	kalat
zp001:003	(9a)	-	UNTRANSLATED	
zp001:003	-	(,)	-	,␣
zp001:003	(9b) 9c	@	-	viettelykset␣
zp001:003	-	(@)	-	ja␣
zp001:003	(11a) 11b	@	-	jumalattomat
zp001:003	10	%case	NOM	
zp001:003	(12a)	-	UNTRANSLATED	
zp001:003	-	(.)	-	.␣
zp001:003	12b	(@)	-	Minä␣
zp001:003	12b	@	-	hävitän␣
zp001:003	(14a) 14b	@	-	ihmiset␣
zp001:003	13	%case	NOM	
zp001:003	(17a) 17b	@	-	maan␣
zp001:003	16	@	-	pinnalta
zp001:003	15a 15b	%case	LOC	
zp001:003	-	(,)	-	,␣
zp001:003	18	@	-	sanoo␣
zp001:003	19	@	-	Herra
zp001:003	-	(.)	-	.␣
zp001:004	zp001:004	zp001:004	VERSE	Sef␣1:4␣
zp001:004	(1a)	-	UNTRANSLATED	
zp001:004	1b	(@)	-	Minä␣
zp001:004	1b	@	-	ojennan␣
zp001:004	2	@	-	käteni␣
zp001:004	4	@	-	Juudaa␣
zp001:004	3	@	-	vastaan␣
zp001:004	5a	@	-	ja␣
zp001:004	6	@	-	kaikkia␣
zp001:004	8	@	-	Jerusalemin␣
zp001:004	7	@	-	asukkaita␣
zp001:004	5b	@	-	vastaan
zp001:004	-	(,)	-	,␣
zp001:004	9a	@	-	ja␣
zp001:004	9b	(@)	-	minä␣
zp001:004	9b	@	-	hävitän␣
zp001:004	(12a) 12b	@	-	tästä␣
zp001:004	(11a) 11b	@	-	paikasta␣
zp001:004	10	%case	LOC	
zp001:004	(15a) 15b	@	-	Baalin␣
zp001:004	14	@	-	jätteet
zp001:004	13	%case	NOM	
zp001:004	-	(,)	-	,␣
zp001:004	(18a) 18b	@	-	epäjumalain␣
zp001:004	(18a) 18b	@	-	pappien␣
zp001:004	17	@	-	nimet␣
zp001:004	16	%case	NOM	
zp001:004	19	@	-	ynnä␣
zp001:004	-	(@)	-	myös␣
zp001:004	-	(@)	-	Herran␣
zp001:004	(20a) 20b	@	-	papit
zp001:004	-	(,)	-	,␣
zp001:005	zp001:005	zp001:005	VERSE	Sef␣1:5␣
zp001:005	(1a)	-	UNTRANSLATED	
zp001:005	-	(@)	-	ne
zp001:005	-	(,)	-	,␣
zp001:005	-	(@)	-	jotka␣
zp001:005	(4a) 4b	@	-	katoilla␣
zp001:005	3	%case	LOC	
zp001:005	(2a) 2b	@	-	kumartaen␣
zp001:005	(2a) 2b	@	-	rukoilevat␣
zp001:005	1b	%case	?	
zp001:005	(6a) 6b	@	-	taivaan␣
zp001:005	5b	@	-	joukkoa
zp001:005	5a	%case	PTV	
zp001:005	-	(,)	-	,␣
zp001:005	7a	@	-	sekä␣
zp001:005	-	(@)	-	ne
zp001:005	-	(,)	-	,␣
zp001:005	-	(@)	-	jotka␣
zp001:005	(8a) 8b	@	-	kumartaen␣
zp001:005	(8a) 8b	@	-	rukoilevat␣
zp001:005	7b	%case	?	
zp001:005	10b	@	-	Herraa␣
zp001:005	10a	%case	PTV	
zp001:005	-	(@)	-	ja␣
zp001:005	(9a) 9b	@	-	vannovat␣
zp001:005	-	(@)	-	hänen␣
zp001:005	-	(@)	-	kauttansa
zp001:005	-	(,)	-	,␣
zp001:005	11a	@	-	mutta␣
zp001:005	-	(@)	-	myös␣
zp001:005	(11b) 11c	@	-	vannovat␣
zp001:005	12b	@	-	Melekinsä␣
zp001:005	12a	@	-	kautta
zp001:005	-	(,)	-	,␣
zp001:006	zp001:006	zp001:006	VERSE	Sef␣1:6␣
zp001:006	1a	@	-	ynnä␣
zp001:006	1b	@	-	ne
zp001:006	-	(,)	-	,␣
zp001:006	-	(@)	-	jotka␣
zp001:006	(2a) 2b	(@)	-	ovat␣
zp001:006	(2a) 2b	@	-	luopuneet␣
zp001:006	3b	@	-	seuraamasta␣
zp001:006	3a	%case	LOC	
zp001:006	4	@	-	Herraa
zp001:006	(5a) (5b)	-	UNTRANSLATED	
zp001:006	-	(,)	-	,␣
zp001:006	6	@	-	eivät␣
zp001:006	7	@	-	etsi␣
zp001:006	9	@	-	Herraa␣
zp001:006	8	%case	PTV	
zp001:006	10b	@	-	eivätkä␣
zp001:006	10a	%case	?	
zp001:006	pers%11	@	-	häntä␣
zp001:006	11	@	-	kysy
zp001:006	-	(.)	-	.␣
zp001:007	zp001:007	zp001:007	VERSE	Sef␣1:7␣
zp001:007	1	@	-	Vaiti␣
zp001:007	3	@	-	Herran
zp001:007	-	(,)	-	,␣
zp001:007	4	@	-	Herran␣
zp001:007	2b	@	-	edessä
zp001:007	2a	%case	LOC	
zp001:007	-	(!)	-	!␣
zp001:007	5	@	-	Sillä␣
zp001:007	8	@	-	Herran␣
zp001:007	7	@	-	päivä␣
zp001:007	6	(@)	-	on␣
zp001:007	6	@	-	lähellä
zp001:007	-	(;)	-	;␣
zp001:007	9	@	-	sillä␣
zp001:007	11	@	-	Herra␣
zp001:007	10	(@)	-	on␣
zp001:007	10	@	-	laittanut␣
zp001:007	12	@	-	teurasuhrin
zp001:007	-	(,)	-	,␣
zp001:007	13	(@)	-	on␣
zp001:007	13	@	-	vihkinyt␣
zp001:007	14	@	-	kutsuttunsa
zp001:007	-	(.)	-	.␣
zp001:008	zp001:008	zp001:008	VERSE	Sef␣1:8␣
zp001:008	1a	@	-	Ja␣
zp001:008	(1b)	-	UNTRANSLATED	
zp001:008	4	@	-	Herran␣
zp001:008	3	@	-	teurasuhrin␣
zp001:008	2b	@	-	päivänä␣
zp001:008	2a	%case	ESS	
zp001:008	(5a)	-	UNTRANSLATED	
zp001:008	5b	(@)	-	minä␣
zp001:008	5b	@	-	rankaisen␣
zp001:008	(7a) 7b	@	-	päämiehiä␣
zp001:008	6	%case	PTV	
zp001:008	8a	@	-	ja␣
zp001:008	(10a) 10b	@	-	kuninkaan␣
zp001:008	9	@	-	poikia␣
zp001:008	8b	%case	PTV	
zp001:008	11a	@	-	ja␣
zp001:008	12	@	-	kaikkia␣
zp001:008	11b	%case	PTV	
zp001:008	14 15	@	-	muukalaispukuun␣
zp001:008	(13a) 13b	@	-	puettuja
zp001:008	-	(.)	-	.␣
zp001:009	zp001:009	zp001:009	VERSE	Sef␣1:9␣
zp001:009	1a	@	-	Ja␣
zp001:009	1b	(@)	-	minä␣
zp001:009	1b	@	-	rankaisen␣
zp001:009	(8a) 8b	@	-	sinä␣
zp001:009	7b	@	-	päivänä␣
zp001:009	7a	%case	ESS	
zp001:009	3	@	-	kaikkia␣
zp001:009	2	%case	PTV	
zp001:009	(6a) 6b	@	-	kynnyksen␣
zp001:009	5	@	-	yli␣
zp001:009	(4a) 4b	@	-	hyppääjiä
zp001:009	-	(,)	-	,␣
zp001:009	-	(@)	-	jotka␣
zp001:009	(9a) 9b	@	-	täyttävät␣
zp001:009	11	@	-	herransa␣
zp001:009	10	@	-	huoneen␣
zp001:009	12	@	-	väkivallalla␣
zp001:009	13a	@	-	ja␣
zp001:009	13b	@	-	petoksella
zp001:009	-	(.)	-	.␣
zp001:010	zp001:010	zp001:010	VERSE	Sef␣1:10␣
zp001:010	(1a) (1b)	-	UNTRANSLATED	
zp001:010	(3a) 3b	@	-	Sinä␣
zp001:010	2b	@	-	päivänä
zp001:010	2a	%case	ESS	
zp001:010	-	(,)	-	,␣
zp001:010	4	@	-	sanoo␣
zp001:010	5	@	-	Herra
zp001:010	-	(,)	-	,␣
zp001:010	6	@	-	kuuluu␣
zp001:010	7	@	-	huuto␣
zp001:010	8b (9a) 9b	@	-	Kalaportilta␣
zp001:010	8a	%case	LOC	
zp001:010	10a	@	-	ja␣
zp001:010	10b	@	-	valitus␣
zp001:010	(12a) 12b	@	-	toisesta␣
zp001:010	11	%case	LOC	
zp001:010	(12a) 12b	@	-	kaupunginosasta␣
zp001:010	13a	@	-	ja␣
zp001:010	14	@	-	suuri␣
zp001:010	13b	@	-	hävitys␣
zp001:010	(15b) 15c	@	-	kukkuloilta
zp001:010	15a	%case	LOC	
zp001:010	-	(.)	-	.␣
zp001:011	zp001:011	zp001:011	VERSE	Sef␣1:11␣
zp001:011	1	@	-	Valittakaa
zp001:011	-	(,)	-	,␣
zp001:011	-	(@)	-	te␣
zp001:011	(3a) 3b	@	-	Huhmaren␣
zp001:011	2	@	-	asukkaat
zp001:011	-	(,)	-	,␣
zp001:011	4	@	-	sillä␣
