1q001:001	1q001:001	1q001:001	VERSE	1Ts␣1:1␣
1q001:001	1	@	-	Paavali␣
1q001:001	2	@	-	ja␣
1q001:001	3	@	-	Silvanus␣
1q001:001	4	@	-	ja␣
1q001:001	5	@	-	Timoteus␣
1q001:001	8	@	-	tessalonikalaisten␣
1q001:001	(6) 7	@	-	seurakunnalle␣
1q001:001	11	@	-	Isässä␣
1q001:001	10	@	-	Jumalassa␣
1q001:001	9	%case	LOC	
1q001:001	12	@	-	ja␣
1q001:001	13	@	-	Herrassa␣
1q001:001	14	@	-	Jeesuksessa␣
1q001:001	15a	@	-	Kristuksessa
1q001:001	15b	.	-	.␣
1q001:001	16	@	-	Armo␣
1q001:001	17	@	-	teille␣
1q001:001	18	@	-	ja␣
1q001:001	19a	@	-	rauha
1q001:001	-	(!)	-	!␣
1q001:002	1q001:002	1q001:002	VERSE	1Ts␣1:2␣
1q001:002	1	(@)	-	Me␣
1q001:002	1	@	-	kiitämme␣
1q001:002	(2) 3	@	-	Jumalaa␣
1q001:002	4	@	-	aina␣
1q001:002	6	@	-	kaikkien␣
1q001:002	7	@	-	teidän␣
1q001:002	5	@	-	tähtenne
1q001:002	-	(,)	-	,␣
1q001:002	8 9	@	-	mainiten␣
1q001:002	-	(@)	-	teitä␣
1q001:002	(11) 12	@	-	rukouksissamme
1q001:002	13a	%pers	?	
1q001:002	10	%case	LOC	
1q001:002	-	(,)	-	,␣
1q001:002	-	(@)	-	sillä␣
1q001:002	14	@	-	lakkaamatta␣
1q001:003	1q001:003	1q001:003	VERSE	1Ts␣1:3␣
1q001:003	1	(@)	-	me␣
1q001:003	(23) 24	@	-	Jumalamme␣
1q001:003	25	@	-	ja␣
1q001:003	26	@	-	Isämme␣
1q001:003	27a	%pers	?	
1q001:003	22	@	-	edessä␣
1q001:003	1	@	-	muistamme␣
1q001:003	2	@	-	teidän␣
1q001:003	(3) 4	@	-	työtänne␣
1q001:003	(5) 6	@	-	uskossa␣
1q001:003	7	@	-	ja␣
1q001:003	(8) 9	@	-	vaivannäköänne␣
1q001:003	(10) 11	@	-	rakkaudessa␣
1q001:003	12	@	-	ja␣
1q001:003	(13) 14	@	-	kärsivällisyyttänne␣
1q001:003	(15) 16	@	-	toivossa␣
1q001:003	(17) 18	@	-	Herraamme␣
1q001:003	19	%pers	?	
1q001:003	20	@	-	Jeesukseen␣
1q001:003	21	@	-	Kristukseen
1q001:003	27b	,	-	,␣
1q001:004	1q001:004	1q001:004	VERSE	1Ts␣1:4␣
1q001:004	1a	@	-	tietäen
1q001:004	1b	,	-	,␣
1q001:004	2	@	-	veljet
1q001:004	-	(,)	-	,␣
1q001:004	case%3	@	-	te␣
1q001:004	(5a) 6a	@	-	Jumalan␣
1q001:004	4a	%case	GEN	
1q001:004	3	@	-	rakastetut
1q001:004	-	(,)	-	,␣
1q001:004	9a	@	-	teidän␣
1q001:004	(7) 8	@	-	valitsemisenne
1q001:004	9b	:	-	:␣
1q001:005	1q001:005	1q001:005	VERSE	1Ts␣1:5␣
1q001:005	1	@	-	että␣
1q001:005	4	@	-	meidän␣
1q001:005	(2) 3	@	-	evankeliumimme␣
1q001:005	6	@	-	tuli␣
1q001:005	8	@	-	teidän␣
1q001:005	7	@	-	tykönne
1q001:005	-	(,)	-	,␣
1q001:005	5	@	-	ei␣
1q001:005	11	@	-	ainoastaan␣
1q001:005	10	@	-	sanana
1q001:005	9	%case	ESS	
1q001:005	-	(,)	-	,␣
1q001:005	12	@	-	vaan␣
1q001:005	13	@	-	myös␣
1q001:005	15	@	-	voimana␣
1q001:005	14	%case	ESS	
1q001:005	16	@	-	ja␣
1q001:005	19	@	-	Pyhässä␣
1q001:005	18	@	-	Hengessä␣
1q001:005	17	%case	LOC	
1q001:005	20a	@	-	ja␣
1q001:005	23a	@	-	suurella␣
1q001:005	22	@	-	varmuudella␣
1q001:005	21a	%case	LOC	
1q001:005	23b	-	-	-␣
1q001:005	24	@	-	niinkuin␣
1q001:005	25	@	-	tiedätte
1q001:005	-	(,)	-	,␣
1q001:005	26	@	-	millaisia␣
1q001:005	27a	(@)	-	me␣
1q001:005	27a	@	-	olimme␣
1q001:005	29	@	-	teidän␣
1q001:005	28a	@	-	keskuudessanne
1q001:005	-	(,)	-	,␣
1q001:005	31a	@	-	teidän␣
1q001:005	30	@	-	tähtenne␣
1q001:005	31b	-	-	-␣
1q001:006	1q001:006	1q001:006	VERSE	1Ts␣1:6␣
1q001:006	1	@	-	ja␣
1q001:006	2	@	-	teistä␣
1q001:006	5	@	-	tuli␣
1q001:006	4	@	-	meidän␣
1q001:006	3	@	-	seuraajiamme␣
1q001:006	6	@	-	ja␣
1q001:006	(7) 8a	@	-	Herran
1q001:006	8b	,	-	,␣
1q001:006	9	(@)	-	kun␣
1q001:006	14	@	-	suuressa␣
1q001:006	13	@	-	ahdingossa␣
1q001:006	12	%case	LOC	
1q001:006	9	@	-	otitte␣
1q001:006	(10) 11	@	-	sanan␣
1q001:006	9	@	-	vastaan␣
1q001:006	16	@	-	ilolla␣
1q001:006	15	%case	LOC	
1q001:006	18a	@	-	Pyhässä␣
1q001:006	17	@	-	Hengessä
1q001:006	18b	,	-	,␣
1q001:007	1q001:007	1q001:007	VERSE	1Ts␣1:7␣
1q001:007	1	@	-	niin␣
1q001:007	1	@	-	että␣
1q001:007	3	@	-	te␣
1q001:007	2	(@)	-	olette␣
1q001:007	2	@	-	tulleet␣
1q001:007	4	@	-	esikuviksi␣
1q001:007	5	@	-	kaikille␣
1q001:007	(6) 7	@	-	uskoville␣
1q001:007	10 (9)	@	-	Makedoniassa␣
1q001:007	8	%case	LOC	
1q001:007	11	@	-	ja␣
1q001:007	(13) 14a	@	-	Akaiassa
1q001:007	12	%case	LOC	
1q001:007	14b	.	-	.␣
1q001:008	1q001:008	1q001:008	VERSE	1Ts␣1:8␣
1q001:008	3	@	-	Sillä␣
1q001:008	2	@	-	teidän␣
1q001:008	1	@	-	tyköänne␣
1q001:008	4	(@)	-	on␣
1q001:008	(7) 8	@	-	Herran␣
1q001:008	(5) 6	@	-	sana␣
1q001:008	4	@	-	kaikunut
1q001:008	-	(;)	-	;␣
1q001:008	9	@	-	ei␣
1q001:008	10	@	-	ainoastaan␣
1q001:008	(12) 13	@	-	Makedoniaan␣
1q001:008	11	%case	LOC	
1q001:008	14a	@	-	ja␣
1q001:008	(16a) 17a	@	-	Akaiaan
1q001:008	15	%case	LOC	
1q001:008	17b	,	-	,␣
1q001:008	18	@	-	vaan␣
1q001:008	20 21	@	-	kaikkialle␣
1q001:008	19	%case	LOC	
1q001:008	29a	(@)	-	on␣
1q001:008	24	@	-	teidän␣
1q001:008	(22) 23	@	-	uskonne␣
1q001:008	(25)	-	UNTRANSLATED	
1q001:008	(27) 28	@	-	Jumalaan␣
1q001:008	26	%case	LOC	
1q001:008	29a	@	-	levinnyt
1q001:008	29b	,	-	,␣
1q001:008	30	@	-	niin␣
1q001:008	31	@	-	ettei␣
1q001:008	34	@	-	meidän␣
1q001:008	32 33	@	-	tarvitse␣
1q001:008	-	(@)	-	siitä␣
1q001:008	36a	@	-	mitään␣
1q001:008	35	@	-	puhua
1q001:008	36b	.	-	.␣
1q001:009	1q001:009	1q001:009	VERSE	1Ts␣1:9␣
1q001:009	2	@	-	Sillä␣
1q001:009	1	@	-	itse␣
1q001:009	5	(@)	-	he␣
1q001:009	5	@	-	kertovat␣
1q001:009	4	@	-	meistä
1q001:009	3	%case	LOC	
1q001:009	-	(,)	-	,␣
1q001:009	6	@	-	millainen␣
1q001:009	8	(@)	-	meidän␣
1q001:009	7	@	-	tulomme␣
1q001:009	10a	@	-	teidän␣
1q001:009	9	@	-	tykönne␣
1q001:009	8	@	-	oli␣
1q001:009	11	@	-	ja␣
1q001:009	12	@	-	kuinka␣
1q001:009	13	(@)	-	te␣
1q001:009	(18) 19	@	-	epäjumalista␣
1q001:009	17	%case	LOC	
1q001:009	13	@	-	käännyitte␣
1q001:009	(15) 16	@	-	Jumalan␣
1q001:009	14	@	-	tykö
1q001:009	-	(,)	-	,␣
1q001:009	20	@	-	palvelemaan␣
1q001:009	22	@	-	elävää␣
1q001:009	23	@	-	ja␣
1q001:009	24	@	-	totista␣
1q001:009	21	@	-	Jumalaa␣
1q001:010	1q001:010	1q001:010	VERSE	1Ts␣1:10␣
1q001:010	1	@	-	ja␣
1q001:010	2	@	-	odottamaan␣
1q001:010	(7) 8a	@	-	taivaista␣
1q001:010	6	%case	LOC	
1q001:010	5	@	-	hänen␣
1q001:010	(3) 4	@	-	Poikaansa
1q001:010	8b	,	-	,␣
1q001:010	9	@	-	jonka␣
1q001:010	10	(@)	-	hän␣
1q001:010	10	(@)	-	on␣
1q001:010	10	@	-	herättänyt␣
1q001:010	(12a) 13a	@	-	kuolleista
1q001:010	11a	%case	LOC	
1q001:010	13b	,	-	,␣
1q001:010	14	@	-	Jeesusta
1q001:010	-	(,)	-	,␣
1q001:010	15	@	-	joka␣
1q001:010	16	@	-	pelastaa␣
1q001:010	17	@	-	meidät␣
1q001:010	(21) 22a	@	-	tulevasta␣
1q001:010	(19) 20	@	-	vihasta
1q001:010	18	%case	LOC	
1q001:010	22b	.	-	.␣
1q002:001	1q002:001	1q002:001	VERSE	1Ts␣2:1␣
1q002:001	3a	@	-	Tiedättehän␣
1q002:001	2	%clitic	hAn	
1q002:001	1	@	-	itsekin
1q002:001	3b	,	-	,␣
1q002:001	4a	@	-	veljet
1q002:001	-	(,)	-	,␣
1q002:001	11 12	@	-	ettei␣
1q002:001	(5) 6	@	-	tulomme␣
1q002:001	7	%pers	?	
1q002:001	(8)	-	UNTRANSLATED	
1q002:001	10	@	-	teidän␣
1q002:001	9	@	-	tykönne␣
1q002:001	14a	@	-	ollut␣
1q002:001	13	@	-	turha
1q002:001	14b	;	-	;␣
1q002:002	1q002:002	1q002:002	VERSE	1Ts␣2:2␣
1q002:002	1	@	-	vaan
1q002:002	-	(,)	-	,␣
1q002:002	2	(@)	-	vaikka␣
1q002:002	2	(@)	-	me␣
1q002:002	2	@	-	ennen
1q002:002	-	(,)	-	,␣
1q002:002	5	@	-	niinkuin␣
1q002:002	6a	@	-	tiedätte
1q002:002	-	(,)	-	,␣
1q002:002	2	(@)	-	olimme␣
1q002:002	2	@	-	kärsineet␣
1q002:002	8	@	-	Filippissä␣
1q002:002	7	%case	LOC	
1q002:002	3	@	-	ja␣
1q002:002	4a	(@)	-	meitä␣
1q002:002	-	(@)	-	siellä␣
1q002:002	4a	(@)	-	oli␣
1q002:002	4a	@	-	pahoin␣
1q002:002	4a	@	-	pidelty
1q002:002	-	(,)	-	,␣
1q002:002	9	@	-	oli␣
1q002:002	9	(@)	-	meillä␣
1q002:002	-	(@)	-	kuitenkin␣
1q002:002	(11) 12	@	-	Jumalassamme␣
1q002:002	13	%pers	?	
1q002:002	10	%case	LOC	
1q002:002	9	@	-	rohkeutta␣
1q002:002	14	@	-	puhua␣
1q002:002	16	@	-	teille␣
1q002:002	15	%case	LOC	
1q002:002	(19) 20	@	-	Jumalan␣
1q002:002	(17) 18	@	-	evankeliumia
1q002:002	-	(,)	-	,␣
1q002:002	22	@	-	suuressa␣
1q002:002	23a	@	-	kilvoituksessa
1q002:002	21	%case	LOC	
1q002:002	23b	.	-	.␣
1q002:003	1q002:003	1q002:003	VERSE	1Ts␣2:3␣
1q002:003	2	@	-	Sillä␣
1q002:003	4	@	-	meidän␣
1q002:003	(1) 3	@	-	kehoituspuheemme␣
1q002:003	5	@	-	ei␣
1q002:003	-	(@)	-	lähde␣
1q002:003	7	@	-	eksymyksestä␣
1q002:003	6	%case	LOC	
1q002:003	8	@	-	eikä␣
1q002:003	10	@	-	epäpuhtaasta␣
