da001:001	da001:001	da001:001	VERSE	Dan␣1:1␣
da001:001	4	@	-	Joojakimin
da001:001	-	(,)	-	,␣
da001:001	6	@	-	Juudan␣
da001:001	5	@	-	kuninkaan
da001:001	-	(,)	-	,␣
da001:001	2	@	-	kolmantena␣
da001:001	1b 3b	@	-	hallitusvuotena␣
da001:001	3a	%case	ESS	
da001:001	1a	%case	ESS	
da001:001	7	@	-	tuli␣
da001:001	8	@	-	Nebukadnessar
da001:001	-	(,)	-	,␣
da001:001	10	@	-	Baabelin␣
da001:001	9	@	-	kuningas
da001:001	-	(,)	-	,␣
da001:001	11	@	-	Jerusalemin␣
da001:001	-	(@)	-	edustalle␣
da001:001	12a	@	-	ja␣
da001:001	12b	@	-	piiritti␣
da001:001	13	@	-	sitä
da001:001	-	(.)	-	.␣
da001:002	da001:002	da001:002	VERSE	Dan␣1:2␣
da001:002	1a	@	-	Ja␣
da001:002	2	@	-	Herra␣
da001:002	1b	@	-	antoi␣
da001:002	pers%3b	@	-	hänen␣
da001:002	3b	@	-	käsiinsä␣
da001:002	3a	%case	LOC	
da001:002	5	@	-	Joojakimin
da001:002	4	%case	GEN	
da001:002	-	(,)	-	,␣
da001:002	7	@	-	Juudan␣
da001:002	6	@	-	kuninkaan
da001:002	-	(,)	-	,␣
da001:002	8a	@	-	sekä␣
da001:002	8b	@	-	osan␣
da001:002	(11a) 11b	@	-	Jumalan␣
da001:002	10	@	-	huoneen␣
da001:002	9	@	-	astioita
da001:002	-	(,)	-	,␣
da001:002	12a	@	-	ja␣
da001:002	12b	(@)	-	hän␣
da001:002	12b	@	-	vei␣
da001:002	pers%12b	@	-	ne␣
da001:002	14	@	-	Sinearin␣
da001:002	13	@	-	maahan
da001:002	-	(,)	-	,␣
da001:002	16	@	-	jumalansa␣
da001:002	15	@	-	huoneeseen
da001:002	-	(.)	-	.␣
da001:002	17a	@	-	Ja␣
da001:002	19	(@)	-	hän␣
da001:002	19	@	-	vei␣
da001:002	(18a) 18b	@	-	astiat␣
da001:002	17b	%case	NOM	
da001:002	22	@	-	jumalansa␣
da001:002	20 21	@	-	aarrekammioon
da001:002	-	(.)	-	.␣
da001:003	da001:003	da001:003	VERSE	Dan␣1:3␣
da001:003	1a	@	-	Ja␣
da001:003	(2a) 2b	@	-	kuningas␣
da001:003	1b	@	-	käski␣
da001:003	4	@	-	ylimmäisen␣
da001:003	5	@	-	hoviherransa␣
da001:003	3b	@	-	Aspenaan␣
da001:003	3a	%case	GEN	
da001:003	6b	@	-	tuoda␣
da001:003	6a	%case	LAT	
da001:003	8	@	-	israelilaisia␣
da001:003	7b	@	-	poikia
da001:003	7a	%case	PTV	
da001:003	-	(,)	-	,␣
da001:003	9a	@	-	jotka␣
da001:003	-	(@)	-	olivat␣
da001:003	(10a) 10b	@	-	kuninkaallista␣
da001:003	9c	@	-	sukua␣
da001:003	9b	%case	PTV	
da001:003	11a	@	-	tai␣
da001:003	(12a) 12b	@	-	ylimysperheistä
da001:003	11b	%case	LOC	
da001:003	-	(,)	-	,␣
da001:004	da001:004	da001:004	VERSE	Dan␣1:4␣
da001:004	1	@	-	nuorukaisia
da001:004	-	(,)	-	,␣
da001:004	2	@	-	joissa␣
da001:004	4	%case	LOC	
da001:004	3	@	-	ei␣
da001:004	3	@	-	ollut␣
da001:004	5	@	-	mitään␣
da001:004	7	@	-	virheä␣
da001:004	8a	@	-	ja␣
da001:004	-	(@)	-	jotka␣
da001:004	-	(@)	-	olivat␣
da001:004	8b 9	@	-	kaunismuotoisia
da001:004	-	(,)	-	,␣
da001:004	10a	@	-	jotka␣
da001:004	10b	@	-	kykenivät␣
da001:004	10b	@	-	käsittämään␣
da001:004	11b	@	-	kaikkea␣
da001:004	11a	%case	PTV	
da001:004	12	@	-	viisautta
da001:004	-	(,)	-	,␣
da001:004	13a	@	-	olivat␣
da001:004	13b 14	@	-	terävä-älyisiä␣
da001:004	15a	@	-	ja␣
da001:004	15b 16	@	-	hyväoppisia␣
da001:004	17a	@	-	ja␣
da001:004	17b	@	-	jotka␣
da001:004	19	%case	NOM	
da001:004	-	(@)	-	olisivat␣
da001:004	18	@	-	kelvollisia␣
da001:004	20b	@	-	palvelemaan␣
da001:004	20a	%case	LOC	
da001:004	(22a) 22b	@	-	kuninkaan␣
da001:004	21b	@	-	hovissa
da001:004	21a	%case	LOC	
da001:004	(23a)	-	UNTRANSLATED	
da001:004	-	(;)	-	;␣
da001:004	pers%23c	@	-	heille␣
da001:004	-	(@)	-	hänen␣
da001:004	23c	(@)	-	tuli␣
da001:004	23c	@	-	opettaa␣
da001:004	23b	%case	LAT	
da001:004	26	@	-	kaldealaisten␣
da001:004	24	@	-	kirjoitusta␣
da001:004	25a	@	-	ja␣
da001:004	25b	@	-	kieltä
da001:004	-	(.)	-	.␣
da001:005	da001:005	da001:005	VERSE	Dan␣1:5␣
da001:005	1a	@	-	Ja␣
da001:005	(3a) 3b	@	-	kuningas␣
da001:005	1b	@	-	määräsi␣
da001:005	2	@	-	heille␣
da001:005	5 6a 6b	@	-	jokapäiväiseksi␣
da001:005	4	@	-	ravinnoksi␣
da001:005	7b 8	@	-	ruokaa␣
da001:005	7a	%case	PTV	
da001:005	(9a) 9b	@	-	kuninkaan␣
da001:005	-	(@)	-	pöydästä␣
da001:005	10a	@	-	ja␣
da001:005	10c	@	-	viiniä
da001:005	10b	%case	PTV	
da001:005	-	(,)	-	,␣
da001:005	-	(@)	-	jota␣
da001:005	pers%11	@	-	hän␣
da001:005	-	(@)	-	itse␣
da001:005	11	@	-	joi
da001:005	-	(.)	-	.␣
da001:005	12a	@	-	Niin␣
da001:005	pers%12c	@	-	heitä␣
da001:005	12c	(@)	-	oli␣
da001:005	12c	@	-	kasvatettava␣
da001:005	12b	%case	NOM	
da001:005	14	@	-	kolme␣
da001:005	13	@	-	vuotta
da001:005	-	(,)	-	,␣
da001:005	15a	@	-	ja␣
da001:005	pers%15c	@	-	niiden␣
da001:005	15c	@	-	kuluttua␣
da001:005	15b	%case	PTV	
da001:005	16	(@)	-	heidän␣
da001:005	16	(@)	-	tuli␣
da001:005	16	@	-	astua␣
da001:005	(18a) 18b	@	-	kuninkaan␣
da001:005	17a 17b	@	-	palvelukseen
da001:005	-	(.)	-	.␣
da001:006	da001:006	da001:006	VERSE	Dan␣1:6␣
da001:006	(1a)	-	UNTRANSLATED	
da001:006	pers%2	@	-	Heidän␣
da001:006	2	@	-	joukossaan␣
da001:006	1b	@	-	olivat␣
da001:006	4	@	-	juutalaiset␣
da001:006	3b	@	-	pojat␣
da001:006	3a	%case	NOM	
da001:006	5	@	-	Daniel
da001:006	-	(,)	-	,␣
da001:006	6	@	-	Hananja
da001:006	-	(,)	-	,␣
da001:006	7	@	-	Miisael␣
da001:006	8a	@	-	ja␣
da001:006	8b	@	-	Asarja
da001:006	-	(.)	-	.␣
da001:007	da001:007	da001:007	VERSE	Dan␣1:7␣
da001:007	1a	@	-	Ja␣
da001:007	(4a) 4b	@	-	hoviherrain␣
da001:007	3	@	-	päällikkö␣
da001:007	1b	@	-	pani␣
da001:007	2	@	-	heille␣
da001:007	5	@	-	nimet
da001:007	(6a)	-	UNTRANSLATED	
da001:007	-	(:)	-	:␣
da001:007	7b	@	-	Danielille␣
da001:007	7a	%case	LOC	
da001:007	6b	(@)	-	hän␣
da001:007	6b	@	-	pani␣
da001:007	-	(@)	-	nimen␣
