am001:001	am001:001	am001:001	VERSE	Aam␣1:1␣
am001:001	2	@	-	Aamoksen␣
am001:001	1	@	-	sanat
am001:001	-	(,)	-	,␣
am001:001	-	(@)	-	hänen
am001:001	-	(,)	-	,␣
am001:001	3	@	-	jolla␣
am001:001	4	@	-	oli␣
am001:001	5b	@	-	lammaslaumoja␣
am001:001	5a	%case	PTV	
am001:001	6b	@	-	Tekoassa
am001:001	6a	%case	LOC	
am001:001	-	(;)	-	;␣
am001:001	7	@	-	mitä␣
am001:001	8	(@)	-	hän␣
am001:001	8	@	-	näyssä␣
am001:001	8	@	-	näki␣
am001:001	10	@	-	Israelista␣
am001:001	9	%case	LOC	
am001:001	12	@	-	Ussian
am001:001	-	(,)	-	,␣
am001:001	14	@	-	Juudan␣
am001:001	13	@	-	kuninkaan
am001:001	-	(,)	-	,␣
am001:001	11b	@	-	päivinä␣
am001:001	11a	%case	ESS	
am001:001	15a	@	-	ja␣
am001:001	16	@	-	Jerobeamin
am001:001	-	(,)	-	,␣
am001:001	18	@	-	Jooaan␣
am001:001	17	@	-	pojan
am001:001	-	(,)	-	,␣
am001:001	20	@	-	Israelin␣
am001:001	19	@	-	kuninkaan
am001:001	-	(,)	-	,␣
am001:001	15c	@	-	päivinä
am001:001	15b	%case	ESS	
am001:001	-	(,)	-	,␣
am001:001	21	@	-	kaksi␣
am001:001	21	@	-	vuotta␣
am001:001	22a 22b	@	-	ennen␣
am001:001	(23a) 23b	@	-	maanjäristystä
am001:001	-	(.)	-	.␣
am001:002	am001:002	am001:002	VERSE	Aam␣1:2␣
am001:002	1a	@	-	Ja␣
am001:002	1b	(@)	-	hän␣
am001:002	1b	@	-	sanoi
am001:002	-	(:)	-	:␣
am001:002	2	@	-	Herra␣
am001:002	4	@	-	ärjyy␣
am001:002	3b	@	-	Siionista
am001:002	3a	%case	LOC	
am001:002	(5a)	-	UNTRANSLATED	
am001:002	-	(,)	-	,␣
am001:002	6 7	(@)	-	hän␣
am001:002	6 7	@	-	jylisee␣
am001:002	5c	@	-	Jerusalemista
am001:002	5b	%case	LOC	
