js001:001	js001:001	js001:001	VERSE	Jos␣1:1␣
js001:001	(1a) (1b)	-	UNTRANSLATED	
js001:001	6	@	-	Herran␣
js001:001	5	@	-	palvelijan␣
js001:001	4	@	-	Mooseksen␣
js001:001	3	@	-	kuoltua␣
js001:001	2	%case	PTV	
js001:001	(7a)	-	UNTRANSLATED	
js001:001	7b	@	-	sanoi␣
js001:001	8	@	-	Herra␣
js001:001	10	@	-	Joosualle
js001:001	9	%case	LOC	
js001:001	-	(,)	-	,␣
js001:001	12	@	-	Nuunin␣
js001:001	11	@	-	pojalle
js001:001	-	(,)	-	,␣
js001:001	14	@	-	Mooseksen␣
js001:001	13	@	-	palvelijalle
js001:001	-	(,)	-	,␣
js001:001	15a 15b	@	-	näin
js001:001	-	(:)	-	:␣
js001:002	js001:002	js001:002	VERSE	Jos␣1:2␣
js001:002	-	(@)	-	"
js001:002	pers%2	@	-	Minun␣
js001:002	2	@	-	palvelijani␣
js001:002	1	@	-	Mooses␣
js001:002	3	(@)	-	on␣
js001:002	3	@	-	kuollut
js001:002	-	(;)	-	;␣
js001:002	5	@	-	nouse␣
js001:002	4a 4b	@	-	siis␣
js001:002	-	(@)	-	ja␣
js001:002	6	@	-	mene␣
js001:002	(9a) 9b	@	-	tämän␣
js001:002	(8a) 8b	@	-	Jordanin␣
js001:002	7	%case	GEN	
js001:002	6	@	-	yli
js001:002	-	(,)	-	,␣
js001:002	10	@	-	sinä␣
js001:002	11a	@	-	ja␣
js001:002	11b	@	-	kaikki␣
js001:002	(13a) 13b	@	-	tämä␣
js001:002	(12a) 12b	@	-	kansa
js001:002	-	(,)	-	,␣
js001:002	15a	@	-	siihen␣
js001:002	15b	@	-	maahan
js001:002	14	%case	LOC	
js001:002	-	(,)	-	,␣
js001:002	16	@	-	jonka␣
js001:002	17	@	-	minä␣
js001:002	18	@	-	annan␣
js001:002	19	@	-	heille
js001:002	-	(,)	-	,␣
js001:002	20b 21	@	-	israelilaisille
js001:002	20a	%case	LOC	
js001:002	-	(.)	-	.␣
js001:003	js001:003	js001:003	VERSE	Jos␣1:3␣
js001:003	1	@	-	Jokaisen␣
js001:003	2	@	-	paikan
js001:003	-	(,)	-	,␣
js001:003	3	@	-	johon␣
js001:003	7	%case	LOC	
js001:003	pers%6	@	-	te␣
js001:003	5 6	@	-	jalkanne␣
js001:003	4	@	-	astutte
js001:003	-	(,)	-	,␣
js001:003	9	(@)	-	minä␣
js001:003	9	@	-	annan␣
js001:003	8	@	-	teille
js001:003	-	(,)	-	,␣
js001:003	10a 10b	@	-	niinkuin␣
js001:003	11	(@)	-	olen␣
js001:003	13	@	-	Moosekselle␣
js001:003	12	%case	LOC	
js001:003	11	@	-	puhunut
js001:003	-	(.)	-	.␣
js001:004	js001:004	js001:004	VERSE	Jos␣1:4␣
js001:004	-	(@)	-	Maa␣
js001:004	(1b) 1c	@	-	erämaasta␣
js001:004	1a	%case	LOC	
js001:004	2a	@	-	ja␣
js001:004	(3a) 3b	@	-	tuolta␣
js001:004	(2b) 2c	@	-	Libanonista␣
js001:004	(4a)	-	UNTRANSLATED	
js001:004	4b	@	-	aina␣
js001:004	(6a) 6b	@	-	suureen␣
js001:004	(5a) 5b	@	-	virtaan
js001:004	-	(,)	-	,␣
js001:004	7 8	@	-	Eufrat-virtaan
js001:004	-	(,)	-	,␣
js001:004	4b	@	-	saakka␣
js001:004	-	(-)	-	-␣
js001:004	9	@	-	koko␣
js001:004	(11a) 11b	@	-	heettiläisten␣
js001:004	10	@	-	maa␣
js001:004	-	(-)	-	-␣
js001:004	12a	@	-	ja␣
js001:004	12b	@	-	aina␣
js001:004	(14a) 14b	@	-	Suureen␣
js001:004	(13a) 13b	@	-	mereen␣
js001:004	12b	@	-	asti
js001:004	-	(,)	-	,␣
js001:004	15 (16a) 16b	@	-	auringonlaskuun␣
js001:004	-	(@)	-	päin
js001:004	-	(,)	-	,␣
js001:004	17	(@)	-	on␣
js001:004	17	@	-	oleva␣
js001:004	pers%18	@	-	teidän␣
js001:004	18	@	-	aluettanne
js001:004	-	(.)	-	.␣
js001:005	js001:005	js001:005	VERSE	Jos␣1:5␣
js001:005	1	@	-	Ei␣
js001:005	3	@	-	kukaan␣
js001:005	2	@	-	kestä␣
js001:005	pers%4b	@	-	sinun␣
js001:005	4a 4b	@	-	edessäsi␣
js001:005	5	@	-	kaikkena␣
js001:005	6 7	@	-	elinaikanasi
js001:005	-	(.)	-	.␣
js001:005	8a 8b	@	-	Niinkuin␣
js001:005	9	(@)	-	minä␣
js001:005	9	@	-	olin␣
js001:005	11	@	-	Mooseksen␣
js001:005	10	@	-	kanssa
js001:005	-	(,)	-	,␣
js001:005	-	(@)	-	niin␣
js001:005	12	(@)	-	minä␣
js001:005	12	@	-	olen␣
js001:005	pers%13	@	-	sinunkin␣
js001:005	13	@	-	kanssasi
js001:005	-	(;)	-	;␣
js001:005	15	(@)	-	minä␣
js001:005	14	@	-	en␣
js001:005	15	@	-	jätä␣
js001:005	pers%15	@	-	sinua␣
js001:005	16b	@	-	enkä␣
js001:005	16a	%clitic	kA	
js001:005	17	@	-	hylkää␣
js001:005	pers%17	@	-	sinua
js001:005	-	(.)	-	.␣
js001:006	js001:006	js001:006	VERSE	Jos␣1:6␣
js001:006	1	@	-	Ole␣
js001:006	1	@	-	luja␣
js001:006	2a	@	-	ja␣
js001:006	2b	@	-	rohkea
js001:006	-	(;)	-	;␣
js001:006	3	@	-	sillä␣
js001:006	4	@	-	sinä␣
js001:006	5	@	-	jaat␣
js001:006	(8a) 8b	@	-	tälle␣
js001:006	(7a) 7b	@	-	kansalle␣
js001:006	6	%case	LOC	
js001:006	5	@	-	perinnöksi␣
js001:006	10a	@	-	sen␣
js001:006	10b	@	-	maan
js001:006	9	%case	GEN	
js001:006	-	(,)	-	,␣
js001:006	11	@	-	jonka␣
js001:006	12	(@)	-	minä␣
js001:006	pers%13b	@	-	heidän␣
js001:006	13b	@	-	isillensä␣
js001:006	13a	%case	LOC	
js001:006	12	@	-	vannotulla␣
js001:006	12	@	-	valalla␣
js001:006	12	(@)	-	olen␣
js001:006	12	@	-	luvannut␣
js001:006	14b	@	-	antaa␣
js001:006	14a	%case	LAT	
js001:006	15	@	-	heille
js001:006	-	(.)	-	.␣
js001:007	js001:007	js001:007	VERSE	Jos␣1:7␣
js001:007	2	@	-	Ole␣
js001:007	1	@	-	vain␣
js001:007	2	@	-	luja␣
js001:007	3a	@	-	ja␣
js001:007	4	@	-	aivan␣
js001:007	3b	@	-	rohkea␣
js001:007	-	(@)	-	ja␣
js001:007	6b	@	-	noudata␣
js001:007	6a	%case	?	
js001:007	5b	@	-	tarkoin␣
js001:007	5a	%case	?	
js001:007	7b	@	-	kaikessa␣
js001:007	7a	%case	LOC	
js001:007	8a	@	-	sitä␣
js001:007	8b	@	-	lakia
js001:007	-	(,)	-	,␣
js001:007	9	@	-	jonka␣
js001:007	pers%12	@	-	minun␣
js001:007	12	@	-	palvelijani␣
js001:007	11	@	-	Mooses␣
js001:007	10	(@)	-	on␣
js001:007	pers%10	@	-	sinulle␣
js001:007	10	@	-	antanut
js001:007	-	(;)	-	;␣
js001:007	13	@	-	älä␣
js001:007	14	@	-	poikkea␣
js001:007	15	@	-	siitä␣
js001:007	16	@	-	oikealle␣
js001:007	17a	@	-	äläkä␣
js001:007	17b	@	-	vasemmalle
js001:007	-	(,)	-	,␣
js001:007	18	@	-	että␣
js001:007	19	@	-	menestyisit
js001:007	-	(,)	-	,␣
js001:007	21	@	-	missä␣
js001:007	20a	%case	LOC	
js001:007	20b	@	-	ikinä␣
js001:007	22	@	-	kuljetkin
js001:007	-	(.)	-	.␣
js001:008	js001:008	js001:008	VERSE	Jos␣1:8␣
js001:008	1	@	-	Älköön␣
js001:008	(5a) 5b	@	-	tämä␣
js001:008	(4a) 4b	@	-	lain␣
js001:008	3	@	-	kirja␣
js001:008	pers%6b	@	-	sinun␣
js001:008	6b	@	-	suustasi␣
js001:008	6a	%case	LOC	
js001:008	2	@	-	poistuko
js001:008	-	(,)	-	,␣
js001:008	7a	@	-	vaan␣
js001:008	7b	@	-	tutkiskele␣
js001:008	8	@	-	sitä␣
js001:008	9	@	-	päivät␣
js001:008	10a	@	-	ja␣
js001:008	10b	@	-	yöt
js001:008	-	(,)	-	,␣
js001:008	11	@	-	että␣
js001:008	12	@	-	tarkoin␣
js001:008	13b	@	-	noudattaisit␣
js001:008	13a	%case	?	
js001:008	14b	@	-	kaikkea
js001:008	14a	%case	PTV	
js001:008	-	(,)	-	,␣
js001:008	15a	@	-	mitä␣
js001:008	16	@	-	siihen␣
js001:008	15b	(@)	-	on␣
js001:008	15b	@	-	kirjoitettu
js001:008	-	(,)	-	,␣
js001:008	17	@	-	sillä␣
js001:008	18	@	-	silloin␣
js001:008	19	(@)	-	sinä␣
js001:008	19	@	-	onnistut␣
js001:008	21	@	-	teilläsi␣
js001:008	20	%case	LOC	
js001:008	22a	@	-	ja␣
js001:008	22b	@	-	silloin␣
js001:008	23	(@)	-	sinä␣
js001:008	23	@	-	menestyt
js001:008	-	(.)	-	.␣
js001:009	js001:009	js001:009	VERSE	Jos␣1:9␣
js001:009	1b	@	-	Olenhan␣
js001:009	1a	%clitic	hAn	
js001:009	2	(@)	-	minä␣
js001:009	pers%2	@	-	sinua␣
js001:009	2	@	-	käskenyt
js001:009	-	(:)	-	:␣
js001:009	3	@	-	Ole␣
js001:009	3	@	-	luja␣
js001:009	4a	@	-	ja␣
js001:009	4b	@	-	rohkea
js001:009	-	(;)	-	;␣
js001:009	5	@	-	älä␣
js001:009	6	@	-	säikähdy␣
js001:009	7b	@	-	äläkä␣
js001:009	7a	%clitic	kA	
js001:009	8	@	-	arkaile
js001:009	-	(,)	-	,␣
js001:009	9	@	-	sillä␣
js001:009	11	@	-	Herra
js001:009	-	(,)	-	,␣
js001:009	pers%12	@	-	sinun␣
js001:009	12	@	-	Jumalasi
js001:009	-	(,)	-	,␣
js001:009	-	(@)	-	on␣
js001:009	pers%10	@	-	sinun␣
js001:009	10	@	-	kanssasi
js001:009	-	(,)	-	,␣
js001:009	14	@	-	missä␣
js001:009	13b	@	-	ikinä␣
js001:009	13a	%case	?	
js001:009	15	@	-	kuljetkin
js001:009	-	(.)	-	.
js001:009	-	(@)	-	"␣
js001:010	js001:010	js001:010	VERSE	Jos␣1:10␣
js001:010	1a	@	-	Silloin␣
js001:010	2	@	-	Joosua␣
js001:010	1b	@	-	käski␣
js001:010	(5a) 5b	@	-	kansan␣
js001:010	4	@	-	päällysmiehiä␣
js001:010	3	%case	PTV	
js001:010	6a 6b	@	-	sanoen
js001:010	-	(:)	-	:␣
js001:011	js001:011	js001:011	VERSE	Jos␣1:11␣
js001:011	-	(@)	-	"
js001:011	1	@	-	Kulkekaa␣
js001:011	2b	@	-	halki␣
js001:011	2a	%case	?	
js001:011	(3a) 3b	@	-	leirin␣
js001:011	4a	@	-	ja␣
js001:011	4b	@	-	käskekää␣
js001:011	(6a) 6b	@	-	kansaa␣
js001:011	5	%case	PTV	
js001:011	7a 7b	@	-	sanoen
js001:011	-	(:)	-	:␣
js001:011	-	(@)	-	'
js001:011	8	@	-	Valmistakaa␣
js001:011	9	@	-	itsellenne␣
js001:011	10	@	-	evästä
js001:011	-	(,)	-	,␣
js001:011	11	@	-	sillä␣
js001:011	13	@	-	kolmen␣
js001:011	14	@	-	päivän␣
js001:011	12b	@	-	kuluttua␣
js001:011	12a	%case	PTV	
js001:011	15	@	-	te␣
js001:011	16	@	-	kuljette␣
js001:011	(19a) 19b	@	-	tämän␣
js001:011	(18a) 18b	@	-	Jordanin␣
js001:011	17	%case	GEN	
js001:011	16	@	-	yli␣
js001:011	20b	@	-	mennäksenne␣
js001:011	20a	%case	TRA	
js001:011	21b	@	-	ottamaan␣
js001:011	21a	%case	LOC	
js001:011	21b	@	-	omaksenne␣
js001:011	23a	@	-	sen␣
js001:011	23b	@	-	maan
js001:011	22	%case	GEN	
js001:011	-	(,)	-	,␣
js001:011	24	@	-	jonka␣
js001:011	25	@	-	Herra
js001:011	-	(,)	-	,␣
js001:011	pers%26	@	-	teidän␣
js001:011	26	@	-	Jumalanne
js001:011	-	(,)	-	,␣
js001:011	28	@	-	teidän␣
js001:011	29b	@	-	omaksenne␣
js001:011	29a	%case	TRA	
js001:011	27	@	-	antaa
js001:011	-	(@)	-	'
js001:011	-	(@)	-	"
js001:011	-	(.)	-	.␣
js001:012	js001:012	js001:012	VERSE	Jos␣1:12␣
js001:012	1a	@	-	Mutta␣
js001:012	1c	@	-	ruubenilaisille
js001:012	1b	%case	LOC	
js001:012	(2a)	-	UNTRANSLATED	
js001:012	-	(,)	-	,␣
js001:012	2c	@	-	gaadilaisille␣
js001:012	2b	%case	LOC	
js001:012	3a	@	-	ja␣
js001:012	-	(@)	-	toiselle␣
js001:012	3c	@	-	puolelle␣
js001:012	3b	%case	LOC	
js001:012	(5a) 5b	@	-	Manassen␣
js001:012	4	@	-	sukukuntaa␣
js001:012	7	@	-	Joosua␣
js001:012	6	@	-	sanoi␣
js001:012	8a 8b	@	-	näin
js001:012	-	(:)	-	:␣
js001:013	js001:013	js001:013	VERSE	Jos␣1:13␣
