1j001:001	1j001:001	1j001:001	VERSE	1Jh␣1:1␣
1j001:001	1	mikä	INT.REL.INDEF.SG.NOM	Mikä␣
1j001:001	2	(olla)	COP.ACT.PRES.3S	on␣
1j001:001	4a	alku	SG.ELA	alusta␣
1j001:001	3	%case	LOC	
1j001:001	2	olla	COP.ACT.PCP2.PERF	ollut
1j001:001	4b	,	PUNC	,␣
1j001:001	5	mikä	INT.REL.SG.GEN	minkä␣
1j001:001	6a	(olla)	COP.ACT.PRES.1P	olemme␣
1j001:001	6a	kuulla	ACT.PCP2.PERF	kuulleet
1j001:001	6b	,	PUNC	,␣
1j001:001	7	mikä	INT.REL.SG.GEN	minkä␣
1j001:001	11a	oma	ADJ.PL.INS	omin␣
1j001:001	10 (9)	silmä	PL.INS	silmin␣
1j001:001	8	nähdä	ACT.PCP2.PERF	nähneet
1j001:001	11b	,	PUNC	,␣
1j001:001	12	mikä	INT.REL.SG.PTV	mitä␣
1j001:001	13	katsella	ACT.PAST.1P	katselimme␣
1j001:001	14	ja	CNJ	ja␣
1j001:001	(15) 16	käsi	PL.INS	käsin␣
1j001:001	17	%pers	?	
1j001:001	18	koskettaa	ACT.PAST.1P	kosketimme
1j001:001	-	(,)	PUNC	,␣
1j001:001	-	(se)	DEM.SG.ELA	siitä␣
1j001:001	-	(me)	PERS.PL.NOM	me␣
1j001:001	-	(puhua)	ACT.PRES.1P	puhumme
1j001:001	-	(:)	PUNC	:␣
1j001:001	(22) 23a	elämä	DER.SG.GEN	elämän␣
1j001:001	(20) 21	Sana	SG.ELA	Sanasta␣
1j001:001	19	%case	LOC	
1j001:001	23b	-	PUNC	-␣
1j001:002	1j001:002	1j001:002	VERSE	1Jh␣1:2␣
1j001:002	1	ja	CNJ	ja␣
1j001:002	(2) 3	elämä	DER.SG.NOM	elämä␣
1j001:002	4a	ilmestyä	ACT.PAST.3S	ilmestyi
1j001:002	4b	,	PUNC	,␣
1j001:002	5	ja	CNJ	ja␣
1j001:002	6	(me)	PERS.PL.NOM	me␣
1j001:002	6	(olla)	COP.ACT.PRES.1P	olemme␣
1j001:002	6	nähdä	ACT.PCP2.PERF	nähneet␣
1j001:002	-	(se)	DEM.SG.GEN	sen␣
1j001:002	7	ja	CNJ	ja␣
1j001:002	8	todistaa	ACT.PRES.1P	todistamme␣
1j001:002	-	(se)	DEM.SG.ELA	siitä␣
1j001:002	9	ja	CNJ	ja␣
1j001:002	10	julistaa	ACT.PRES.1P	julistamme␣
1j001:002	11	te	PERS.PL.ALL	teille␣
1j001:002	12	se	DEM.SG.GEN	sen␣
1j001:002	(14) 15	iankaikkinen	ADJ.SG.GEN	iankaikkisen␣
1j001:002	13	elämä	DER.SG.GEN	elämän
1j001:002	-	(,)	PUNC	,␣
1j001:002	16	joka	REL.INDEF.SG.NOM	joka␣
1j001:002	17	olla	COP.ACT.PAST.3S	oli␣
1j001:002	(19) 20	Isä	SG.GEN	Isän␣
1j001:002	18	tykönä	POST	tykönä␣
1j001:002	21	ja	CNJ	ja␣
1j001:002	22	ilmestyä	ACT.PAST.3S	ilmestyi␣
1j001:002	23a	me	PERS.PL.ALL	meille␣
1j001:002	23b	-	PUNC	-␣
1j001:003	1j001:003	1j001:003	VERSE	1Jh␣1:3␣
1j001:003	1	mikä	INT.REL.SG.GEN	minkä␣
1j001:003	2	(olla)	COP.ACT.PRES.1P	olemme␣
1j001:003	2	nähdä	ACT.PCP2.PERF	nähneet␣
1j001:003	3	ja	CNJ	ja␣
1j001:003	4a	kuulla	ACT.PCP2.PERF	kuulleet
1j001:003	-	(,)	PUNC	,␣
1j001:003	-	(se)	DEM.SG.GEN	sen␣
1j001:003	5	(me)	PERS.PL.NOM	me␣
1j001:003	6	myös	ADV	myös␣
1j001:003	7a	te	PERS.PL.ALL	teille␣
1j001:003	5	julistaa	ACT.PRES.1P	julistamme
1j001:003	7b	,	PUNC	,␣
1j001:003	8	että	SUBORD	että␣
1j001:003	10	te	PERS.PL.ADE.-CLITIC	teilläkin␣
1j001:003	9	%clitic	kin	
1j001:003	12	olla	COP.ACT.COND.3S	olisi␣
1j001:003	11	yhteys	SG.NOM	yhteys␣
1j001:003	14a	me	PERS.PL.GEN	meidän␣
1j001:003	13	kanssa	POST.-1	kanssamme
1j001:003	14b	;	PUNC	;␣
1j001:003	15	ja	CNJ	ja␣
1j001:003	(19) 20	me	PERS.PL.ADE	meillä␣
1j001:003	-	(olla)	COP.ACT.PRES.3S	on␣
1j001:003	(18)	-	UNTRANSLATED	
1j001:003	(16) 17	yhteys	SG.NOM	yhteys␣
1j001:003	(22) 23	Isä	SG.GEN	Isän␣
1j001:003	21	%case	GEN	
1j001:003	24	ja	CNJ	ja␣
1j001:003	28	hän	PERS.SG.GEN	hänen␣
