jr001:001	jr001:001	jr001:001	VERSE	Jer␣1:1␣
jr001:001	2	Jeremia	PR.SG.GEN	Jeremian
jr001:001	-	(,)	PUNC	,␣
jr001:001	4	Hilkia	PR.SG.GEN	Hilkian␣
jr001:001	3	poika	SG.GEN	pojan
jr001:001	-	(,)	PUNC	,␣
jr001:001	1	sana	PL.NOM	sanat
jr001:001	-	(.)	PUNC	.␣
jr001:001	7	tämä	DEM.SG.NOM	Tämä␣
jr001:001	-	(olla)	COP.ACT.PAST.3S	oli␣
jr001:001	8b	Anatot	PR.SG.INE	Anatotissa
jr001:001	8a	%case	LOC	
jr001:001	-	(,)	PUNC	,␣
jr001:001	10	Benjamin	PR.SG.GEN	Benjaminin␣
jr001:001	9b	maa	SG.INE	maassa
jr001:001	9a	%case	LOC	
jr001:001	-	(,)	PUNC	,␣
jr001:001	-	(asua:asuva)	ACT.PCP1.PL.PTV	asuvia␣
jr001:001	(6a) 6b	pappi	PL.PTV	pappeja
jr001:001	5	%case	PTV	
jr001:001	-	(.)	PUNC	.␣
jr001:002	jr001:002	jr001:002	VERSE	Jer␣1:2␣
jr001:002	1 5	hän	PERS.SG.ALL	Hänelle␣
jr001:002	2	tulla	ACT.PAST.3S	tuli␣
jr001:002	4	Herra	SG.GEN	Herran␣
jr001:002	3	sana	SG.NOM	sana␣
jr001:002	11	Juuda	PR.SG.GEN	Juudan␣
jr001:002	10	kuningas	SG.GEN	kuninkaan␣
jr001:002	7	Joosia	PR.SG.GEN	Joosian
jr001:002	-	(,)	PUNC	,␣
jr001:002	9	Aamon	PR.SG.GEN	Aamonin␣
jr001:002	8	poika	SG.GEN	pojan
jr001:002	-	(,)	PUNC	,␣
jr001:002	6b	päivä	PL.ESS	päivinä
jr001:002	6a	%case	ESS	
jr001:002	-	(,)	PUNC	,␣
jr001:002	pers%15b	tämä	DEM.SG.GEN	tämän␣
jr001:002	12b 13		ORD.SG.ESS	kolmantenatoista␣
jr001:002	12a	%case	ESS	
jr001:002	14 15b	hallitus_vuosi	SG.ESS	hallitusvuotena
jr001:002	15a	%case	ESS	
jr001:002	-	(,)	PUNC	,␣
jr001:003	jr001:003	jr001:003	VERSE	Jer␣1:3␣
jr001:003	1a	ja	CNJ	ja␣
jr001:003	1b	tulla	ACT.PAST.3S	tuli␣
jr001:003	-	(vielä)	ADV	vielä␣
jr001:003	7	Juuda	PR.SG.GEN	Juudan␣
jr001:003	6	kuningas	SG.GEN	kuninkaan␣
jr001:003	3	Joojakim	PR.SG.GEN	Joojakimin
jr001:003	-	(,)	PUNC	,␣
jr001:003	5	Joosia	PR.SG.GEN	Joosian␣
jr001:003	4	poika	SG.GEN	pojan
jr001:003	-	(,)	PUNC	,␣
jr001:003	2b	päivä	PL.ESS	päivinä␣
jr001:003	2a	%case	ESS	
jr001:003	-	(ja)	CNJ	ja␣
jr001:003	8	aina	ADV	aina␣
jr001:003	17	Juuda	PR.SG.GEN	Juudan␣
jr001:003	16	kuningas	SG.GEN	kuninkaan␣
jr001:003	13b	Sidkia	PR.SG.GEN	Sidkian
jr001:003	13a	%case	GEN	
jr001:003	-	(,)	PUNC	,␣
jr001:003	15	Joosia	PR.SG.GEN	Joosian␣
jr001:003	14	poika	SG.GEN	pojan
jr001:003	-	(,)	PUNC	,␣
jr001:003	10 11		ORD.SG.GEN	yhdennentoista␣
jr001:003	12	vuosi	SG.GEN	vuoden␣
jr001:003	9	loppuminen	DER.SG.ILL	loppumiseen␣
jr001:003	8	asti	POST	asti
jr001:003	-	(,)	PUNC	,␣
jr001:003	18	jolloin	ADV	jolloin␣
jr001:003	20	Jerusalem	PR.SG.GEN	Jerusalemin␣
jr001:003	-	(asukas)	PL.NOM	asukkaat␣
jr001:003	22b		ORD.SG.ESS	viidentenä␣
jr001:003	22a	%case	ESS	
jr001:003	21b	kuu_kausi	SG.ESS	kuukautena␣
jr001:003	21a	%case	ESS	
jr001:003	19	viedä	PSS.PAST	vietiin␣
jr001:003	19	pakko_siirtolaisuus	DER.SG.ILL	pakkosiirtolaisuuteen
jr001:003	-	(.)	PUNC	.␣
jr001:004	jr001:004	jr001:004	VERSE	Jer␣1:4␣
jr001:004	(1a)	-	UNTRANSLATED	
jr001:004	4	minä	PERS.SG.ALL	Minulle␣
jr001:004	1b	tulla	ACT.PAST.3S	tuli␣
jr001:004	-	(tämä)	DEM.SG.NOM	tämä␣
jr001:004	3	Herra	SG.GEN	Herran␣
jr001:004	2	sana	SG.NOM	sana
jr001:004	(5a) (5b)	-	UNTRANSLATED	
jr001:004	-	(:)	PUNC	:␣
jr001:005	jr001:005	jr001:005	VERSE	Jer␣1:5␣
jr001:005	-	(")	PUNC.LEFT	"
jr001:005	-	(jo)	ADV	Jo␣
jr001:005	1a 1b	ennen_kuin	SUBORD	ennenkuin␣
jr001:005	3	(minä)	PERS.SG.NOM	minä␣
jr001:005	3	valmistaa	ACT.PAST.1S	valmistin␣
jr001:005	pers%3	sinä	PERS.SG.ACC	sinut␣
jr001:005	4b	(äiti)	SG.GEN	äidin␣
jr001:005	4b	kohtu	SG.INE	kohdussa
jr001:005	4a	%case	LOC	
jr001:005	-	(,)	PUNC	,␣
jr001:005	5	(minä)	PERS.SG.NOM	minä␣
jr001:005	pers%5	sinä	PERS.SG.ACC	sinut␣
jr001:005	5	tuntea	ACT.PAST.1S	tunsin
jr001:005	-	(,)	PUNC	,␣
jr001:005	6a	ja	CNJ	ja␣
jr001:005	6b 6c	ennen_kuin	SUBORD	ennenkuin␣
jr001:005	7	(sinä)	PERS.SG.NOM	sinä␣
jr001:005	8b	äiti	SG.ELA	äidistä␣
jr001:005	8a	%case	LOC	
jr001:005	7	syntyä	ACT.PAST.2S	synnyit
jr001:005	-	(,)	PUNC	,␣
jr001:005	9	(minä)	PERS.SG.NOM	minä␣
jr001:005	pers%9	sinä	PERS.SG.ACC	sinut␣
jr001:005	9	pyhittää	ACT.PAST.1S	pyhitin
jr001:005	-	(;)	PUNC	;␣
jr001:005	12	(minä)	PERS.SG.NOM	minä␣
jr001:005	12	asettaa	ACT.PAST.1S	asetin␣
jr001:005	pers%12	sinä	PERS.SG.ACC	sinut␣
jr001:005	11b	kansa	PL.GEN	kansojen␣
jr001:005	11a	%case	GEN	
jr001:005	10	profeetta	SG.TRA	profeetaksi
jr001:005	-	(")	PUNC.RIGHT	"
jr001:005	-	(.)	PUNC	.␣
jr001:006	jr001:006	jr001:006	VERSE	Jer␣1:6␣
jr001:006	1a	mutta	CNJ	Mutta␣
jr001:006	1b	(minä)	PERS.SG.NOM	minä␣
jr001:006	1b	sanoa	ACT.PAST.1S	sanoin
jr001:006	-	(:)	PUNC	:␣
