1c001:001	1c001:001	1c001:001	VERSE	1Kr␣1:1␣
1c001:001	1	Paavali	PR.SG.NOM	Paavali
1c001:001	-	(,)	PUNC	,␣
1c001:001	4	Kristus	PR.SG.GEN	Kristuksen␣
1c001:001	5	Jeesus	PR.SG.GEN	Jeesuksen␣
1c001:001	2	kutsua:kutsuttu	PSS.PCP2.SG.NOM	kutsuttu␣
1c001:001	3	apostoli	SG.NOM	apostoli␣
1c001:001	8	Jumala	SG.GEN	Jumalan␣
1c001:001	7	tahto	SG.ELA	tahdosta
1c001:001	6	%case	LOC	
1c001:001	-	(,)	PUNC	,␣
1c001:001	9	ja	CNJ	ja␣
1c001:001	(11) 12	veli	SG.NOM	veli␣
1c001:001	10	Soostenes	PR.SG.NOM	Soostenes␣
1c001:002	1c001:002	1c001:002	VERSE	1Kr␣1:2␣
1c001:002	8a	Korintto	PR.SG.INE	Korintossa␣
1c001:002	7	%case	LOC	
1c001:002	(5) 6	olla:oleva	COP.ACT.PCP1.SG.ALL	olevalle␣
1c001:002	(3) 4	Jumala	SG.GEN	Jumalan␣
1c001:002	(1) 2	seurakunta	SG.ALL	seurakunnalle
1c001:002	8b	,	PUNC	,␣
1c001:002	11	Kristus	PR.SG.INE	Kristuksessa␣
1c001:002	12a	Jeesus	PR.SG.INE	Jeesuksessa␣
1c001:002	10	%case	LOC	
1c001:002	9	pyhittää:pyhitetty	PSS.PCP2.PL.ALL	pyhitetyille
1c001:002	12b	,	PUNC	,␣
1c001:002	13	(joka)	REL.PL.NOM	jotka␣
1c001:002	13	(olla)	COP.ACT.PRES.3P	ovat␣
1c001:002	13	kutsua:kutsuttu	PSS.PCP2.PL.NOM	kutsutut␣
1c001:002	-	(ja)	CNJ	ja␣
1c001:002	14a	pyhä	ADJ.PL.NOM	pyhät
1c001:002	14b	,	PUNC	,␣
1c001:002	15	ynnä		ynnä␣
1c001:002	16	kaikki	INDEF.PL.ALL	kaikille
1c001:002	-	(,)	PUNC	,␣
1c001:002	17	joka	REL.PL.NOM	jotka␣
1c001:002	18	apu	SG.TRA	avuksi␣
1c001:002	18	huutaa	ACT.PRES.3P	huutavat␣
1c001:002	23	me	PERS.PL.GEN	meidän␣
1c001:002	(21) 22	Herra	NOM&SGGEN.-1	Herramme␣
1c001:002	24	Jeesus	PR.SG.GEN	Jeesuksen␣
1c001:002	25	Kristus	PR.SG.GEN	Kristuksen␣
1c001:002	(19) 20	nimi	SG.PTV	nimeä␣
1c001:002	27	kaikki	INDEF.PL.INE	kaikissa␣
1c001:002	28a	paikka_kunta	PL.INE	paikkakunnissa
1c001:002	26	%case	LOC	
1c001:002	28b	,	PUNC	,␣
1c001:002	30	niin	ADV.AD-A	niin␣
1c001:002	29	oma	ADJ.PL.INE.-3	omissaan␣
1c001:002	30	kuin	SUBORD	kuin␣
1c001:002	31a	me	PERS.PL.GEN.-CLITIC	meidänkin
1c001:002	31b	.	PUNC	.␣
1c001:003	1c001:003	1c001:003	VERSE	1Kr␣1:3␣
1c001:003	1	armo	SG.NOM	Armo␣
1c001:003	2	te	PERS.PL.ALL	teille␣
1c001:003	3	ja	CNJ	ja␣
1c001:003	4	rauha	SG.NOM	rauha␣
1c001:003	6	Jumala	SG.ABL	Jumalalta
1c001:003	5	%case	LOC	
1c001:003	-	(,)	PUNC	,␣
1c001:003	8	me	PERS.PL.GEN	meidän␣
1c001:003	7	Isä	SG.ABL.-1	Isältämme
1c001:003	-	(,)	PUNC	,␣
1c001:003	9	ja	CNJ	ja␣
1c001:003	10	Herra	SG.ABL	Herralta␣
1c001:003	11	Jeesus	PR.SG.ABL	Jeesukselta␣
1c001:003	12a	Kristus	PR.SG.ABL	Kristukselta
1c001:003	-	(!)	PUNC	!␣
1c001:004	1c001:004	1c001:004	VERSE	1Kr␣1:4␣
1c001:004	1	(minä)	PERS.SG.NOM	Minä␣
1c001:004	1	kiittää	ACT.PRES.1S	kiitän␣
1c001:004	(2) 3	Jumala	SG.PTV.-1	Jumalaani␣
1c001:004	4	%pers	?	
1c001:004	5	aina	ADV	aina␣
1c001:004	7	te	PERS.PL.GEN	teidän␣
1c001:004	6	tähden	POST.-2	tähtenne␣
1c001:004	9	se	DEM.SG.ELA	siitä␣
1c001:004	(11) 12	Jumala	SG.GEN	Jumalan␣
1c001:004	10	armo	SG.ELA	armosta
1c001:004	8	%case	LOC	
1c001:004	-	(,)	PUNC	,␣
1c001:004	13	joka	REL.INDEF.SG.NOM	joka␣
1c001:004	14	(olla)	COP.ACT.PRES.3S	on␣
1c001:004	14	antaa	PSS.PCP2.PERF	annettu␣
1c001:004	15	te	PERS.PL.ALL	teille␣
1c001:004	17	Kristus	PR.SG.INE	Kristuksessa␣
1c001:004	18a	Jeesus	PR.SG.INE	Jeesuksessa
1c001:004	16	%case	LOC	
1c001:004	18b	,	PUNC	,␣
1c001:005	1c001:005	1c001:005	VERSE	1Kr␣1:5␣
1c001:005	1	että	SUBORD	että␣
1c001:005	3	kaikki	INDEF.SG.INE	kaikessa␣
1c001:005	2	%case	LOC	
1c001:005	4	(olla)	COP.ACT.PRES.2P	olette␣
1c001:005	4	rikastua	DER.ACT.PCP2.PERF	rikastuneet␣
1c001:005	6a	hän	PERS.SG.INE	hänessä
1c001:005	5	%case	LOC	
1c001:005	6b	,	PUNC	,␣
1c001:005	8	kaikki	INDEF.SG.INE	kaikessa␣
1c001:005	9	puhe	SG.INE	puheessa␣
1c001:005	7	%case	LOC	
1c001:005	10	ja	CNJ	ja␣
1c001:005	11	kaikki	INDEF.SG.INE	kaikessa␣
1c001:005	12a	tieto	SG.INE	tiedossa
1c001:005	12b	,	PUNC	,␣
