2q001:001	2q001:001	2q001:001	VERSE	2Ts␣1:1␣
2q001:001	1	Paavali	PR.SG.NOM	Paavali␣
2q001:001	2	ja	CNJ	ja␣
2q001:001	3	Silvanus	PR.SG.NOM	Silvanus␣
2q001:001	4	ja	CNJ	ja␣
2q001:001	5	Timoteus	PR.SG.NOM	Timoteus␣
2q001:001	8	tessalonikalainen	DER.ADJ.PL.GEN	tessalonikalaisten␣
2q001:001	(6) 7	seurakunta	SG.ALL	seurakunnalle␣
2q001:001	10	Jumala	SG.INE	Jumalassa
2q001:001	9	%case	LOC	
2q001:001	-	(,)	PUNC	,␣
2q001:001	12	me	PERS.PL.GEN	meidän␣
2q001:001	11	Isä	SG.INE.-1	Isässämme
2q001:001	-	(,)	PUNC	,␣
2q001:001	13	ja	CNJ	ja␣
2q001:001	14	Herra	SG.INE	Herrassa␣
2q001:001	15	Jeesus	PR.SG.INE	Jeesuksessa␣
2q001:001	16a	Kristus	PR.SG.INE	Kristuksessa
2q001:001	16b	.	PUNC	.␣
2q001:002	2q001:002	2q001:002	VERSE	2Ts␣1:2␣
2q001:002	1	armo	SG.NOM	Armo␣
2q001:002	2	te	PERS.PL.ALL	teille␣
2q001:002	3	ja	CNJ	ja␣
2q001:002	4	rauha	SG.NOM	rauha␣
2q001:002	7a	Isä	SG.ABL	Isältä␣
2q001:002	6	Jumala	SG.ABL	Jumalalta␣
2q001:002	5	%case	LOC	
2q001:002	(8a)	-	UNTRANSLATED	
2q001:002	9	ja	CNJ	ja␣
2q001:002	10	Herra	SG.ABL	Herralta␣
2q001:002	11	Jeesus	PR.SG.ABL	Jeesukselta␣
2q001:002	12a	Kristus	PR.SG.ABL	Kristukselta
2q001:002	5	%case	LOC	
2q001:002	-	(!)	PUNC	!␣
2q001:003	2q001:003	2q001:003	VERSE	2Ts␣1:3␣
2q001:003	2	(me)	PERS.PL.NOM	Me␣
2q001:003	2	olla	COP.ACT.PRES.1P	olemme␣
2q001:003	2	velvollinen	ADJ.PL.NOM	velvolliset␣
2q001:003	5	aina	ADV	aina␣
2q001:003	1	kiittää	INF3.ILL	kiittämään␣
2q001:003	(3) 4	Jumala	SG.PTV	Jumalaa␣
2q001:003	7a	te	PERS.PL.GEN	teidän␣
2q001:003	6	tähden	POST.-2	tähtenne
2q001:003	7b	,	PUNC	,␣
2q001:003	8a	veli	PL.NOM	veljet
2q001:003	8b	,	PUNC	,␣
2q001:003	9	niin_kuin	SUBORD	niinkuin␣
2q001:003	10	oikein	ADV	oikein␣
2q001:003	11a	olla	COP.ACT.PRES.3S.-CLITIC	onkin
2q001:003	11b	,	PUNC	,␣
2q001:003	12	koska	SUBORD	koska␣
2q001:003	16	te	PERS.PL.GEN	teidän␣
2q001:003	(14) 15	usko	NOM&SGGEN.-2	uskonne␣
2q001:003	13	runsaasti	DER.ADV.POS	runsaasti␣
2q001:003	13	kasvaa	ACT.PRES.3S	kasvaa␣
2q001:003	17	ja	CNJ	ja␣
2q001:003	26a	keskinäinen	ADJ.SG.NOM	keskinäinen␣
2q001:003	25	%case	NOM	
2q001:003	(19) 20	rakkaus	DER.NOM&SGGEN.-2	rakkautenne␣
2q001:003	18	lisääntyä	ACT.PRES.3S	lisääntyy␣
2q001:003	21 22	itse_kukin	REFL.SG.INE	itsekussakin
2q001:003	-	(,)	PUNC	,␣
2q001:003	23	kaikki	INDEF.PL.INE	kaikissa␣
2q001:003	24	te	PERS.PL.INE	teissä
2q001:003	26b	,	PUNC	,␣
2q001:004	2q001:004	2q001:004	VERSE	2Ts␣1:4␣
2q001:004	1	niin	ADV.AD-A	niin␣
2q001:004	1	että	SUBORD	että␣
2q001:004	3	me	PERS.PL.NOM	me␣
2q001:004	2	itse	REFL.SG.NOM.-CLITIC	itsekin␣
2q001:004	(10) 11	Jumala	SG.GEN	Jumalan␣
2q001:004	(8) 9	seurakunta	PL.INE	seurakunnissa␣
2q001:004	7	%case	LOC	
2q001:004	6	kerskata	ACT.PRES.1P	kerskaamme␣
2q001:004	5	te	PERS.PL.ELA	teistä
2q001:004	4	%case	LOC	
2q001:004	-	(,)	PUNC	,␣
2q001:004	15	te	PERS.PL.GEN	teidän␣
2q001:004	(13) 14	kärsivällisyys	DER.SG.ELA.-2	kärsivällisyydestänne␣
2q001:004	12	%case	LOC	
2q001:004	16	ja	CNJ	ja␣
2q001:004	17	usko	SG.ELA.-2	uskostanne␣
2q001:004	19	kaikki	INDEF.PL.INE	kaikissa␣
2q001:004	(20) 21	vaino	PL.INE.-2	vainoissanne␣
2q001:004	22	%pers	?	
2q001:004	18	%case	LOC	
2q001:004	23	ja	CNJ	ja␣
2q001:004	(24) 25	ahdistus	DER.PL.INE	ahdistuksissa
2q001:004	-	(,)	PUNC	,␣
2q001:004	26	joka	REL.PL.PTV	joita␣
2q001:004	27a	(te)	PERS.PL.ADE	teillä␣
2q001:004	27a	(olla)	COP.ACT.PRES.3S	on␣
2q001:004	27a	kestää:kestettävä	PSS.PCP1.SG.ESS	kestettävänä␣
2q001:005	2q001:005	2q001:005	VERSE	2Ts␣1:5␣
2q001:005	-	(ja)	CNJ	ja␣
2q001:005	-	(joka)	REL.PL.NOM	jotka␣
2q001:005	-	(olla)	COP.ACT.PRES.3P	ovat␣
2q001:005	1	osoitus	DER.SG.ESS	osoituksena␣
2q001:005	(5) 6	Jumala	SG.GEN	Jumalan␣
2q001:005	(2) 3	vanhurskas	ADJ.SG.ELA	vanhurskaasta␣
2q001:005	4	tuomio	SG.ELA	tuomiosta
2q001:005	-	(,)	PUNC	,␣
2q001:005	7	että	SUBORD	että␣
2q001:005	10	te	PERS.PL.ACC	teidät␣
2q001:005	(8) 9	katsoa	PSS.COND	katsottaisiin␣
2q001:005	(8) 9	arvollinen	DER.ADJ.PL.TRA	arvollisiksi␣
2q001:005	(13) 14a	Jumala	SG.GEN	Jumalan␣
2q001:005	(11) 12	valta_kunta	SG.ILL	valtakuntaan
2q001:005	14b	,	PUNC	,␣
2q001:005	16	joka	REL.SG.GEN	jonka␣
2q001:005	15	tähden	POST	tähden␣
2q001:005	18a	kärsiä	ACT.PRES.2P.-CLITIC	kärsittekin
2q001:005	17	%clitic	kin	
2q001:005	18b	,	PUNC	,␣
2q001:006	2q001:006	2q001:006	VERSE	2Ts␣1:6␣
2q001:006	1	koska	SUBORD.-CLITIC	koskapa␣
2q001:006	4	Jumala	SG.NOM	Jumala␣
2q001:006	3	%case	NOM	
2q001:006	2	(katsoa)	ACT.PRES.3S	katsoo␣
2q001:006	2	oikea	ADJ.SG.TRA	oikeaksi␣
2q001:006	5	kostaa	INF1.LAT	kostaa␣
2q001:006	9	ahdistus	DER.SG.ADE	ahdistuksella␣
2q001:006	6	ne	DEM.PL.ALL	niille
2q001:006	-	(,)	PUNC	,␣
2q001:006	6	joka	REL.PL.NOM	jotka␣
2q001:006	8	te	PERS.PL.PTV	teitä␣
2q001:006	7	ahdistaa	ACT.PRES.3P	ahdistavat
2q001:006	-	(,)	PUNC	,␣
2q001:007	2q001:007	2q001:007	VERSE	2Ts␣1:7␣
2q001:007	1	ja	CNJ	ja␣
2q001:007	-	(antaa)	ACT.PRES.3S	antaa␣
2q001:007	2	te	PERS.PL.ALL	teille
2q001:007	-	(,)	PUNC	,␣
2q001:007	3	joka	REL.PL.PTV	joita␣
2q001:007	4	ahdistaa	PSS.PRES	ahdistetaan
2q001:007	-	(,)	PUNC	,␣
2q001:007	5	lepo	SG.GEN	levon␣
2q001:007	6	yhdessä	ADV	yhdessä␣
2q001:007	7a	me	PERS.PL.GEN	meidän␣
2q001:007	6	kanssa	POST.-1	kanssamme
2q001:007	7b	,	PUNC	,␣
2q001:007	8	kun	SUBORD	kun␣
2q001:007	(11) 12	Herra	SG.NOM	Herra␣
2q001:007	13	Jeesus	PR.SG.NOM	Jeesus␣
2q001:007	10 (9)	ilmestyä	ACT.PRES.3S	ilmestyy␣
2q001:007	15	taivas	SG.ELA	taivaasta␣
2q001:007	14	%case	LOC	
2q001:007	18	voima	DER.NOM&SGGEN.-3	voimansa␣
2q001:007	19	%pers	3	
2q001:007	17	enkeli	PL.GEN	enkelien␣
2q001:007	16	kanssa	POST	kanssa␣
2q001:008	2q001:008	2q001:008	VERSE	2Ts␣1:8␣
2q001:008	2	tuli	SG.GEN	tulen␣
2q001:008	1	%case	GEN	
2q001:008	3a	liekki	SG.INE	liekissä␣
2q001:008	-	(ja)	CNJ	ja␣
2q001:008	4 5	kostaa	ACT.PRES.3S	kostaa␣
2q001:008	6	ne	DEM.PL.ALL	niille
2q001:008	-	(,)	PUNC	,␣
2q001:008	6	joka	REL.PL.NOM	jotka␣
2q001:008	7	ei	NEGV.3P	eivät␣
2q001:008	8	tuntea	ACT.PRES.NEG	tunne␣
2q001:008	9	Jumala	SG.PTV	Jumalaa␣
2q001:008	12	ei	NEGV.3P.-CLITIC	eivätkä␣
2q001:008	10	%clitic	kA	
2q001:008	(11)	-	UNTRANSLATED	
2q001:008	13	olla	COP.ACT.PRES.NEG	ole␣
2q001:008	13	kuuliainen	ADJ.PL.PTV	kuuliaisia␣
2q001:008	18	me	PERS.PL.GEN	meidän␣
2q001:008	(16) 17	Herra	NOM&SGGEN.-1	Herramme␣
2q001:008	19a	Jeesus	PR.SG.GEN	Jeesuksen␣
2q001:008	(14) 15	evankeliumi	SG.ALL	evankeliumille
2q001:008	19b	.	PUNC	.␣
2q001:009	2q001:009	2q001:009	VERSE	2Ts␣1:9␣
2q001:009	1	he	PERS.PL.PTV	Heitä␣
2q001:009	3	kohdata	ACT.PRES.3S	kohtaa␣
2q001:009	-	(silloin)	ADV	silloin␣
2q001:009	2	rangaistus	SG.TRA	rangaistukseksi␣
2q001:009	5	iankaikkinen	ADJ.SG.NOM	iankaikkinen␣
2q001:009	4	kadotus	DER.SG.NOM	kadotus␣
2q001:009	(8) 9	Herra	SG.GEN	Herran␣
2q001:009	7	kasvot	PL.ELA	kasvoista␣
2q001:009	6	%case	LOC	
2q001:009	10	ja	CNJ	ja␣
2q001:009	16a	hän	PERS.SG.GEN	hänen␣
2q001:009	(14) 15	voima	DER.NOM&SGGEN.-3	voimansa␣
2q001:009	(12) 13	kirkkaus	DER.SG.ELA	kirkkaudesta
2q001:009	11	%case	LOC	
2q001:009	16b	,	PUNC	,␣
2q001:010	2q001:010	2q001:010	VERSE	2Ts␣1:10␣
2q001:010	1	kun	SUBORD	kun␣
2q001:010	2	(hän)	PERS.SG.NOM	hän␣
2q001:010	24a	se	DEM.SG.ESS	sinä␣
2q001:010	(22) 23	päivä	SG.ESS	päivänä␣
2q001:010	21	%case	ESS	
2q001:010	2	tulla	ACT.PRES.3S	tulee
2q001:010	-	(,)	PUNC	,␣
2q001:010	3	(että)	SUBORD	että␣
2q001:010	3	(hän)	PERS.SG.NOM	hän␣
2q001:010	3	kirkastua	DER.ACT.COND.3S	kirkastuisi␣
2q001:010	(5) 6	pyhä	ADJ.PL.INE.-3	pyhissänsä␣
2q001:010	7	%pers	3	
2q001:010	4	%case	LOC	
2q001:010	8	ja	CNJ	ja␣
2q001:010	9	(olla)	COP.ACT.COND.3S	olisi␣
2q001:010	9	ihmeteltävä	ADJ.SG.NOM	ihmeteltävä␣
2q001:010	11	kaikki	INDEF.PL.INE	kaikissa␣
2q001:010	(12) 13a	uskova	ADJ.PL.INE	uskovissa
2q001:010	10	%case	LOC	
2q001:010	-	(,)	PUNC	,␣
2q001:010	14	sillä	SUBORD	sillä␣
2q001:010	20a	te	PERS.PL.NOM	te␣
2q001:010	19	%case	NOM	
2q001:010	15	(olla)	COP.ACT.PRES.2P	olette␣
2q001:010	15	uskoa	ACT.PCP2.PERF	uskoneet␣
2q001:010	18	me	PERS.PL.GEN	meidän␣
2q001:010	(16) 17	todistus	DER.NOM&SGGEN.-1	todistuksemme
2q001:010	24b	.	PUNC	.␣
2q001:011	2q001:011	2q001:011	VERSE	2Ts␣1:11␣
2q001:011	2	se	DEM.SG.PTV	Sitä␣
2q001:011	1	varten	POST	varten␣
2q001:011	4	(me)	PERS.PL.NOM	me␣
2q001:011	5	aina	ADV	aina␣
2q001:011	4	rukoilla	ACT.PRES.1P.-CLITIC	rukoilemmekin␣
2q001:011	3	%clitic	kin	
2q001:011	7a	te	PERS.PL.GEN	teidän␣
2q001:011	6	puolesta	DER.POST.-2	puolestanne
2q001:011	7b	,	PUNC	,␣
2q001:011	8	että	SUBORD	että␣
2q001:011	15	me	PERS.PL.GEN	meidän␣
2q001:011	(13) 14	Jumala	NOM&SGGEN.-1	Jumalamme␣
2q001:011	10	katsoa	ACT.COND.3S	katsoisi␣
2q001:011	9	te	PERS.PL.ACC	teidät␣
2q001:011	(11) 12	kutsuminen	DER.NOM&SGGEN.-3	kutsumisensa␣
2q001:011	10	arvoinen	ADJ.PL.TRA	arvoisiksi␣
2q001:011	16	ja	CNJ	ja␣
2q001:011	25a	voimallinen	DER.ADJ.MAN	voimallisesti␣
2q001:011	24	%case	MAN	
2q001:011	17	saattaa	ACT.COND.3S	saattaisi␣
2q001:011	17	täydellinen	ADJ.SG.TRA	täydelliseksi␣
2q001:011	18	kaikki	INDEF.SG.GEN	kaiken␣
2q001:011	-	(te)	PERS.PL.GEN	teidän␣
2q001:011	19	halu	NOM&SGGEN.-2	halunne␣
2q001:011	20	hyvä	ADJ.SG.ILL	hyvään␣
2q001:011	21	ja	CNJ	ja␣
2q001:011	-	(te)	PERS.PL.GEN	teidän␣
2q001:011	23	usko	NOM&SGGEN.-2	uskonne␣
2q001:011	22	teko	PL.NOM	teot
2q001:011	25b	,	PUNC	,␣
2q001:012	2q001:012	2q001:012	VERSE	2Ts␣1:12␣
2q001:012	1	että	SUBORD	että␣
2q001:012	7	me	PERS.PL.GEN	meidän␣
2q001:012	(5) 6	Herra	NOM&SGGEN.-1	Herramme␣
2q001:012	8	Jeesus	PR.SG.GEN	Jeesuksen␣
2q001:012	(3) 4	nimi	SG.NOM	nimi␣
2q001:012	10a	te	PERS.PL.INE	teissä␣
2q001:012	9	%case	LOC	
2q001:012	2	kirkastua	DER.ACT.COND.3S	kirkastuisi␣
2q001:012	11	ja	CNJ	ja␣
2q001:012	12	te	PERS.PL.NOM	te␣
2q001:012	14a	hän	PERS.SG.INE	hänessä
2q001:012	13	%case	LOC	
2q001:012	14b	,	PUNC	,␣
2q001:012	20	me	PERS.PL.GEN	meidän␣
2q001:012	(18) 19	Jumala	NOM&SGGEN.-1	Jumalamme␣
2q001:012	21	ja	CNJ	ja␣
2q001:012	22	Herra	SG.GEN	Herran␣
2q001:012	23	Jeesus	PR.SG.GEN	Jeesuksen␣
2q001:012	24a	Kristus	PR.SG.GEN	Kristuksen␣
2q001:012	(16) 17	armo	SG.GEN	armon␣
2q001:012	15	mukaan	POST	mukaan
2q001:012	24b	.	PUNC	.␣
2q002:001	2q002:001	2q002:001	VERSE	2Ts␣2:1␣
2q002:001	-	(mutta)	CNJ	Mutta␣
2q002:001	5	mikä	INT.REL.SG.PTV	mitä␣
2q002:001	5	tulla	ACT.PRES.3S	tulee␣
2q002:001	10	me	PERS.PL.GEN	meidän␣
2q002:001	(8) 9	Herra	NOM&SGGEN.-1	Herramme␣
2q002:001	11	Jeesus	PR.SG.GEN	Jeesuksen␣
2q002:001	12	Kristus	PR.SG.GEN	Kristuksen␣
2q002:001	(6) 7	tulemus	SG.ILL	tulemukseen␣
2q002:001	13	ja	CNJ	ja␣
2q002:001	14	me	PERS.PL.GEN	meidän␣
2q002:001	15	kokoontuminen	DER.SG.ILL.-1	kokoontumiseemme␣
2q002:001	17	hän	PERS.SG.GEN	hänen␣
2q002:001	16	tykö	POST.-3	tykönsä
2q002:001	-	(,)	PUNC	,␣
2q002:001	2	niin	ADV.AD-A	niin␣
2q002:001	1	(me)	PERS.PL.NOM	me␣
2q002:001	1	pyytää	ACT.PRES.1P	pyydämme␣
2q002:001	3a	te	PERS.PL.PTV	teitä
2q002:001	-	(,)	PUNC	,␣
2q002:001	4a	veli	PL.NOM	veljet
2q002:001	-	(,)	PUNC	,␣
2q002:002	2q002:002	2q002:002	VERSE	2Ts␣2:2␣
2q002:002	12 3	ettei	NEGV.2P	ettette␣
2q002:002	voice%5	antaa	ACT.PRES.NEG	anna␣
2q002:002	-	(mikään)	INDEF.SG.GEN	minkään␣
2q002:002	14	henki	SG.GEN	hengen␣
2q002:002	13	%case	GEN	
2q002:002	15	ei	NEGV.2P.-CLITIC	ettekä␣
2q002:002	17	sana	SG.GEN	sanan␣
2q002:002	16	%case	GEN	
2q002:002	18	ei	NEGV.2P.-CLITIC	ettekä␣
2q002:002	-	(mikään)	INDEF.SG.GEN	minkään␣
2q002:002	21	muka	ADV	muka␣
2q002:002	23a	me	PERS.PL.GEN	meidän␣
2q002:002	pro%22	lähettää:lähettämä	PCPA.NOM&SGGEN.-1	lähettämämme␣
2q002:002	20	kirje	SG.GEN	kirjeen␣
2q002:002	19	%case	GEN	
2q002:002	4	heti	ADV	heti␣
2q002:002	(2) 5	järkyttää	DER.INF1.LAT	järkyttää␣
2q002:002	1	%case	LAT	
2q002:002	6	itse	REFL.SG.PTV.-2	itseänne
2q002:002	-	(,)	PUNC	,␣
2q002:002	-	(niin)	ADV.AD-A	niin␣
2q002:002	-	(että)	SUBORD	että␣
2q002:002	pro%7	menettää	ACT.PRES.2P	menetätte␣
2q002:002	(8) 9	mieli	NOM&SGGEN.-2	mielenne␣
2q002:002	pro%7	maltti	SG.GEN	maltin
2q002:002	-	(,)	PUNC	,␣
2q002:002	10	ei	NEGV.2P.-CLITIC	ettekä␣
2q002:002	voice%11a	antaa	ACT.PRES.NEG	anna␣
2q002:002	-	(ne)	DEM.PL.GEN	niiden␣
2q002:002	11a	itse	REFL.SG.PTV.-2	itseänne␣
2q002:002	11a	peljästyttää	DER.INF1.LAT	peljästyttää
2q002:002	23b	,	PUNC	,␣
2q002:002	24 25	ikään_kuin	SUBORD	ikäänkuin␣
2q002:002	(29) 30a	Herra	SG.GEN	Herran␣
2q002:002	(27) 28	päivä	SG.NOM	päivä␣
