ac001:001	ac001:001	ac001:001	VERSE	Apt␣1:1␣
ac001:001	3	edellinen	ADJ.SG.INE	Edellisessä␣
ac001:001	(2)	-	UNTRANSLATED	
ac001:001	(1) 4	kertomus	SG.INE.-1	kertomuksessani␣
ac001:001	5	kirjoittaa	ACT.PAST.1S	kirjoitin
ac001:001	-	(,)	PUNC	,␣
ac001:001	8	oi	INTJ	oi␣
ac001:001	9a	Teofilus	PR.SG.NOM	Teofilus
ac001:001	-	(,)	PUNC	,␣
ac001:001	7a	kaikki	INDEF.SG.ELA	kaikesta
ac001:001	6	%case	LOC	
ac001:001	9b	,	PUNC	,␣
ac001:001	10	mikä	INT.REL.SG.PTV	mitä␣
ac001:001	(12) 13	Jeesus	PR.SG.NOM	Jeesus␣
ac001:001	11	alkaa	ACT.PAST.3S	alkoi␣
ac001:001	14	tehdä	INF1.LAT	tehdä␣
ac001:001	15 16	ja	CNJ	ja␣
ac001:001	17a	opettaa	INF1.LAT	opettaa
ac001:001	17b	,	PUNC	,␣
ac001:002	ac001:002	ac001:002	VERSE	Apt␣1:2␣
ac001:002	1	hamassa,hamasta,hamaan	ADJ.SG.ILL	hamaan␣
ac001:002	2	se	DEM.SG.ILL	siihen␣
ac001:002	3	päivä	SG.ILL	päivään␣
ac001:002	1	asti	POST	asti
ac001:002	-	(,)	PUNC	,␣
ac001:002	2	joka	REL.SG.ESS	jona␣
ac001:002	12a	(hän)	PERS.SG.ACC	hänet␣
ac001:002	12a	ottaa	PSS.PAST	otettiin␣
ac001:002	12a	ylös	ADV	ylös
ac001:002	-	(,)	PUNC	,␣
ac001:002	4	(sitten_kuin)	SUB	sittenkuin␣
ac001:002	-	(hän)	PERS.SG.NOM	hän␣
ac001:002	9	Pyhä	ADJ.SG.GEN	Pyhän␣
ac001:002	8	Henki	SG.GEN	Hengen␣
ac001:002	7	kautta	PREP	kautta␣
ac001:002	4	(olla)	COP.ACT.PAST.3S	oli␣
ac001:002	4	antaa	ACT.PCP2.PERF	antanut␣
ac001:002	4	käsky	NOM&SGGEN.-3	käskynsä␣
ac001:002	(5) 6	apostoli	PL.ALL	apostoleille
ac001:002	-	(,)	PUNC	,␣
ac001:002	10	joka	REL.PL.NOM	jotka␣
ac001:002	11	(hän)	PERS.SG.NOM	hän␣
ac001:002	11	(olla)	COP.ACT.PAST.3S	oli␣
ac001:002	11	valita	ACT.PCP2.PERF	valinnut
ac001:002	12b	,	PUNC	,␣
ac001:003	ac001:003	ac001:003	VERSE	Apt␣1:3␣
ac001:003	2	ja	CNJ	ja␣
ac001:003	1	joka	REL.PL.ALL	joille␣
ac001:003	3	(hän)	PERS.SG.NOM	hän␣
ac001:003	2	myös	ADV	myös␣
ac001:003	(7) 8	kärsiminen	DER.NOM&SGGEN.-3	kärsimisensä␣
ac001:003	9	%pers	3	
ac001:003	6	jälkeen	PREP	jälkeen␣
ac001:003	11	moninainen	ADJ.PL.GEN	moninaisten␣
ac001:003	12a	epäämätön	DER.ADJ.PL.GEN	epäämättömien␣
ac001:003	12a	todistus	DER.PL.GEN	todistusten␣
ac001:003	10	kautta	PREP	kautta␣
ac001:003	3	osoittaa	ACT.PAST.3S	osoitti␣
ac001:003	4	%case	?	
ac001:003	5	elää	ACT.PCP1.-3.REFR	elävänsä
ac001:003	12b	,	PUNC	,␣
ac001:003	16	ilmestyä	ACT.INF2.MAN	ilmestyen␣
ac001:003	17	he	PERS.PL.ALL	heille␣
ac001:003	15	40	NUM.SG.GEN	neljänkymmenen␣
ac001:003	14	päivä	SG.GEN	päivän␣
ac001:003	13	aika	SG.ESS	aikana␣
ac001:003	18	ja	CNJ	ja␣
ac001:003	19	puhua	ACT.INF2.MAN	puhuen␣
ac001:003	(20)	-	UNTRANSLATED	
ac001:003	(24) 25a	Jumala	SG.GEN	Jumalan␣
ac001:003	(22) 23	valta_kunta	SG.ELA	valtakunnasta
ac001:003	21	%case	LOC	
ac001:003	25b	.	PUNC	.␣
ac001:004	ac001:004	ac001:004	VERSE	Apt␣1:4␣
ac001:004	1	ja	CNJ	Ja␣
ac001:004	2	(kun)	SUBORD	kun␣
ac001:004	2	(hän)	PERS.SG.NOM	hän␣
ac001:004	2	olla	COP.ACT.PAST.3S	oli␣
ac001:004	2	yhdessä	ADV	yhdessä␣
ac001:004	-	(he)	PERS.PL.GEN	heidän␣
ac001:004	2	kanssa	POST.-3	kanssansa
ac001:004	-	(,)	PUNC	,␣
ac001:004	3	käskeä	ACT.PAST.3S	käski␣
ac001:004	3	(hän)	PERS.SG.NOM	hän␣
ac001:004	4	he	PERS.PL.PTV	heitä␣
ac001:004	-	(ja)	CNJ	ja␣
ac001:004	-	(sanoa)	ACT.PAST.3S	sanoi
ac001:004	-	(:)	PUNC	:␣
ac001:004	-	(")	PUNC.LEFT	"
ac001:004	7	älä	NEGV.ACT.IMP.2P	Älkää␣
ac001:004	8	lähteä	ACT.IMP.NEG	lähtekö␣
ac001:004	6	Jerusalem	PR.SG.ELA	Jerusalemista
ac001:004	5	%case	LOC	
ac001:004	-	(,)	PUNC	,␣
ac001:004	9	vaan	SUBORD	vaan␣
ac001:004	10	odottaa	ACT.IMP.2P	odottakaa␣
ac001:004	(13) 14	Isä	SG.ABL	Isältä␣
ac001:004	-	(se)	DEM.SG.GEN	sen␣
ac001:004	(11) 12	lupaus	DER.SG.GEN	lupauksen␣
ac001:004	-	(täyttyminen)	DER.SG.PTV	täyttymistä
ac001:004	-	(,)	PUNC	,␣
ac001:004	15	joka	REL.SG.GEN	jonka␣
ac001:004	-	(te)	PERS.PL.NOM	te␣
ac001:004	16	(olla)	COP.ACT.PRES.2P	olette␣
ac001:004	17a	minä	PERS.SG.ABL	minulta␣
ac001:004	16	kuulla	ACT.PCP2.PERF	kuulleet
ac001:004	17b	.	PUNC	.␣
ac001:005	ac001:005	ac001:005	VERSE	Apt␣1:5␣
ac001:005	1	sillä	SUBORD	Sillä␣
ac001:005	2	Johannes	PR.SG.NOM	Johannes␣
ac001:005	(3)	-	UNTRANSLATED	
ac001:005	4	kastaa	ACT.PAST.3S	kastoi␣
ac001:005	5a	vesi	SG.ADE	vedellä
ac001:005	5b	,	PUNC	,␣
ac001:005	7	mutta	CNJ	mutta␣
ac001:005	6	te	PERS.PL.ACC	teidät␣
ac001:005	10	kastaa	PSS.PRES	kastetaan␣
ac001:005	11	Pyhä	ADJ.SG.ADE	Pyhällä␣
ac001:005	9	Henki	SG.ADE	Hengellä
ac001:005	8	%case	LOC	
ac001:005	-	(,)	PUNC	,␣
ac001:005	12	ei	NEGV.3S	ei␣
ac001:005	14	kauan	ADV	kauan␣
ac001:005	15	nämä	DEM.PL.GEN	näitten␣
ac001:005	16a	päivä	PL.GEN	päivien␣
ac001:005	13	jälkeen	PREP	jälkeen
ac001:005	16b	.	PUNC	.
ac001:005	16b	"	PUNC.RIGHT	"␣
ac001:006	ac001:006	ac001:006	VERSE	Apt␣1:6␣
ac001:006	2 3	niin	ADV.AD-A	Niin␣
ac001:006	1	he	PERS.PL.NOM	he␣
ac001:006	4	olla	COP.ACT.INF2.INE.-3	ollessansa␣
ac001:006	4	koolla	ADV	koolla␣
ac001:006	5	kysyä	ACT.PAST.3P	kysyivät␣
ac001:006	6	hän	PERS.SG.ABL	häneltä␣
ac001:006	7a	sanoa	ACT.INF2.MAN	sanoen
ac001:006	7b	:	PUNC	:␣
ac001:006	7b	"	PUNC.LEFT	"
ac001:006	8a	Herra	SG.NOM	Herra
ac001:006	8b	,	PUNC	,␣
ac001:006	13	tämä	DEM.SG.ADE.-CLITIC	tälläkö␣
ac001:006	9	%clitic	kO	
ac001:006	(11) 12	aika	SG.ADE	ajalla␣
ac001:006	10	%case	LOC	
ac001:006	14	(sinä)	PERS.SG.NOM	sinä␣
ac001:006	14	jälleen	ADV	jälleen␣
ac001:006	14	rakentaa	ACT.PRES.2S	rakennat␣
ac001:006	(17) 18a	Israel	PR.SG.ALL	Israelille␣
ac001:006	(15) 16	valta_kunta	SG.GEN	valtakunnan
ac001:006	-	(?)	PUNC	?
ac001:006	18b	"	PUNC.RIGHT	"␣
ac001:007	ac001:007	ac001:007	VERSE	Apt␣1:7␣
ac001:007	1	(hän)	PERS.SG.NOM	Hän␣
ac001:007	1	sanoa	ACT.PAST.3S	sanoi␣
ac001:007	(2)	-	UNTRANSLATED	
ac001:007	4a	he	PERS.PL.ALL	heille
ac001:007	3	%case	LOC	
ac001:007	4b	:	PUNC	:␣
ac001:007	4b	"	PUNC.LEFT	"
ac001:007	5	ei	NEGV.3S	Ei␣
ac001:007	7	olla	COP.ACT.PRES.NEG	ole␣
ac001:007	6	te	PERS.PL.GEN	teidän␣
ac001:007	-	(asia)	NOM&SGGEN.-2	asianne␣
