hg001:001	hg001:001	hg001:001	VERSE	Hag␣1:1␣
hg001:001	(4a) 4b	kuningas	SG.NOM	Kuningas␣
hg001:001	3b	Daarejaves	PR.SG.GEN	Daarejaveksen␣
hg001:001	3a	%case	GEN	
hg001:001	2		ORD.SG.ESS	toisena␣
hg001:001	1b	vuosi	SG.ESS	vuotena
hg001:001	1a	%case	ESS	
hg001:001	-	(,)	PUNC	,␣
hg001:001	(6a) 6b		ORD.SG.INE	kuudennessa␣
hg001:001	5b	kuu	SG.INE	kuussa
hg001:001	5a	%case	LOC	
hg001:001	-	(,)	PUNC	,␣
hg001:001	9b	kuu_kausi	SG.GEN	kuukauden␣
hg001:001	9a	%case	GEN	
hg001:001	8		ORD.SG.ESS	ensimmäisenä␣
hg001:001	7b	päivä	SG.ESS	päivänä
hg001:001	7a	%case	ESS	
hg001:001	-	(,)	PUNC	,␣
hg001:001	10	tulla	ACT.PAST.3S	tuli␣
hg001:001	-	(tämä)	DEM.SG.NOM	tämä␣
hg001:001	12	Herra	SG.GEN	Herran␣
hg001:001	11	sana	SG.NOM	sana␣
hg001:001	(15a) 15b	profeetta	SG.NOM	profeetta␣
hg001:001	14	Haggai	PR.SG.GEN	Haggain␣
hg001:001	13b	kautta	PREP	kautta␣
hg001:001	13a	%case	?	
hg001:001	21	Juuda	PR.SG.GEN	Juudan␣
hg001:001	20	käskyn_haltija	SG.ALL	käskynhaltijalle␣
hg001:001	17	Serubbaabel	PR.SG.ALL	Serubbaabelille
hg001:001	16	%case	LOC	
hg001:001	-	(,)	PUNC	,␣
hg001:001	19	Sealtiel	PR.SG.GEN	Sealtielin␣
hg001:001	18	poika	SG.ALL	pojalle
hg001:001	-	(,)	PUNC	,␣
hg001:001	22a	ja	CNJ	ja␣
hg001:001	(27a) 27b	ylimmäinen	ADJ.SG.ALL	ylimmäiselle␣
hg001:001	(26a) 26b	pappi	SG.ALL	papille␣
hg001:001	23	Joosua	PR.SG.ALL	Joosualle
hg001:001	22b	%case	LOC	
hg001:001	-	(,)	PUNC	,␣
hg001:001	25	Joosadak	PR.SG.GEN	Joosadakin␣
hg001:001	24	poika	SG.ALL	pojalle
hg001:001	(28a) (28b)	-	UNTRANSLATED	
hg001:001	-	(:)	PUNC	:␣
hg001:002	hg001:002	hg001:002	VERSE	Hag␣1:2␣
hg001:002	-	(")	PUNC.LEFT	"
hg001:002	1	näin	ADV.AD-A	Näin␣
hg001:002	2	sanoa	ACT.PRES.3S	sanoo␣
hg001:002	3	Herra	SG.NOM	Herra␣
hg001:002	4	Sebaot	PR.SG.NOM	Sebaot
hg001:002	(5a) (5b)	-	UNTRANSLATED	
hg001:002	-	(:)	PUNC	:␣
hg001:002	(7a) 7b	tämä	DEM.SG.NOM	Tämä␣
hg001:002	(6a) 6b	kansa	SG.NOM	kansa␣
hg001:002	8	sanoa	ACT.PRES.3S	sanoo
hg001:002	-	(:)	PUNC	:␣
hg001:002	10	aika	SG.NOM	Aika␣
hg001:002	9	ei	NEGV.3S	ei␣
hg001:002	11	(olla)	COP.ACT.PRES.NEG	ole␣
hg001:002	11	tulla	ACT.PCP2.PERF	tullut␣
hg001:002	15b	rakentaa	INF1.LAT	rakentaa␣
hg001:002	15a	%case	LAT	
hg001:002	14	Herra	SG.GEN	Herran␣
hg001:002	13	huone	SG.PTV	huonetta
hg001:002	12	%case	PTV	
hg001:002	-	(")	PUNC.RIGHT	"
hg001:002	-	(.)	PUNC	.␣
hg001:003	hg001:003	hg001:003	VERSE	Hag␣1:3␣
hg001:003	1a	mutta	CNJ	Mutta␣
hg001:003	(6a) 6b	profeetta	SG.NOM	profeetta␣
hg001:003	5	Haggai	PR.SG.GEN	Haggain␣
hg001:003	4b	kautta	PREP	kautta␣
hg001:003	4a	%case	?	
hg001:003	1b	tulla	ACT.PAST.3S	tuli␣
hg001:003	7a 7b	tämä	DEM.SG.NOM	tämä␣
hg001:003	3	Herra	SG.GEN	Herran␣
hg001:003	2	sana	SG.NOM	sana
hg001:003	-	(:)	PUNC	:␣
hg001:004	hg001:004	hg001:004	VERSE	Hag␣1:4␣
hg001:004	-	(")	PUNC.LEFT	"
hg001:004	1a	olla	COP.ACT.PRES.3S.-CLITIC	Onko␣
hg001:004	-	(sitten)	ADV	sitten␣
hg001:004	1b	aika	SG.NOM	aika␣
hg001:004	(2)	-	UNTRANSLATED	
hg001:004	3	te	PERS.PL.GEN	teidän␣
hg001:004	4b	asua	INF1.LAT	asua␣
hg001:004	4a	%case	LAT	
hg001:004	6	paneli	SG.ADE	panelilla␣
hg001:004	6	kaunistaa:kaunistettu	PSS.PCP2.PL.INE	kaunistetuissa␣
hg001:004	5b	huone	PL.INE.-2	huoneissanne
hg001:004	5a	%case	LOC	
hg001:004	-	(,)	PUNC	,␣
hg001:004	7a	kun	SUBORD	kun␣
hg001:004	(8a) 8b	tämä	DEM.SG.NOM	tämä␣
hg001:004	(7b) 7c	huone	SG.NOM	huone␣
hg001:004	-	(olla)	COP.ACT.PRES.3S	on␣
hg001:004	9	raunio	SG.ESS	rauniona
hg001:004	-	(?)	PUNC	?␣
hg001:005	hg001:005	hg001:005	VERSE	Hag␣1:5␣
hg001:005	1a	ja	CNJ	Ja␣
hg001:005	1b	nyt	ADV	nyt␣
hg001:005	3	sanoa	ACT.PRES.3S	sanoo␣
hg001:005	4	Herra	SG.NOM	Herra␣
hg001:005	5	Sebaot	PR.SG.NOM	Sebaot␣
hg001:005	2	näin	ADV.AD-A	näin
hg001:005	-	(:)	PUNC	:␣
hg001:005	6 7	ottaa	ACT.IMP.2P	Ottakaa␣
hg001:005	6 7	vaari	DER.ADV	vaari␣
hg001:005	9	tie	PL.ELA.-2	teistänne
hg001:005	8	%case	LOC	
hg001:005	-	(.)	PUNC	.␣
hg001:006	hg001:006	hg001:006	VERSE	Hag␣1:6␣
hg001:006	1	(te)	PERS.PL.NOM	Te␣
hg001:006	1	kylvää	ACT.PRES.2P	kylvätte␣
hg001:006	2	paljon	ADV.AD-A	paljon
hg001:006	-	(,)	PUNC	,␣
hg001:006	3a	mutta	CNJ	mutta␣
hg001:006	3b	saada	ACT.PRES.2P	saatte␣
hg001:006	4	vähän	ADV	vähän
hg001:006	-	(.)	PUNC	.␣
hg001:006	nf%5	te	PERS.PL.NOM	Te␣
hg001:006	5	syödä	ACT.PRES.2P	syötte
hg001:006	-	(,)	PUNC	,␣
hg001:006	6a	mutta	CNJ	mutta␣
hg001:006	6b	ei	NEGV.2P	ette␣
hg001:006	7b	tulla	ACT.PRES.NEG	tule␣
hg001:006	7b	ravita:ravittu	PSS.PCP2.PL.TRA	ravituiksi
hg001:006	7a	%case	TRA	
hg001:006	-	(.)	PUNC	.␣
hg001:006	nf%8	te	PERS.PL.NOM	Te␣
hg001:006	8	juoda	ACT.PRES.2P	juotte
hg001:006	-	(,)	PUNC	,␣
hg001:006	9a	mutta	CNJ	mutta␣
hg001:006	10b	jano	SG.NOM	jano␣
hg001:006	9b	ei	NEGV.3S	ei␣
hg001:006	10b	sammua	ACT.PRES.NEG	sammu
hg001:006	10a	%case	?	
hg001:006	-	(.)	PUNC	.␣
hg001:006	nf%11	te	PERS.PL.NOM	Te␣
hg001:006	11	vaatettaa	ACT.PRES.2P	vaatetatte␣
hg001:006	11	(itse)	REFL.NOM&SGGEN.-2	itsenne
hg001:006	-	(,)	PUNC	,␣
hg001:006	12a	mutta	CNJ	mutta␣
hg001:006	12b	ei	NEGV.3S	ei␣
hg001:006	14	tulla	ACT.PRES.NEG	tule␣
hg001:006	13b	lämmin	ADJ.SG.NOM	lämmin
hg001:006	13a	%case	NOM	
hg001:006	-	(.)	PUNC	.␣
hg001:006	15a	ja	CNJ	Ja␣
hg001:006	(15b) 15c	palkka_työläinen	SG.NOM	palkkatyöläinen␣
hg001:006	16	panna	ACT.PRES.3S	panee␣
hg001:006	16	työ_palkka	SG.GEN	työpalkan␣
hg001:006	19	reikäinen	ADJ.SG.ILL	reikäiseen␣
hg001:006	18	kukkaro	SG.ILL	kukkaroon
hg001:006	17	%case	LOC	
hg001:006	-	(.)	PUNC	.␣
hg001:007	hg001:007	hg001:007	VERSE	Hag␣1:7␣
hg001:007	1	näin	ADV.AD-A	Näin␣
hg001:007	2	sanoa	ACT.PRES.3S	sanoo␣
hg001:007	3	Herra	SG.NOM	Herra␣
hg001:007	4	Sebaot	PR.SG.NOM	Sebaot
hg001:007	-	(:)	PUNC	:␣
hg001:007	5 6	ottaa	ACT.IMP.2P	Ottakaa␣
hg001:007	5 6	vaari	DER.ADV	vaari␣
hg001:007	8	tie	PL.ELA.-2	teistänne
hg001:007	7	%case	LOC	
hg001:007	-	(.)	PUNC	.␣
hg001:008	hg001:008	hg001:008	VERSE	Hag␣1:8␣
hg001:008	1	nousta	ACT.IMP.2P	Nouskaa␣
hg001:008	(2a) 2b	vuori	PL.ALL	vuorille
hg001:008	(3a)	-	UNTRANSLATED	
hg001:008	-	(,)	PUNC	,␣
hg001:008	3b	tuoda	ACT.IMP.2P	tuokaa␣
hg001:008	4	puu	PL.PTV	puita␣
hg001:008	5a	ja	CNJ	ja␣
hg001:008	5b	rakentaa	ACT.IMP.2P	rakentakaa␣
hg001:008	(6a) 6b	temppeli	SG.NOM	temppeli
hg001:008	-	(,)	PUNC	,␣
hg001:008	7a	niin	ADV.AD-A	niin␣
hg001:008	7b	(minä)	PERS.SG.NOM	minä␣
hg001:008	8	se	DEM.SG.ILL	siihen␣
hg001:008	7b	mielistyä	ACT.PRES.1S	mielistyn␣
hg001:008	10a	ja	CNJ	ja␣
hg001:008	10b	näyttää	ACT.PRES.1S	näytän␣
hg001:008	10b	kunnia	NOM&SGGEN.-1	kunniani
hg001:008	-	(,)	PUNC	,␣
hg001:008	11	sanoa	ACT.PRES.3S	sanoo␣
hg001:008	12	Herra	SG.NOM	Herra
hg001:008	-	(.)	PUNC	.␣
hg001:009	hg001:009	hg001:009	VERSE	Hag␣1:9␣
hg001:009	nf%1	te	PERS.PL.NOM	Te␣
hg001:009	1	odottaa	ACT.PRES.2P	odotatte␣
hg001:009	3	paljo	ADJ.SG.PTV	paljoa
hg001:009	2	%case	PTV	
hg001:009	-	(,)	PUNC	,␣
hg001:009	4a	mutta	CNJ	mutta␣
hg001:009	(4b)	-	UNTRANSLATED	
hg001:009	-	(se)	DEM.SG.NOM	se␣
hg001:009	5a	mennä	ACT.PRES.3S	menee␣
hg001:009	5b	vähä	ADJ.PL.ILL	vähiin
hg001:009	(6a)	-	UNTRANSLATED	
hg001:009	-	(.)	PUNC	.␣
hg001:009	6b	(te)	PERS.PL.NOM	Te␣
hg001:009	6b	tuoda	ACT.PRES.2P	tuotte␣
hg001:009	(7a) 7b	koti	SG.ILL	kotiin
hg001:009	-	(,)	PUNC	,␣
hg001:009	8a	mutta	CNJ	mutta␣
hg001:009	8b	(minä)	PERS.SG.NOM	minä␣
hg001:009	8b	puhaltaa	ACT.PRES.1S	puhallan␣
hg001:009	9	se	DEM.SG.GEN	sen␣
hg001:009	8b	pois	ADV	pois
hg001:009	-	(.)	PUNC	.␣
hg001:009	10 11	minkä_tähden	ADV	Minkätähden
hg001:009	-	(?)	PUNC	?␣
hg001:009	12	sanoa	ACT.PRES.3S	sanoo␣
hg001:009	13	Herra	SG.NOM	Herra␣
hg001:009	14	Sebaot	PR.SG.NOM	Sebaot
hg001:009	-	(.)	PUNC	.␣
hg001:009	pers%16	minä	PERS.SG.GEN	Minun␣
hg001:009	16	huone	NOM&SGGEN.-1	huoneeni␣
hg001:009	15	tähden	POST	tähden
hg001:009	-	(,)	PUNC	,␣
hg001:009	17	kun	SUBORD	kun␣
hg001:009	18	se	DEM.SG.NOM	se␣
hg001:009	-	(olla)	COP.ACT.PRES.3S	on␣
hg001:009	19	raunio	SG.ESS	rauniona␣
hg001:009	20a	ja	CNJ	ja␣
hg001:009	20b	te	PERS.PL.NOM	te␣
hg001:009	21	juosta	ACT.PRES.2P	juoksette␣
hg001:009	22	kukin	INDEF.SG.NOM	kukin␣
hg001:009	pers%23b	oma	ADJ.SG.GEN	oman␣
hg001:009	23b	huone	NOM&SGGEN.-2	huoneenne␣
hg001:009	23a	hyväksi	DER.ADV.POS	hyväksi
hg001:009	-	(.)	PUNC	.␣
hg001:010	hg001:010	hg001:010	VERSE	Hag␣1:10␣
hg001:010	1 2	sen_tähden	ADV	Sentähden␣
hg001:010	3	te	PERS.PL.ABL	teiltä␣
hg001:010	5	taivas	SG.NOM	taivas␣
hg001:010	4	pidättää	DER.ACT.PRES.3S	pidättää␣
hg001:010	6b	kaste	SG.GEN	kasteen␣
hg001:010	6a	%case	GEN	
hg001:010	7a	ja	CNJ	ja␣
hg001:010	(7b) 7c	maa	SG.NOM	maa␣
hg001:010	8	pidättää	DER.ACT.PRES.3S	pidättää␣
hg001:010	9	sato	NOM&SGGEN.-3	satonsa
hg001:010	-	(.)	PUNC	.␣
hg001:011	hg001:011	hg001:011	VERSE	Hag␣1:11␣
hg001:011	1a	ja	CNJ	Ja␣
hg001:011	1b	(minä)	PERS.SG.NOM	minä␣
hg001:011	1b	(olla)	COP.ACT.PRES.1S	olen␣
hg001:011	1b	kutsua	ACT.PCP2.PERF	kutsunut␣
hg001:011	2	kuivuus	DER.SG.GEN	kuivuuden␣
hg001:011	(4a) 4b	maa	SG.ILL	maahan␣
hg001:011	3	%case	LOC	
hg001:011	5a	ja	CNJ	ja␣
hg001:011	(6a) 6b	vuori	PL.ALL	vuorille
hg001:011	5b	%case	LOC	
hg001:011	(7a)	-	UNTRANSLATED	
hg001:011	-	(,)	PUNC	,␣
hg001:011	(8a) 8b	vilja	SG.ALL	viljalle
hg001:011	7b	%case	LOC	
hg001:011	(9a)	-	UNTRANSLATED	
hg001:011	-	(,)	PUNC	,␣
hg001:011	(10a) 10b	viini	SG.ALL	viinille␣
hg001:011	9b	%case	LOC	
hg001:011	11a	ja	CNJ	ja␣
hg001:011	(12a) 12b	öljy	SG.ALL	öljylle
hg001:011	11b	%case	LOC	
hg001:011	-	(,)	PUNC	,␣
hg001:011	13a	ja	CNJ	ja␣
hg001:011	14	mikä	INT.REL.SG.PTV	mitä␣
hg001:011	13b	vain	ADV	vain␣
hg001:011	(16a) 16b	maa	SG.NOM	maa␣
hg001:011	15	tuottaa	ACT.PRES.3S	tuottaa
hg001:011	-	(,)	PUNC	,␣
hg001:011	17a	ja	CNJ	ja␣
hg001:011	(18a) 18b	ihminen	PL.ALL	ihmisille␣
hg001:011	17b	%case	LOC	
hg001:011	19a	ja	CNJ	ja␣
hg001:011	(20a) 20b	eläin	PL.ALL	eläimille␣
hg001:011	19b	%case	LOC	
hg001:011	21a	ja	CNJ	ja␣
hg001:011	22	kaikki	INDEF.SG.ALL	kaikelle␣
hg001:011	21b	%case	LOC	
hg001:011	24	käsi	PL.GEN	kätten␣
hg001:011	23	vaivan_näkö	SG.ALL	vaivannäölle
hg001:011	-	(.)	PUNC	.
hg001:011	-	(")	PUNC.RIGHT	"␣
hg001:012	hg001:012	hg001:012	VERSE	Hag␣1:12␣
hg001:012	1a	niin	ADV.AD-A	Niin␣
hg001:012	2	Serubbaabel	PR.SG.NOM	Serubbaabel
hg001:012	-	(,)	PUNC	,␣
hg001:012	4	Sealtiel	PR.SG.GEN	Sealtielin␣
hg001:012	3	poika	SG.NOM	poika
hg001:012	-	(,)	PUNC	,␣
hg001:012	5a	ja	CNJ	ja␣
hg001:012	(9a) 9b	ylimmäinen	ADJ.SG.NOM	ylimmäinen␣
hg001:012	(8a) 8b	pappi	SG.NOM	pappi␣
hg001:012	5b	Joosua	PR.SG.NOM	Joosua
hg001:012	-	(,)	PUNC	,␣
hg001:012	7	Joosadak	PR.SG.GEN	Joosadakin␣
hg001:012	6	poika	SG.NOM	poika
hg001:012	-	(,)	PUNC	,␣
hg001:012	10a	ja	CNJ	ja␣
hg001:012	(12a) 12b	kansa	SG.GEN	kansan␣
hg001:012	10b	koko	ADJ	koko␣
hg001:012	11	jäännös	SG.NOM	jäännös␣
hg001:012	1b	kuulla	ACT.PAST.3S	kuuli␣
hg001:012	14	Herra	SG.GEN	Herran
hg001:012	-	(,)	PUNC	,␣
hg001:012	15	Jumala	NOM&SGGEN.-3	Jumalansa␣
hg001:012	13b	ääni	SG.PTV	ääntä␣
hg001:012	13a	%case	PTV	
hg001:012	16a	ja	CNJ	ja␣
hg001:012	(19a) 19b	profeetta	SG.NOM	profeetta␣
hg001:012	18	Haggai	PR.SG.GEN	Haggain␣
hg001:012	17	sana	PL.PTV	sanoja
hg001:012	16b	%case	PTV	
hg001:012	-	(,)	PUNC	,␣
hg001:012	20b	joka	REL.SG.PTV	jota␣
hg001:012	20a	varten	POST	varten␣
hg001:012	22	Herra	SG.NOM	Herra
hg001:012	-	(,)	PUNC	,␣
hg001:012	pers%23	he	PERS.PL.GEN	heidän␣
hg001:012	23	Jumala	NOM&SGGEN.-3	Jumalansa
hg001:012	-	(,)	PUNC	,␣
hg001:012	21	(olla)	COP.ACT.PAST.3S	oli␣
hg001:012	pers%21	hän	PERS.SG.ACC	hänet␣
hg001:012	21	lähettää	ACT.PCP2.-CLITIC.PERF	lähettänytkin
hg001:012	-	(,)	PUNC	,␣
hg001:012	24a	ja	CNJ	ja␣
hg001:012	(25a) 25b	kansa	SG.NOM	kansa␣
hg001:012	24b	pelätä	ACT.PAST.3S	pelkäsi␣
hg001:012	27	Herra	SG.PTV	Herraa
hg001:012	26a 26b	%case	PTV	
hg001:012	-	(.)	PUNC	.␣
hg001:013	hg001:013	hg001:013	VERSE	Hag␣1:13␣
hg001:013	(1a)	-	UNTRANSLATED	
hg001:013	2	Haggai	PR.SG.NOM	Haggai
hg001:013	-	(,)	PUNC	,␣
hg001:013	4	Herra	SG.GEN	Herran␣
hg001:013	3	sanan_saattaja	DER.SG.NOM	sanansaattaja
hg001:013	-	(,)	PUNC	,␣
hg001:013	1b	sanoa	ACT.PAST.3S	sanoi
hg001:013	-	(,)	PUNC	,␣
hg001:013	5b	saattaa	ACT.INF2.MAN	saattaen␣
hg001:013	5a	%case	MAN	
hg001:013	6	Herra	SG.GEN	Herran␣
hg001:013	5b	sana	SG.GEN	sanan
hg001:013	-	(,)	PUNC	,␣
hg001:013	7b	kansa	SG.ALL	kansalle␣
hg001:013	7a	%case	LOC	
hg001:013	8a 8b	näin	ADV.AD-A	näin
hg001:013	-	(:)	PUNC	:␣
hg001:013	-	(")	PUNC.LEFT	"
hg001:013	9	minä	PERS.SG.NOM	Minä␣
hg001:013	-	(olla)	COP.ACT.PRES.1S	olen␣
hg001:013	pers%10	te	PERS.PL.GEN	teidän␣
hg001:013	10	kanssa	POST.-2	kanssanne
hg001:013	-	(,)	PUNC	,␣
hg001:013	11	sanoa	ACT.PRES.3S	sanoo␣
hg001:013	12	Herra	SG.NOM	Herra
hg001:013	-	(")	PUNC.RIGHT	"
hg001:013	-	(.)	PUNC	.␣
hg001:014	hg001:014	hg001:014	VERSE	Hag␣1:14␣
hg001:014	1a	ja	CNJ	Ja␣
hg001:014	2	Herra	SG.NOM	Herra␣
hg001:014	1b	herättää	ACT.PAST.3S	herätti␣
hg001:014	9	Juuda	PR.SG.GEN	Juudan␣
hg001:014	8	käskyn_haltija	SG.GEN	käskynhaltijan␣
hg001:014	5	Serubbaabel	PR.SG.GEN	Serubbaabelin
hg001:014	-	(,)	PUNC	,␣
hg001:014	7	Sealtiel	PR.SG.GEN	Sealtielin␣
hg001:014	6	poika	SG.GEN	pojan
hg001:014	-	(,)	PUNC	,␣
hg001:014	4	henki	SG.GEN	hengen␣
hg001:014	3	%case	GEN	
hg001:014	10a	ja	CNJ	ja␣
hg001:014	(16a) 16b	ylimmäinen	ADJ.SG.GEN	ylimmäisen␣
hg001:014	(15a) 15b	pappi	SG.GEN	papin␣
hg001:014	12	Joosua	PR.SG.GEN	Joosuan
hg001:014	-	(,)	PUNC	,␣
hg001:014	14	Joosadak	PR.SG.GEN	Joosadakin␣
hg001:014	13	poika	SG.GEN	pojan
hg001:014	-	(,)	PUNC	,␣
hg001:014	11	henki	SG.GEN	hengen␣
hg001:014	10b	%case	GEN	
hg001:014	17a	ja	CNJ	ja␣
hg001:014	(21a) 21b	kansa	SG.GEN	kansan␣
hg001:014	19	koko	ADJ	koko␣
hg001:014	20	jäännös	SG.GEN	jäännöksen␣
hg001:014	18	henki	SG.GEN	hengen
hg001:014	17b	%case	GEN	
hg001:014	-	(,)	PUNC	,␣
hg001:014	22a	ja	CNJ	ja␣
hg001:014	22b	(he)	PERS.PL.NOM	he␣
hg001:014	22b	tulla	ACT.PAST.3P	tulivat␣
hg001:014	23a	ja	CNJ	ja␣
hg001:014	23b	ryhtyä	ACT.PAST.3P	ryhtyivät␣
hg001:014	24	rakentaa	INF3.ILL	rakentamaan␣
hg001:014	26	Herra	SG.GEN	Herran␣
hg001:014	27	Sebaot	PR.SG.GEN	Sebaotin
hg001:014	-	(,)	PUNC	,␣
hg001:014	pers%28	he	PERS.PL.GEN	heidän␣
hg001:014	28	Jumala	NOM&SGGEN.-3	Jumalansa
hg001:014	-	(,)	PUNC	,␣
hg001:014	25b	temppeli	SG.PTV	temppeliä␣
hg001:014	25a	%case	PTV	
hg001:015	hg001:015	hg001:015	VERSE	Hag␣1:15␣
hg001:015	2 (3a) 3b		ORD.SG.ESS	kahdentenakymmenentenä␣
hg001:015	2 (3a) 3b		ORD.SG.ESS	neljäntenä␣
hg001:015	1b	päivä	SG.ESS	päivänä␣
hg001:015	1a	%case	ESS	
hg001:015	5b		ORD.SG.INE	kuudennessa␣
hg001:015	5a	%case	LOC	
hg001:015	4b	kuu	SG.INE	kuussa
hg001:015	4a	%case	LOC	
hg001:015	-	(,)	PUNC	,␣
hg001:015	(9a) 9b	kuningas	SG.NOM	kuningas␣
hg001:015	8b	Daarejaves	PR.SG.GEN	Daarejaveksen␣
hg001:015	8a	%case	GEN	
hg001:015	7		ORD.SG.ESS	toisena␣
hg001:015	6b	vuosi	SG.ESS	vuotena
hg001:015	6a	%case	ESS	
hg001:015	-	(.)	PUNC	.␣
hg002:001	hg002:001	hg002:001	VERSE	Hag␣2:1␣
hg002:001	1b		ORD.SG.INE	Seitsemännessä␣
hg002:001	1a	%case	LOC	
hg002:001	-	(kuu)	SG.INE	kuussa
hg002:001	-	(,)	PUNC	,␣
hg002:001	4b	kuu_kausi	SG.GEN	kuukauden␣
hg002:001	4a	%case	GEN	
hg002:001	2b (3a) 3b		ORD.SG.ESS	kahdentenakymmenentenä␣
hg002:001	2a	%case	ESS	
hg002:001	2b (3a) 3b		ORD.SG.ESS	ensimmäisenä␣
hg002:001	-	(päivä)	SG.ESS	päivänä␣
hg002:001	5	tulla	ACT.PAST.3S	tuli␣
hg002:001	(10a) 10b	profeetta	SG.NOM	profeetta␣
hg002:001	9	Haggai	PR.SG.GEN	Haggain␣
hg002:001	8b	kautta	PREP	kautta␣
hg002:001	8a	%case	?	
hg002:001	11a 11b	tämä	DEM.SG.NOM	tämä␣
hg002:001	7	Herra	SG.GEN	Herran␣
hg002:001	6	sana	SG.NOM	sana
hg002:001	-	(:)	PUNC	:␣
hg002:002	hg002:002	hg002:002	VERSE	Hag␣2:2␣
hg002:002	-	(")	PUNC.LEFT	"
hg002:002	1	sanoa	ACT.IMP.2S	Sano␣
hg002:002	2	%inflection	ACT.IMP.2S	
hg002:002	8	Juuda	PR.SG.GEN	Juudan␣
hg002:002	7	käskyn_haltija	SG.ALL	käskynhaltijalle␣
hg002:002	4	Serubbaabel	PR.SG.ALL	Serubbaabelille
hg002:002	3	%case	LOC	
hg002:002	-	(,)	PUNC	,␣
hg002:002	6	Sealtiel	PR.SG.GEN	Sealtielin␣
hg002:002	5	poika	SG.ALL	pojalle
hg002:002	-	(,)	PUNC	,␣
hg002:002	9a	ja	CNJ	ja␣
hg002:002	(14a) 14b	ylimmäinen	ADJ.SG.ALL	ylimmäiselle␣
hg002:002	(13a) 13b	pappi	SG.ALL	papille␣
hg002:002	10	Joosua	PR.SG.ALL	Joosualle
hg002:002	9b	%case	LOC	
hg002:002	-	(,)	PUNC	,␣
hg002:002	12	Joosadak	PR.SG.GEN	Joosadakin␣
hg002:002	11	poika	SG.ALL	pojalle
hg002:002	-	(,)	PUNC	,␣
hg002:002	15a	ja	CNJ	ja␣
hg002:002	(17a) 17b	kansa	SG.GEN	kansan␣
hg002:002	16	jäännös	SG.ALL	jäännökselle␣
hg002:002	15b	%case	LOC	
hg002:002	18a 18b	näin	ADV.AD-A	näin
hg002:002	-	(:)	PUNC	:␣
hg002:003	hg002:003	hg002:003	VERSE	Hag␣2:3␣
hg002:003	1	kuka	INT.SG.NOM	Kuka␣
hg002:003	pers%2	te	PERS.PL.GEN	teidän␣
hg002:003	2	joukossa	DER.POST.-2	joukossanne␣
hg002:003	-	(olla)	COP.ACT.PRES.3S	on␣
hg002:003	(3a) 3b	jäljelle	ADV	jäljelle␣
hg002:003	(3a) 3b	jäädä:jäänyt	ACT.PCP2.SG.NOM	jäänyt
hg002:003	-	(,)	PUNC	,␣
hg002:003	4	joka	REL.INDEF.SG.NOM	joka␣
hg002:003	5	(olla)	COP.ACT.PRES.3S	on␣
hg002:003	5	nähdä	ACT.PCP2.PERF	nähnyt␣
hg002:003	(8a) 8b	tämä	DEM.SG.GEN	tämän␣
hg002:003	(7a) 7b	temppeli	SG.GEN	temppelin␣
hg002:003	6	%case	GEN	
hg002:003	pers%9b	se	DEM.SG.GEN	sen␣
hg002:003	(10a) 10b	entinen	ADJ.SG.INE	entisessä␣
hg002:003	9b	kunnia	SG.INE	kunniassa
hg002:003	9a	%case	LOC	
hg002:003	-	(?)	PUNC	?␣
hg002:003	11a	ja	CNJ	Ja␣
hg002:003	11b	mikä	INT.REL.SG.ABL	miltä␣
hg002:003	13	näyttää	ACT.PRES.3S	näyttää␣
hg002:003	14	se	DEM.SG.NOM	se␣
