da001:001	da001:001	da001:001	VERSE	Dan␣1:1␣
da001:001	4	Joojakim	PR.SG.GEN	Joojakimin
da001:001	-	(,)	PUNC	,␣
da001:001	6	Juuda	PR.SG.GEN	Juudan␣
da001:001	5	kuningas	SG.GEN	kuninkaan
da001:001	-	(,)	PUNC	,␣
da001:001	2		ORD.SG.ESS	kolmantena␣
da001:001	1b 3b	hallitus_vuosi	SG.ESS	hallitusvuotena␣
da001:001	3a	%case	ESS	
da001:001	1a	%case	ESS	
da001:001	7	tulla	ACT.PAST.3S	tuli␣
da001:001	8	Nebukadnessar	PR.SG.NOM	Nebukadnessar
da001:001	-	(,)	PUNC	,␣
da001:001	10	Baabel	PR.SG.GEN	Baabelin␣
da001:001	9	kuningas	SG.NOM	kuningas
da001:001	-	(,)	PUNC	,␣
da001:001	11	Jerusalem	PR.SG.GEN	Jerusalemin␣
da001:001	-	(edusta)	SG.ALL	edustalle␣
da001:001	12a	ja	CNJ	ja␣
da001:001	12b	piirittää	ACT.PAST.3S	piiritti␣
da001:001	13	se	DEM.SG.PTV	sitä
da001:001	-	(.)	PUNC	.␣
da001:002	da001:002	da001:002	VERSE	Dan␣1:2␣
da001:002	1a	ja	CNJ	Ja␣
da001:002	2	Herra	SG.NOM	Herra␣
da001:002	1b	antaa	ACT.PAST.3S	antoi␣
da001:002	pers%3b	hän	PERS.SG.GEN	hänen␣
da001:002	3b	käsi	PL.ILL.-3	käsiinsä␣
da001:002	3a	%case	LOC	
da001:002	5	Joojakim	PR.SG.GEN	Joojakimin
da001:002	4	%case	GEN	
da001:002	-	(,)	PUNC	,␣
da001:002	7	Juuda	PR.SG.GEN	Juudan␣
da001:002	6	kuningas	SG.GEN	kuninkaan
da001:002	-	(,)	PUNC	,␣
da001:002	8a	sekä	CNJ	sekä␣
da001:002	8b	osa	SG.GEN	osan␣
da001:002	(11a) 11b	Jumala	SG.GEN	Jumalan␣
da001:002	10	huone	SG.GEN	huoneen␣
da001:002	9	astia	PL.PTV	astioita
da001:002	-	(,)	PUNC	,␣
da001:002	12a	ja	CNJ	ja␣
da001:002	12b	(hän)	PERS.SG.NOM	hän␣
da001:002	12b	viedä	ACT.PAST.3S	vei␣
da001:002	pers%12b	ne	DEM.PL.NOM	ne␣
da001:002	14	Sinear	PR.SG.GEN	Sinearin␣
da001:002	13	maa	SG.ILL	maahan
da001:002	-	(,)	PUNC	,␣
da001:002	16	jumala	NOM&SGGEN.-3	jumalansa␣
da001:002	15	huone	SG.ILL	huoneeseen
da001:002	-	(.)	PUNC	.␣
da001:002	17a	ja	CNJ	Ja␣
da001:002	19	(hän)	PERS.SG.NOM	hän␣
da001:002	19	viedä	ACT.PAST.3S	vei␣
da001:002	(18a) 18b	astia	PL.NOM	astiat␣
