ne001:001	ne001:001	ne001:001	VERSE	Neh␣1:1␣
ne001:001	2	Nehemia	PR.SG.GEN	Nehemian
ne001:001	-	(,)	PUNC	,␣
ne001:001	4	Hakalja	PR.SG.GEN	Hakaljan␣
ne001:001	3	poika	SG.GEN	pojan
ne001:001	-	(,)	PUNC	,␣
ne001:001	1	kertomus	SG.NOM	kertomus
ne001:001	(5a) (5b)	-	UNTRANSLATED	
ne001:001	-	(.)	PUNC	.␣
ne001:001	6b 7	kislev-kuu	SG.INE	Kislev-kuussa
ne001:001	6a	%case	LOC	
ne001:001	-	(,)	PUNC	,␣
ne001:001	10		ORD.SG.ESS	kahdentenakymmenentenä␣
ne001:001	9	vuosi	SG.ESS	vuotena
ne001:001	-	(,)	PUNC	,␣
ne001:001	11b	minä	PERS.SG.GEN	minun␣
ne001:001	12	olla	COP.ACT.INF2.INE.-1	ollessani␣
ne001:001	11a	%inflection	COP.ACT.INF2.INE.-1	
ne001:001	13b	Suusan	PR.SG.GEN	Suusanin␣
ne001:001	13a	%case	GEN	
ne001:001	(14a) 14b	linna	SG.INE	linnassa
ne001:001	-	(,)	PUNC	,␣
ne001:002	ne001:002	ne001:002	VERSE	Neh␣1:2␣
ne001:002	(1a)	-	UNTRANSLATED	
ne001:002	1b	tulla	ACT.PAST.3S	tuli␣
ne001:002	2	Hanani	PR.SG.NOM	Hanani
ne001:002	-	(,)	PUNC	,␣
ne001:002	3	eräs	INDEF.SG.NOM	eräs␣
ne001:002	pers%4b	minä	PERS.SG.GEN	minun␣
ne001:002	4b	veli	PL.ELA.-1	veljistäni
ne001:002	4a	%case	LOC	
ne001:002	(5)	-	UNTRANSLATED	
ne001:002	-	(,)	PUNC	,␣
ne001:002	6a	ja	CNJ	ja␣
ne001:002	-	(muu)	INDEF.PL.PTV	muita␣
ne001:002	6b	mies	PL.PTV	miehiä␣
ne001:002	7b	Juuda	PR.SG.ELA	Juudasta
ne001:002	7a	%case	LOC	
ne001:002	-	(.)	PUNC	.␣
ne001:002	8a	ja	CNJ	Ja␣
ne001:002	8b	(minä)	PERS.SG.NOM	minä␣
ne001:002	8b	kysellä	ACT.PAST.1S	kyselin␣
ne001:002	pers%8b	he	PERS.PL.ABL	heiltä␣
ne001:002	(10a) 10b	juutalainen	DER.ADJ.PL.ELA	juutalaisista
ne001:002	9	%case	LOC	
ne001:002	-	(,)	PUNC	,␣
ne001:002	11a	se	DEM.SG.ELA	siitä␣
ne001:002	11b	pelastua:pelastunut	DER.ACT.PCP2.SG.ELA	pelastuneesta␣
ne001:002	11b	joukko	SG.ELA	joukosta
ne001:002	-	(,)	PUNC	,␣
ne001:002	12	joka	REL.INDEF.SG.NOM	joka␣
