zp001:001	zp001:001	zp001:001	VERSE	Sef␣1:1␣
zp001:001	2	Herra	SG.GEN	Herran␣
zp001:001	1	sana	SG.NOM	sana
zp001:001	-	(,)	PUNC	,␣
zp001:001	3	joka	REL.INDEF.SG.NOM	joka␣
zp001:001	4	tulla	ACT.PAST.3S	tuli␣
zp001:001	6	Sefanja	PR.SG.ALL	Sefanjalle
zp001:001	5	%case	LOC	
zp001:001	-	(,)	PUNC	,␣
zp001:001	8	Kuusi	PR.PL.INS	Kuusin␣
zp001:001	7	poika	SG.ALL	pojalle
zp001:001	-	(,)	PUNC	,␣
zp001:001	-	(joka)	REL.INDEF.SG.NOM	joka␣
zp001:001	-	(olla)	COP.ACT.PAST.3S	oli␣
zp001:001	10	Gedalja	PR.SG.GEN	Gedaljan␣
zp001:001	9	poika	SG.NOM	poika
zp001:001	-	(,)	PUNC	,␣
zp001:001	-	(joka)	REL.INDEF.SG.NOM	joka␣
zp001:001	12	Amarja	PR.SG.GEN	Amarjan␣
zp001:001	11	poika	SG.NOM	poika
zp001:001	-	(,)	PUNC	,␣
zp001:001	-	(joka)	REL.INDEF.SG.NOM	joka␣
zp001:001	14	Hiskia	PR.SG.GEN	Hiskian␣
zp001:001	13	poika	SG.NOM	poika
zp001:001	-	(,)	PUNC	,␣
zp001:001	20	Juuda	PR.SG.GEN	Juudan␣
zp001:001	19	kuningas	SG.GEN	kuninkaan␣
zp001:001	16	Joosia	PR.SG.GEN	Joosian
zp001:001	-	(,)	PUNC	,␣
zp001:001	18	Aamon	PR.SG.GEN	Aamonin␣
zp001:001	17	poika	SG.GEN	pojan
zp001:001	-	(,)	PUNC	,␣
zp001:001	15b	päivä	PL.ESS	päivinä
zp001:001	15a	%case	ESS	
zp001:001	-	(.)	PUNC	.␣
zp001:002	zp001:002	zp001:002	VERSE	Sef␣1:2␣
zp001:002	-	(totisesti)	DER.ADV.POS	Totisesti␣
zp001:002	2	(minä)	PERS.SG.NOM	minä␣
zp001:002	2	ottaa	ACT.PRES.1S	otan␣
zp001:002	1	%case	?	
zp001:002	3	kaikki	INDEF.SG.GEN	kaiken␣
zp001:002	2	pois	ADV	pois␣
zp001:002	(6a) 6b	maa	SG.GEN	maan␣
zp001:002	5	pinta	SG.ABL	pinnalta
zp001:002	4a 4b	%case	LOC	
zp001:002	-	(,)	PUNC	,␣
zp001:002	7	sanoa	ACT.PRES.3S	sanoo␣
zp001:002	8	Herra	SG.NOM	Herra
zp001:002	-	(.)	PUNC	.␣
zp001:003	zp001:003	zp001:003	VERSE	Sef␣1:3␣
zp001:003	1	(minä)	PERS.SG.NOM	Minä␣
zp001:003	1	ottaa	ACT.PRES.1S	otan␣
zp001:003	1	pois	ADV	pois␣
zp001:003	2	ihminen	PL.NOM	ihmiset␣
zp001:003	3a	ja	CNJ	ja␣
