ex001:001	ex001:001	ex001:001	VERSE	2Ms␣1:1␣
ex001:001	(1a)	-	UNTRANSLATED	
ex001:001	1b	nämä	DEM.PL.NOM	Nämä␣
ex001:001	-	(olla)	COP.ACT.PRES.3P	ovat␣
ex001:001	6	Egypti	PR.SG.ILL	Egyptiin␣
ex001:001	(5a) 5b	tulla:tullut	ACT.PCP2.PL.GEN	tulleiden␣
ex001:001	4	Israel	PR.SG.GEN	Israelin␣
ex001:001	3	poika	PL.GEN	poikien␣
ex001:001	2	nimi	PL.NOM	nimet
ex001:001	-	(;)	PUNC	;␣
ex001:001	8	Jaakob	PR.SG.GEN	Jaakobin␣
ex001:001	7	kanssa	POST	kanssa␣
ex001:001	11	(he)	PERS.PL.NOM	he␣
ex001:001	11	(olla)	COP.ACT.PAST.3P	olivat␣
ex001:001	9	itse_kukin	REFL.SG.NOM	itsekukin␣
ex001:001	10b	perhe	CMT.-3	perheineen␣
ex001:001	10a	%inflection	CMT.-3	
ex001:001	11	tulla	ACT.PCP2.PERF	tulleet␣
ex001:001	-	(sinne)	ADV	sinne
ex001:001	-	(:)	PUNC	:␣
ex001:002	ex001:002	ex001:002	VERSE	2Ms␣1:2␣
ex001:002	1	Ruuben	PR.SG.NOM	Ruuben
ex001:002	-	(,)	PUNC	,␣
ex001:002	2	Simeon	PR.SG.NOM	Simeon
ex001:002	-	(,)	PUNC	,␣
ex001:002	3	Leevi	PR.SG.NOM	Leevi␣
ex001:002	4a	ja	CNJ	ja␣
ex001:002	4b	Juuda	PR.SG.NOM	Juuda
ex001:002	-	(,)	PUNC	,␣
ex001:003	ex001:003	ex001:003	VERSE	2Ms␣1:3␣
ex001:003	1	Isaskar	PR.SG.NOM	Isaskar
ex001:003	-	(,)	PUNC	,␣
ex001:003	2	Sebulon	PR.SG.NOM	Sebulon␣
ex001:003	3a	ja	CNJ	ja␣
ex001:003	3b	Benjamin	PR.SG.NOM	Benjamin
ex001:003	-	(,)	PUNC	,␣
ex001:004	ex001:004	ex001:004	VERSE	2Ms␣1:4␣
ex001:004	1	Daan	PR.SG.NOM	Daan
ex001:004	(2a)	-	UNTRANSLATED	
ex001:004	-	(,)	PUNC	,␣
ex001:004	2b	Naftali	PR.SG.NOM	Naftali
ex001:004	-	(,)	PUNC	,␣
ex001:004	3	Gaad	PR.SG.NOM	Gaad␣
ex001:004	4a	ja	CNJ	ja␣
ex001:004	4b	Asser	PR.SG.NOM	Asser
ex001:004	-	(.)	PUNC	.␣
ex001:005	ex001:005	ex001:005	VERSE	2Ms␣1:5␣
ex001:005	1a	ja	CNJ	Ja␣
ex001:005	6	Jaakob	PR.SG.GEN	Jaakobin␣
ex001:005	5	kuve	PL.ELA	kupeista␣
ex001:005	4	lähteä:lähtenyt	ACT.PCP2.PL.PTV	lähteneitä␣
ex001:005	1b	olla	COP.ACT.PAST.3S	oli␣
ex001:005	2	kaikkiaan	DER.ADV.-3	kaikkiaan␣
