mk001:001	mk001:001	mk001:001	VERSE	Mk␣1:1␣
mk001:001	4	Jeesus	PR.SG.GEN	Jeesuksen␣
mk001:001	5a	Kristus	PR.SG.GEN	Kristuksen
mk001:001	-	(,)	PUNC	,␣
mk001:001	7a	Jumala	SG.GEN	Jumalan␣
mk001:001	6	Poika	SG.GEN	Pojan
mk001:001	-	(,)	PUNC	,␣
mk001:001	(2) 3	evankeliumi	SG.GEN	evankeliumin␣
mk001:001	1	alku	SG.NOM	alku
mk001:001	7b 7c	.	PUNC	.␣
mk001:002	mk001:002	mk001:002	VERSE	Mk␣1:2␣
mk001:002	1	niin_kuin	SUBORD	Niinkuin␣
mk001:002	2	(olla)	COP.ACT.PRES.3S	on␣
mk001:002	2	kirjoittaa:kirjoitettu	PSS.PCP2.SG.ESS	kirjoitettuna␣
mk001:002	(6) 7a	profeetta	SG.NOM	profeetta␣
mk001:002	(4) 5	Esaias	PR.SG.GEN	Esaiaan␣
mk001:002	3	%case	GEN	
mk001:002	(4) 5	(kirja)	SG.INE	kirjassa
mk001:002	7b	:	PUNC	:␣
mk001:002	7b	"	PUNC.LEFT	"
mk001:002	8	katso	INTJ	Katso
mk001:002	-	(,)	PUNC	,␣
mk001:002	9	(minä)	PERS.SG.NOM	minä␣
mk001:002	9	lähettää	ACT.PRES.1S	lähetän␣
mk001:002	(10) 11	enkeli	NOM&SGGEN.-1	enkelini␣
mk001:002	12	%pers	?	
mk001:002	15a	sinä	PERS.SG.GEN	sinun␣
mk001:002	14	edellä	PREP.-2	edelläsi
mk001:002	13	%case	LOC	
mk001:002	-	(,)	PUNC	,␣
mk001:002	-	(ja)	CNJ	ja␣
mk001:002	16	hän	PERS.SG.NOM	hän␣
mk001:002	17	(olla)	COP.ACT.PRES.3S	on␣
mk001:002	17	valmistaa	ACT.PCP1.FUTR	valmistava␣
mk001:002	20a	sinä	PERS.SG.GEN	sinun␣
mk001:002	(18) 19	tie	NOM&SGGEN.-2	tiesi
mk001:002	20b	"	PUNC.RIGHT	"
mk001:002	20b	.	PUNC	.␣
mk001:003	mk001:003	mk001:003	VERSE	Mk␣1:3␣
mk001:003	-	(")	PUNC.LEFT	"
mk001:003	2	huutava	ADJ.SG.GEN	Huutavan␣
mk001:003	1	ääni	SG.NOM	ääni␣
mk001:003	-	(kuulua)	ACT.PRES.3S	kuuluu␣
mk001:003	(4) 5a	erä_maa	SG.INE	erämaassa
mk001:003	3	%case	LOC	
mk001:003	5b	:	PUNC	:␣
mk001:003	5b	'	PUNC.LEFT	'
